state,year,code,plan,eg_adj_avg,eg_avg_percentrank,bias_avg,bias_avg_percentrank,mmd_avg,mmd_avg_percentrank,wasted_dem_plan,wasted_rep_plan,votes_dem_plan,votes_twop_plan,seats_plan,seats_dem_plan,seats_r_plan
stateabrev,cycle,code:2020,plan:2020,avg eg_adj:2020,percentrank eg_adj:2020,avg bias:2020,percentrank bias:2020,avg mmd:2020,percentrank mmd:2020,sum wasted_dem:2020,sum wasted_rep:2020,sum votes_dem:2020,sum votes_twop:2020,sum seats:2020,sum seats_dem:2020,sum seats_r:2020
IN,1976,IN1976,IN1,-0.059,0.626,-0.088,0.837,-0.040,0.768,5668277,3458685,8963113,18253924,599,256,343
IN,1978,IN1978,IN1,-0.059,0.626,-0.088,0.837,-0.040,0.768,5668277,3458685,8963113,18253924,599,256,343
IN,1980,IN1980,IN1,-0.059,0.626,-0.088,0.837,-0.040,0.768,5668277,3458685,8963113,18253924,599,256,343
IN,1982,IN1982,IN1,-0.059,0.626,-0.088,0.837,-0.040,0.768,5668277,3458685,8963113,18253924,599,256,343
IN,1984,IN1984,IN2,0.004,0.069,-0.044,0.488,-0.036,0.709,3280093,2428079,5533370,11416343,400,191,209
IN,1986,IN1986,IN2,0.004,0.069,-0.044,0.488,-0.036,0.709,3280093,2428079,5533370,11416343,400,191,209
IN,1988,IN1988,IN2,0.004,0.069,-0.044,0.488,-0.036,0.709,3280093,2428079,5533370,11416343,400,191,209
IN,1990,IN1990,IN2,0.004,0.069,-0.044,0.488,-0.036,0.709,3280093,2428079,5533370,11416343,400,191,209
IN,1992,IN1992,IN3,0.052,0.567,0.020,0.276,0.014,0.320,2250056,2491410,4558850,9482932,500,255,245
IN,1994,IN1994,IN3,0.052,0.567,0.020,0.276,0.014,0.320,2250056,2491410,4558850,9482932,500,255,245
IN,1996,IN1996,IN3,0.052,0.567,0.020,0.276,0.014,0.320,2250056,2491410,4558850,9482932,500,255,245
IN,1998,IN1998,IN3,0.052,0.567,0.020,0.276,0.014,0.320,2250056,2491410,4558850,9482932,500,255,245
IN,2000,IN2000,IN3,0.052,0.567,0.020,0.276,0.014,0.320,2250056,2491410,4558850,9482932,500,255,245
IN,2002,IN2002,IN4,0.060,0.631,0.010,0.138,0.012,0.276,2396635,2563262,4601224,9919793,500,242,258
IN,2004,IN2004,IN4,0.060,0.631,0.010,0.138,0.012,0.276,2396635,2563262,4601224,9919793,500,242,258
IN,2006,IN2006,IN4,0.060,0.631,0.010,0.138,0.012,0.276,2396635,2563262,4601224,9919793,500,242,258
IN,2008,IN2008,IN4,0.060,0.631,0.010,0.138,0.012,0.276,2396635,2563262,4601224,9919793,500,242,258
IN,2010,IN2010,IN4,0.060,0.631,0.010,0.138,0.012,0.276,2396635,2563262,4601224,9919793,500,242,258
IN,2012,IN2012,IN5,-0.086,0.823,-0.127,0.975,-0.061,0.951,2761959,1810856,4104012,9145630,400,123,277
IN,2014,IN2014,IN5,-0.086,0.823,-0.127,0.975,-0.061,0.951,2761959,1810856,4104012,9145630,400,123,277
IN,2016,IN2016,IN5,-0.086,0.823,-0.127,0.975,-0.061,0.951,2761959,1810856,4104012,9145630,400,123,277
IN,2018,IN2018,IN5,-0.086,0.823,-0.127,0.975,-0.061,0.951,2761959,1810856,4104012,9145630,400,123,277
KS,1972,KS1972,KS1,-0.022,0.296,-0.040,0.448,-0.017,0.365,1143955,915972,1977982,4119855,619,272,347
KS,1974,KS1974,KS1,-0.022,0.296,-0.040,0.448,-0.017,0.365,1143955,915972,1977982,4119855,619,272,347
KS,1976,KS1976,KS1,-0.022,0.296,-0.040,0.448,-0.017,0.365,1143955,915972,1977982,4119855,619,272,347
KS,1978,KS1978,KS1,-0.022,0.296,-0.040,0.448,-0.017,0.365,1143955,915972,1977982,4119855,619,272,347
KS,1980,KS1980,KS1,-0.022,0.296,-0.040,0.448,-0.017,0.365,1143955,915972,1977982,4119855,619,272,347
KS,1982,KS1982,KS2,-0.002,0.049,-0.035,0.389,-0.027,0.522,927668,805348,1610020,3466032,492,211,281
KS,1984,KS1984,KS2,-0.002,0.049,-0.035,0.389,-0.027,0.522,927668,805348,1610020,3466032,492,211,281
KS,1986,KS1986,KS2,-0.002,0.049,-0.035,0.389,-0.027,0.522,927668,805348,1610020,3466032,492,211,281
KS,1988,KS1988,KS2,-0.002,0.049,-0.035,0.389,-0.027,0.522,927668,805348,1610020,3466032,492,211,281
KS,1992,KS1992,KS3,0.010,0.158,-0.044,0.498,-0.033,0.650,1265093,1131638,2129066,4793462,623,247,376
KS,1994,KS1994,KS3,0.010,0.158,-0.044,0.498,-0.033,0.650,1265093,1131638,2129066,4793462,623,247,376
KS,1996,KS1996,KS3,0.010,0.158,-0.044,0.498,-0.033,0.650,1265093,1131638,2129066,4793462,623,247,376
KS,1998,KS1998,KS3,0.010,0.158,-0.044,0.498,-0.033,0.650,1265093,1131638,2129066,4793462,623,247,376
KS,2000,KS2000,KS3,0.010,0.158,-0.044,0.498,-0.033,0.650,1265093,1131638,2129066,4793462,623,247,376
KS,2002,KS2002,KS4,-0.022,0.305,-0.058,0.621,-0.030,0.576,1393475,1068891,2138254,4924732,625,215,410
KS,2004,KS2004,KS4,-0.022,0.305,-0.058,0.621,-0.030,0.576,1393475,1068891,2138254,4924732,625,215,410
KS,2006,KS2006,KS4,-0.022,0.305,-0.058,0.621,-0.030,0.576,1393475,1068891,2138254,4924732,625,215,410
KS,2008,KS2008,KS4,-0.022,0.305,-0.058,0.621,-0.030,0.576,1393475,1068891,2138254,4924732,625,215,410
KS,2010,KS2010,KS4,-0.022,0.305,-0.058,0.621,-0.030,0.576,1393475,1068891,2138254,4924732,625,215,410
KS,2012,KS2012,KS5,-0.076,0.759,-0.080,0.803,-0.034,0.675,1296404,875395,1870658,4343599,500,141,359
KS,2014,KS2014,KS5,-0.076,0.759,-0.080,0.803,-0.034,0.675,1296404,875395,1870658,4343599,500,141,359
KS,2016,KS2016,KS5,-0.076,0.759,-0.080,0.803,-0.034,0.675,1296404,875395,1870658,4343599,500,141,359
KS,2018,KS2018,KS5,-0.076,0.759,-0.080,0.803,-0.034,0.675,1296404,875395,1870658,4343599,500,141,359
KY,1974,KY1974,KY1,0.057,0.611,0.108,0.911,0.040,0.778,763992,831347,1947584,3190677,400,311,89
KY,1976,KY1976,KY1,0.057,0.611,0.108,0.911,0.040,0.778,763992,831347,1947584,3190677,400,311,89
KY,1978,KY1978,KY1,0.057,0.611,0.108,0.911,0.040,0.778,763992,831347,1947584,3190677,400,311,89
KY,1980,KY1980,KY1,0.057,0.611,0.108,0.911,0.040,0.778,763992,831347,1947584,3190677,400,311,89
KY,1982,KY1982,KY2,0.094,0.867,0.109,0.921,0.050,0.887,1099121,1462120,2887837,5122481,500,363,137
KY,1984,KY1984,KY2,0.094,0.867,0.109,0.921,0.050,0.887,1099121,1462120,2887837,5122481,500,363,137
KY,1986,KY1986,KY2,0.094,0.867,0.109,0.921,0.050,0.887,1099121,1462120,2887837,5122481,500,363,137
KY,1988,KY1988,KY2,0.094,0.867,0.109,0.921,0.050,0.887,1099121,1462120,2887837,5122481,500,363,137
KY,1990,KY1990,KY2,0.094,0.867,0.109,0.921,0.050,0.887,1099121,1462120,2887837,5122481,500,363,137
KY,1996,KY1996,KY3,0.088,0.828,0.051,0.571,0.020,0.414,851057,1092455,2065848,3887024,300,196,104
KY,1998,KY1998,KY3,0.088,0.828,0.051,0.571,0.020,0.414,851057,1092455,2065848,3887024,300,196,104
KY,2000,KY2000,KY3,0.088,0.828,0.051,0.571,0.020,0.414,851057,1092455,2065848,3887024,300,196,104
KY,2002,KY2002,KY4,0.057,0.606,0.050,0.567,0.027,0.512,1704117,1969760,3877465,7347752,500,306,194
KY,2004,KY2004,KY4,0.057,0.606,0.050,0.567,0.027,0.512,1704117,1969760,3877465,7347752,500,306,194
KY,2006,KY2006,KY4,0.057,0.606,0.050,0.567,0.027,0.512,1704117,1969760,3877465,7347752,500,306,194
KY,2008,KY2008,KY4,0.057,0.606,0.050,0.567,0.027,0.512,1704117,1969760,3877465,7347752,500,306,194
KY,2010,KY2010,KY4,0.057,0.606,0.050,0.567,0.027,0.512,1704117,1969760,3877465,7347752,500,306,194
KY,2014,KY2014,KY5,0.002,0.054,-0.016,0.207,-0.008,0.177,1263215,1179441,2259974,4885310,300,129,171
KY,2016,KY2016,KY5,0.002,0.054,-0.016,0.207,-0.008,0.177,1263215,1179441,2259974,4885310,300,129,171
KY,2018,KY2018,KY5,0.002,0.054,-0.016,0.207,-0.008,0.177,1263215,1179441,2259974,4885310,300,129,171
MA,1978,MA1978,MA2,0.071,0.739,0.123,0.966,0.048,0.862,2384503,2887043,6521606,10543092,791,639,152
MA,1980,MA1980,MA2,0.071,0.739,0.123,0.966,0.048,0.862,2384503,2887043,6521606,10543092,791,639,152
MA,1982,MA1982,MA2,0.071,0.739,0.123,0.966,0.048,0.862,2384503,2887043,6521606,10543092,791,639,152
MA,1984,MA1984,MA2,0.071,0.739,0.123,0.966,0.048,0.862,2384503,2887043,6521606,10543092,791,639,152
MA,1986,MA1986,MA2,0.071,0.739,0.123,0.966,0.048,0.862,2384503,2887043,6521606,10543092,791,639,152
MA,1988,MA1988,MA3,0.076,0.764,0.110,0.926,0.037,0.734,2123733,2650215,5758771,9547895,632,493,139
MA,1990,MA1990,MA3,0.076,0.764,0.110,0.926,0.037,0.734,2123733,2650215,5758771,9547895,632,493,139
MA,1992,MA1992,MA3,0.076,0.764,0.110,0.926,0.037,0.734,2123733,2650215,5758771,9547895,632,493,139
MA,1994,MA1994,MA3,0.076,0.764,0.110,0.926,0.037,0.734,2123733,2650215,5758771,9547895,632,493,139
MA,1996,MA1996,MA4,0.034,0.399,0.128,0.980,0.037,0.719,1785727,1887284,4762799,7346022,475,394,81
MA,1998,MA1998,MA4,0.034,0.399,0.128,0.980,0.037,0.719,1785727,1887284,4762799,7346022,475,394,81
MA,2000,MA2000,MA4,0.034,0.399,0.128,0.980,0.037,0.719,1785727,1887284,4762799,7346022,475,394,81
MA,2004,MA2004,MA5.1,0.066,0.680,0.065,0.685,0.019,0.404,2291580,2826248,6640242,10235655,634,546,88
MA,2006,MA2006,MA5.1,0.066,0.680,0.065,0.685,0.019,0.404,2291580,2826248,6640242,10235655,634,546,88
MA,2008,MA2008,MA5.1,0.066,0.680,0.065,0.685,0.019,0.404,2291580,2826248,6640242,10235655,634,546,88
MA,2010,MA2010,MA5.1,0.066,0.680,0.065,0.685,0.019,0.404,2291580,2826248,6640242,10235655,634,546,88
MA,2012,MA2012,MA6,0.015,0.217,0.067,0.695,0.027,0.517,2813044,2798804,7195104,11223696,635,503,132
MA,2014,MA2014,MA6,0.015,0.217,0.067,0.695,0.027,0.517,2813044,2798804,7195104,11223696,635,503,132
MA,2016,MA2016,MA6,0.015,0.217,0.067,0.695,0.027,0.517,2813044,2798804,7195104,11223696,635,503,132
MA,2018,MA2018,MA6,0.015,0.217,0.067,0.695,0.027,0.517,2813044,2798804,7195104,11223696,635,503,132
ME,1984,ME1984,ME2,0.045,0.517,0.037,0.404,0.025,0.468,624573,694875,1400488,2638895,754,456,298
ME,1986,ME1986,ME2,0.045,0.517,0.037,0.404,0.025,0.468,624573,694875,1400488,2638895,754,456,298
ME,1988,ME1988,ME2,0.045,0.517,0.037,0.404,0.025,0.468,624573,694875,1400488,2638895,754,456,298
ME,1990,ME1990,ME2,0.045,0.517,0.037,0.404,0.025,0.468,624573,694875,1400488,2638895,754,456,298
ME,1992,ME1992,ME2,0.045,0.517,0.037,0.404,0.025,0.468,624573,694875,1400488,2638895,754,456,298
ME,1994,ME1994,ME3,0.007,0.118,-0.010,0.143,-0.004,0.099,666856,642821,1356891,2619355,748,406,342
ME,1996,ME1996,ME3,0.007,0.118,-0.010,0.143,-0.004,0.099,666856,642821,1356891,2619355,748,406,342
ME,1998,ME1998,ME3,0.007,0.118,-0.010,0.143,-0.004,0.099,666856,642821,1356891,2619355,748,406,342
ME,2000,ME2000,ME3,0.007,0.118,-0.010,0.143,-0.004,0.099,666856,642821,1356891,2619355,748,406,342
ME,2002,ME2002,ME3,0.007,0.118,-0.010,0.143,-0.004,0.099,666856,642821,1356891,2619355,748,406,342
ME,2004,ME2004,ME4,0.016,0.246,-0.012,0.182,-0.010,0.232,777909,780624,1643254,3117065,745,423,322
ME,2006,ME2006,ME4,0.016,0.246,-0.012,0.182,-0.010,0.232,777909,780624,1643254,3117065,745,423,322
ME,2008,ME2008,ME4,0.016,0.246,-0.012,0.182,-0.010,0.232,777909,780624,1643254,3117065,745,423,322
ME,2010,ME2010,ME4,0.016,0.246,-0.012,0.182,-0.010,0.232,777909,780624,1643254,3117065,745,423,322
ME,2012,ME2012,ME4,0.016,0.246,-0.012,0.182,-0.010,0.232,777909,780624,1643254,3117065,745,423,322
ME,2014,ME2014,ME5,0.005,0.084,-0.011,0.172,0.001,0.034,464307,484984,995790,1898582,442,245,197
ME,2016,ME2016,ME5,0.005,0.084,-0.011,0.172,0.001,0.034,464307,484984,995790,1898582,442,245,197
ME,2018,ME2018,ME5,0.005,0.084,-0.011,0.172,0.001,0.034,464307,484984,995790,1898582,442,245,197
MI,1972,MI1972,MI1,0.017,0.266,0.024,0.315,0.021,0.429,4124725,3559250,8247553,15367949,550,328,222
MI,1974,MI1974,MI1,0.017,0.266,0.024,0.315,0.021,0.429,4124725,3559250,8247553,15367949,550,328,222
MI,1976,MI1976,MI1,0.017,0.266,0.024,0.315,0.021,0.429,4124725,3559250,8247553,15367949,550,328,222
MI,1978,MI1978,MI1,0.017,0.266,0.024,0.315,0.021,0.429,4124725,3559250,8247553,15367949,550,328,222
MI,1980,MI1980,MI1,0.017,0.266,0.024,0.315,0.021,0.429,4124725,3559250,8247553,15367949,550,328,222
MI,1982,MI1982,MI2,0.014,0.202,-0.003,0.059,-0.004,0.103,3846848,3414657,7519161,14523010,550,306,244
MI,1984,MI1984,MI2,0.014,0.202,-0.003,0.059,-0.004,0.103,3846848,3414657,7519161,14523010,550,306,244
MI,1986,MI1986,MI2,0.014,0.202,-0.003,0.059,-0.004,0.103,3846848,3414657,7519161,14523010,550,306,244
MI,1988,MI1988,MI2,0.014,0.202,-0.003,0.059,-0.004,0.103,3846848,3414657,7519161,14523010,550,306,244
MI,1990,MI1990,MI2,0.014,0.202,-0.003,0.059,-0.004,0.103,3846848,3414657,7519161,14523010,550,306,244
MI,1992,MI1992,MI3,-0.023,0.320,-0.045,0.512,-0.041,0.783,4997738,3641360,8807345,17278197,550,271,279
MI,1994,MI1994,MI3,-0.023,0.320,-0.045,0.512,-0.041,0.783,4997738,3641360,8807345,17278197,550,271,279
MI,1996,MI1996,MI3,-0.023,0.320,-0.045,0.512,-0.041,0.783,4997738,3641360,8807345,17278197,550,271,279
MI,1998,MI1998,MI3,-0.023,0.320,-0.045,0.512,-0.041,0.783,4997738,3641360,8807345,17278197,550,271,279
MI,2000,MI2000,MI3,-0.023,0.320,-0.045,0.512,-0.041,0.783,4997738,3641360,8807345,17278197,550,271,279
MI,2002,MI2002,MI4,-0.049,0.552,-0.059,0.635,-0.044,0.837,5659257,3795183,9942032,18908881,550,271,279
MI,2004,MI2004,MI4,-0.049,0.552,-0.059,0.635,-0.044,0.837,5659257,3795183,9942032,18908881,550,271,279
MI,2006,MI2006,MI4,-0.049,0.552,-0.059,0.635,-0.044,0.837,5659257,3795183,9942032,18908881,550,271,279
MI,2008,MI2008,MI4,-0.049,0.552,-0.059,0.635,-0.044,0.837,5659257,3795183,9942032,18908881,550,271,279
MI,2010,MI2010,MI4,-0.049,0.552,-0.059,0.635,-0.044,0.837,5659257,3795183,9942032,18908881,550,271,279
MI,2012,MI2012,MI5,-0.092,0.862,-0.084,0.823,-0.059,0.936,4980113,3041596,8347439,16043418,440,197,243
MI,2014,MI2014,MI5,-0.092,0.862,-0.084,0.823,-0.059,0.936,4980113,3041596,8347439,16043418,440,197,243
MI,2016,MI2016,MI5,-0.092,0.862,-0.084,0.823,-0.059,0.936,4980113,3041596,8347439,16043418,440,197,243
MI,2018,MI2018,MI5,-0.092,0.862,-0.084,0.823,-0.059,0.936,4980113,3041596,8347439,16043418,440,197,243
MN,1992,MN1992,MN3,0.016,0.261,-0.010,0.158,-0.008,0.182,2673423,2485766,5250092,10318378,670,356,314
MN,1994,MN1994,MN3,0.016,0.261,-0.010,0.158,-0.008,0.182,2673423,2485766,5250092,10318378,670,356,314
MN,1996,MN1996,MN3,0.016,0.261,-0.010,0.158,-0.008,0.182,2673423,2485766,5250092,10318378,670,356,314
MN,1998,MN1998,MN3,0.016,0.261,-0.010,0.158,-0.008,0.182,2673423,2485766,5250092,10318378,670,356,314
MN,2000,MN2000,MN3,0.016,0.261,-0.010,0.158,-0.008,0.182,2673423,2485766,5250092,10318378,670,356,314
MN,2002,MN2002,MN4,-0.023,0.315,-0.063,0.670,-0.029,0.567,3220739,2614520,6135602,11670518,670,352,318
MN,2004,MN2004,MN4,-0.023,0.315,-0.063,0.670,-0.029,0.567,3220739,2614520,6135602,11670518,670,352,318
MN,2006,MN2006,MN4,-0.023,0.315,-0.063,0.670,-0.029,0.567,3220739,2614520,6135602,11670518,670,352,318
MN,2008,MN2008,MN4,-0.023,0.315,-0.063,0.670,-0.029,0.567,3220739,2614520,6135602,11670518,670,352,318
MN,2010,MN2010,MN4,-0.023,0.315,-0.063,0.670,-0.029,0.567,3220739,2614520,6135602,11670518,670,352,318
MN,2012,MN2012,MN5,-0.047,0.547,-0.061,0.645,-0.032,0.640,2748028,2255239,5238543,10006535,535,267,268
MN,2014,MN2014,MN5,-0.047,0.547,-0.061,0.645,-0.032,0.640,2748028,2255239,5238543,10006535,535,267,268
MN,2016,MN2016,MN5,-0.047,0.547,-0.061,0.645,-0.032,0.640,2748028,2255239,5238543,10006535,535,267,268
MN,2018,MN2018,MN5,-0.047,0.547,-0.061,0.645,-0.032,0.640,2748028,2255239,5238543,10006535,535,267,268
MO,1972,MO1972,MO1,0.039,0.458,0.054,0.596,0.029,0.547,2169996,2150143,4881787,8640277,814,549,265
MO,1974,MO1974,MO1,0.039,0.458,0.054,0.596,0.029,0.547,2169996,2150143,4881787,8640277,814,549,265
MO,1976,MO1976,MO1,0.039,0.458,0.054,0.596,0.029,0.547,2169996,2150143,4881787,8640277,814,549,265
MO,1978,MO1978,MO1,0.039,0.458,0.054,0.596,0.029,0.547,2169996,2150143,4881787,8640277,814,549,265
MO,1980,MO1980,MO1,0.039,0.458,0.054,0.596,0.029,0.547,2169996,2150143,4881787,8640277,814,549,265
MO,1982,MO1982,MO2,0.046,0.542,0.064,0.680,0.037,0.724,2065884,2208724,4728627,8549216,814,531,283
MO,1984,MO1984,MO2,0.046,0.542,0.064,0.680,0.037,0.724,2065884,2208724,4728627,8549216,814,531,283
MO,1986,MO1986,MO2,0.046,0.542,0.064,0.680,0.037,0.724,2065884,2208724,4728627,8549216,814,531,283
MO,1988,MO1988,MO2,0.046,0.542,0.064,0.680,0.037,0.724,2065884,2208724,4728627,8549216,814,531,283
MO,1990,MO1990,MO2,0.046,0.542,0.064,0.680,0.037,0.724,2065884,2208724,4728627,8549216,814,531,283
MO,1992,MO1992,MO3,0.003,0.059,0.006,0.099,0.007,0.158,2715140,2447878,5428894,10326036,815,450,365
MO,1994,MO1994,MO3,0.003,0.059,0.006,0.099,0.007,0.158,2715140,2447878,5428894,10326036,815,450,365
MO,1996,MO1996,MO3,0.003,0.059,0.006,0.099,0.007,0.158,2715140,2447878,5428894,10326036,815,450,365
MO,1998,MO1998,MO3,0.003,0.059,0.006,0.099,0.007,0.158,2715140,2447878,5428894,10326036,815,450,365
MO,2000,MO2000,MO3,0.003,0.059,0.006,0.099,0.007,0.158,2715140,2447878,5428894,10326036,815,450,365
MO,2002,MO2002,MO4,-0.065,0.670,-0.073,0.719,-0.051,0.892,3364088,2363440,5652551,11455055,815,341,474
MO,2004,MO2004,MO4,-0.065,0.670,-0.073,0.719,-0.051,0.892,3364088,2363440,5652551,11455055,815,341,474
MO,2006,MO2006,MO4,-0.065,0.670,-0.073,0.719,-0.051,0.892,3364088,2363440,5652551,11455055,815,341,474
MO,2008,MO2008,MO4,-0.065,0.670,-0.073,0.719,-0.051,0.892,3364088,2363440,5652551,11455055,815,341,474
MO,2010,MO2010,MO4,-0.065,0.670,-0.073,0.719,-0.051,0.892,3364088,2363440,5652551,11455055,815,341,474
MO,2012,MO2012,MO5,-0.079,0.798,-0.135,0.995,-0.063,0.970,2747692,1936943,4112831,9369268,652,192,460
MO,2014,MO2014,MO5,-0.079,0.798,-0.135,0.995,-0.063,0.970,2747692,1936943,4112831,9369268,652,192,460
MO,2016,MO2016,MO5,-0.079,0.798,-0.135,0.995,-0.063,0.970,2747692,1936943,4112831,9369268,652,192,460
MO,2018,MO2018,MO5,-0.079,0.798,-0.135,0.995,-0.063,0.970,2747692,1936943,4112831,9369268,652,192,460
MS,1979,MS1979,MS1,0.175,1.000,0.036,0.394,0.014,0.330,97444,198087,381724,591062,120,116,4
MS,1983,MS1983,MS2,0.135,0.975,0.052,0.576,0.018,0.384,405244,691927,1381833,2194341,365,327,38
MS,1987,MS1987,MS2,0.135,0.975,0.052,0.576,0.018,0.384,405244,691927,1381833,2194341,365,327,38
MS,1991,MS1991,MS2,0.135,0.975,0.052,0.576,0.018,0.384,405244,691927,1381833,2194341,365,327,38
MS,1995,MS1995,MS3,-0.009,0.153,0.041,0.463,0.020,0.409,405905,392555,983140,1596919,238,172,66
MS,1999,MS1999,MS3,-0.009,0.153,0.041,0.463,0.020,0.409,405905,392555,983140,1596919,238,172,66
MS,2003,MS2003,MS4,0.001,0.025,0.006,0.103,0.007,0.167,646364,624885,1365973,2542499,361,208,153
MS,2007,MS2007,MS4,0.001,0.025,0.006,0.103,0.007,0.167,646364,624885,1365973,2542499,361,208,153
MS,2011,MS2011,MS4,0.001,0.025,0.006,0.103,0.007,0.167,646364,624885,1365973,2542499,361,208,153
MT,1974,MT1974,MT1,0.038,0.443,0.001,0.044,0.003,0.079,372573,387392,767168,1519930,500,276,224
MT,1976,MT1976,MT1,0.038,0.443,0.001,0.044,0.003,0.079,372573,387392,767168,1519930,500,276,224
MT,1978,MT1978,MT1,0.038,0.443,0.001,0.044,0.003,0.079,372573,387392,767168,1519930,500,276,224
MT,1980,MT1980,MT1,0.038,0.443,0.001,0.044,0.003,0.079,372573,387392,767168,1519930,500,276,224
MT,1982,MT1982,MT1,0.038,0.443,0.001,0.044,0.003,0.079,372573,387392,767168,1519930,500,276,224
MT,1984,MT1984,MT2,0.010,0.172,0.005,0.074,0.000,0.025,457557,435842,899204,1786797,500,259,241
MT,1986,MT1986,MT2,0.010,0.172,0.005,0.074,0.000,0.025,457557,435842,899204,1786797,500,259,241
MT,1988,MT1988,MT2,0.010,0.172,0.005,0.074,0.000,0.025,457557,435842,899204,1786797,500,259,241
MT,1990,MT1990,MT2,0.010,0.172,0.005,0.074,0.000,0.025,457557,435842,899204,1786797,500,259,241
MT,1992,MT1992,MT2,0.010,0.172,0.005,0.074,0.000,0.025,457557,435842,899204,1786797,500,259,241
MT,1994,MT1994,MT3,-0.036,0.429,-0.035,0.379,-0.010,0.222,507215,393297,835946,1801024,499,196,303
MT,1996,MT1996,MT3,-0.036,0.429,-0.035,0.379,-0.010,0.222,507215,393297,835946,1801024,499,196,303
MT,1998,MT1998,MT3,-0.036,0.429,-0.035,0.379,-0.010,0.222,507215,393297,835946,1801024,499,196,303
MT,2000,MT2000,MT3,-0.036,0.429,-0.035,0.379,-0.010,0.222,507215,393297,835946,1801024,499,196,303
MT,2002,MT2002,MT3,-0.036,0.429,-0.035,0.379,-0.010,0.222,507215,393297,835946,1801024,499,196,303
MT,2004,MT2004,MT4,0.007,0.113,-0.001,0.030,-0.002,0.074,551737,495199,980260,2093872,499,220,279
MT,2006,MT2006,MT4,0.007,0.113,-0.001,0.030,-0.002,0.074,551737,495199,980260,2093872,499,220,279
MT,2008,MT2008,MT4,0.007,0.113,-0.001,0.030,-0.002,0.074,551737,495199,980260,2093872,499,220,279
MT,2010,MT2010,MT4,0.007,0.113,-0.001,0.030,-0.002,0.074,551737,495199,980260,2093872,499,220,279
MT,2012,MT2012,MT4,0.007,0.113,-0.001,0.030,-0.002,0.074,551737,495199,980260,2093872,499,220,279
MT,2014,MT2014,MT5,0.055,0.586,-0.006,0.094,-0.006,0.138,312280,358253,575422,1341066,300,124,176
MT,2016,MT2016,MT5,0.055,0.586,-0.006,0.094,-0.006,0.138,312280,358253,575422,1341066,300,124,176
MT,2018,MT2018,MT5,0.055,0.586,-0.006,0.094,-0.006,0.138,312280,358253,575422,1341066,300,124,176
NC,1972,NC1972,NC1,0.131,0.970,0.017,0.236,0.006,0.123,2720262,4397531,8728359,14235586,360,310,50
NC,1974,NC1974,NC1,0.131,0.970,0.017,0.236,0.006,0.123,2720262,4397531,8728359,14235586,360,310,50
NC,1976,NC1976,NC1,0.131,0.970,0.017,0.236,0.006,0.123,2720262,4397531,8728359,14235586,360,310,50
NC,1978,NC1978,NC2,0.088,0.833,0.031,0.369,0.012,0.256,5621302,7755451,15128116,26753506,708,511,197
NC,1980,NC1980,NC2,0.088,0.833,0.031,0.369,0.012,0.256,5621302,7755451,15128116,26753506,708,511,197
NC,1984,NC1984,NC2,0.088,0.833,0.031,0.369,0.012,0.256,5621302,7755451,15128116,26753506,708,511,197
NC,1986,NC1986,NC2,0.088,0.833,0.031,0.369,0.012,0.256,5621302,7755451,15128116,26753506,708,511,197
NC,1988,NC1988,NC2,0.088,0.833,0.031,0.369,0.012,0.256,5621302,7755451,15128116,26753506,708,511,197
NC,1990,NC1990,NC2,0.088,0.833,0.031,0.369,0.012,0.256,5621302,7755451,15128116,26753506,708,511,197
NC,1992,NC1992,NC3,0.001,0.039,-0.014,0.197,-0.003,0.089,4292470,4156314,8709897,16897567,600,318,282
NC,1994,NC1994,NC3,0.001,0.039,-0.014,0.197,-0.003,0.089,4292470,4156314,8709897,16897567,600,318,282
NC,1996,NC1996,NC3,0.001,0.039,-0.014,0.197,-0.003,0.089,4292470,4156314,8709897,16897567,600,318,282
NC,1998,NC1998,NC3,0.001,0.039,-0.014,0.197,-0.003,0.089,4292470,4156314,8709897,16897567,600,318,282
NC,2000,NC2000,NC3,0.001,0.039,-0.014,0.197,-0.003,0.089,4292470,4156314,8709897,16897567,600,318,282
NC,2004,NC2004,NC4,0.009,0.143,0.005,0.084,0.009,0.212,3185871,2935191,6246054,12242123,479,251,228
NC,2006,NC2006,NC4,0.009,0.143,0.005,0.084,0.009,0.212,3185871,2935191,6246054,12242123,479,251,228
NC,2008,NC2008,NC4,0.009,0.143,0.005,0.084,0.009,0.212,3185871,2935191,6246054,12242123,479,251,228
NC,2010,NC2010,NC4,0.009,0.143,0.005,0.084,0.009,0.212,3185871,2935191,6246054,12242123,479,251,228
NC,2012,NC2012,NC5,-0.101,0.897,-0.104,0.897,-0.057,0.931,3552682,2229118,5645565,11563599,360,135,225
NC,2014,NC2014,NC5,-0.101,0.897,-0.104,0.897,-0.057,0.931,3552682,2229118,5645565,11563599,360,135,225
NC,2016,NC2016,NC5,-0.101,0.897,-0.104,0.897,-0.057,0.931,3552682,2229118,5645565,11563599,360,135,225
NC,2018,NC2018,NC5.1,-0.066,0.695,-0.073,0.734,-0.040,0.773,1010501,833037,1889124,3687076,120,55,65
NJ,1973,NJ1973,NJ1,0.073,0.754,-0.044,0.502,-0.019,0.389,3316635,3879163,7889147,14391597,320,213,107
NJ,1975,NJ1975,NJ1,0.073,0.754,-0.044,0.502,-0.019,0.389,3316635,3879163,7889147,14391597,320,213,107
NJ,1977,NJ1977,NJ1,0.073,0.754,-0.044,0.502,-0.019,0.389,3316635,3879163,7889147,14391597,320,213,107
