state,year,code,plan,eg_adj_avg,eg_avg_percentrank,bias_avg,bias_avg_percentrank,mmd_avg,mmd_avg_percentrank,wasted_dem_plan,wasted_rep_plan,votes_dem_plan,votes_twop_plan,seats_plan,seats_dem_plan,seats_r_plan
MA,2010,MA2010,MA4,0.109,0.848,-0.055,0.500,-0.013,0.188,2135560,3304180,7575300,10879479,50,50,0
MA,2012,MA2012,MA5,0.139,0.920,-0.056,0.507,-0.019,0.239,2034467,3526302,7595236,11121537,36,36,0
MA,2014,MA2014,MA5,0.139,0.920,-0.056,0.507,-0.019,0.239,2034467,3526302,7595236,11121537,36,36,0
MA,2016,MA2016,MA5,0.139,0.920,-0.056,0.507,-0.019,0.239,2034467,3526302,7595236,11121537,36,36,0
MA,2018,MA2018,MA5,0.139,0.920,-0.056,0.507,-0.019,0.239,2034467,3526302,7595236,11121537,36,36,0
MD,1972,MD1972,MD1,-0.031,0.355,0.039,0.377,0.026,0.384,1616871,1289985,3498982,5813712,40,27,13
MD,1974,MD1974,MD1,-0.031,0.355,0.039,0.377,0.026,0.384,1616871,1289985,3498982,5813712,40,27,13
MD,1976,MD1976,MD1,-0.031,0.355,0.039,0.377,0.026,0.384,1616871,1289985,3498982,5813712,40,27,13
MD,1978,MD1978,MD1,-0.031,0.355,0.039,0.377,0.026,0.384,1616871,1289985,3498982,5813712,40,27,13
MD,1980,MD1980,MD1,-0.031,0.355,0.039,0.377,0.026,0.384,1616871,1289985,3498982,5813712,40,27,13
MD,1982,MD1982,MD2,0.027,0.312,0.105,0.746,0.051,0.681,1617168,1534698,3853398,6303731,40,30,10
MD,1984,MD1984,MD2,0.027,0.312,0.105,0.746,0.051,0.681,1617168,1534698,3853398,6303731,40,30,10
MD,1986,MD1986,MD2,0.027,0.312,0.105,0.746,0.051,0.681,1617168,1534698,3853398,6303731,40,30,10
MD,1988,MD1988,MD2,0.027,0.312,0.105,0.746,0.051,0.681,1617168,1534698,3853398,6303731,40,30,10
MD,1990,MD1990,MD2,0.027,0.312,0.105,0.746,0.051,0.681,1617168,1534698,3853398,6303731,40,30,10
MD,1992,MD1992,MD3,-0.063,0.630,-0.025,0.254,-0.045,0.623,2572299,1513041,4357860,8170679,40,20,20
MD,1994,MD1994,MD3,-0.063,0.630,-0.025,0.254,-0.045,0.623,2572299,1513041,4357860,8170679,40,20,20
MD,1996,MD1996,MD3,-0.063,0.630,-0.025,0.254,-0.045,0.623,2572299,1513041,4357860,8170679,40,20,20
MD,1998,MD1998,MD3,-0.063,0.630,-0.025,0.254,-0.045,0.623,2572299,1513041,4357860,8170679,40,20,20
MD,2000,MD2000,MD3,-0.063,0.630,-0.025,0.254,-0.045,0.623,2572299,1513041,4357860,8170679,40,20,20
MD,2002,MD2002,MD4,0.046,0.478,0.150,0.906,0.053,0.725,2368392,2498400,6025852,9733585,40,31,9
MD,2004,MD2004,MD4,0.046,0.478,0.150,0.906,0.053,0.725,2368392,2498400,6025852,9733585,40,31,9
MD,2006,MD2006,MD4,0.046,0.478,0.150,0.906,0.053,0.725,2368392,2498400,6025852,9733585,40,31,9
MD,2008,MD2008,MD4,0.046,0.478,0.150,0.906,0.053,0.725,2368392,2498400,6025852,9733585,40,31,9
