state,year,code,plan,eg_adj_avg,eg_avg_percentrank,bias_avg,bias_avg_percentrank,mmd_avg,mmd_avg_percentrank,wasted_dem_plan,wasted_rep_plan,votes_dem_plan,votes_twop_plan,seats_plan,seats_dem_plan,seats_r_plan
MD,2010,MD2010,MD4,0.046,0.478,0.150,0.906,0.053,0.725,2368392,2498400,6025852,9733585,40,31,9
MD,2012,MD2012,MD5,0.107,0.826,0.125,0.819,0.027,0.406,1839311,2658469,5735628,8995561,32,28,4
MD,2014,MD2014,MD5,0.107,0.826,0.125,0.819,0.027,0.406,1839311,2658469,5735628,8995561,32,28,4
MD,2016,MD2016,MD5,0.107,0.826,0.125,0.819,0.027,0.406,1839311,2658469,5735628,8995561,32,28,4
MD,2018,MD2018,MD5,0.107,0.826,0.125,0.819,0.027,0.406,1839311,2658469,5735628,8995561,32,28,4
MI,1972,MI1972,MI1,0.000,0.014,-0.045,0.406,-0.042,0.580,4124471,3559554,8323239,15368050,95,56,39
MI,1974,MI1974,MI1,0.000,0.014,-0.045,0.406,-0.042,0.580,4124471,3559554,8323239,15368050,95,56,39
MI,1976,MI1976,MI1,0.000,0.014,-0.045,0.406,-0.042,0.580,4124471,3559554,8323239,15368050,95,56,39
MI,1978,MI1978,MI1,0.000,0.014,-0.045,0.406,-0.042,0.580,4124471,3559554,8323239,15368050,95,56,39
MI,1980,MI1980,MI1,0.000,0.014,-0.045,0.406,-0.042,0.580,4124471,3559554,8323239,15368050,95,56,39
MI,1982,MI1982,MI2,0.029,0.333,0.053,0.478,0.035,0.507,3687108,3494588,7812827,14363392,90,56,34
MI,1984,MI1984,MI2,0.029,0.333,0.053,0.478,0.035,0.507,3687108,3494588,7812827,14363392,90,56,34
MI,1986,MI1986,MI2,0.029,0.333,0.053,0.478,0.035,0.507,3687108,3494588,7812827,14363392,90,56,34
MI,1988,MI1988,MI2,0.029,0.333,0.053,0.478,0.035,0.507,3687108,3494588,7812827,14363392,90,56,34
MI,1990,MI1990,MI2,0.029,0.333,0.053,0.478,0.035,0.507,3687108,3494588,7812827,14363392,90,56,34
MI,1992,MI1992,MI3,0.054,0.565,0.034,0.333,0.027,0.391,4004413,4607841,9042834,17224507,80,48,32
MI,1994,MI1994,MI3,0.054,0.565,0.034,0.333,0.027,0.391,4004413,4607841,9042834,17224507,80,48,32
MI,1996,MI1996,MI3,0.054,0.565,0.034,0.333,0.027,0.391,4004413,4607841,9042834,17224507,80,48,32
MI,1998,MI1998,MI3,0.054,0.565,0.034,0.333,0.027,0.391,4004413,4607841,9042834,17224507,80,48,32
MI,2000,MI2000,MI3,0.054,0.565,0.034,0.333,0.027,0.391,4004413,4607841,9042834,17224507,80,48,32
MI,2002,MI2002,MI4,-0.070,0.645,-0.087,0.674,-0.070,0.826,5729504,3662216,9426227,18783440,75,32,43
MI,2004,MI2004,MI4,-0.070,0.645,-0.087,0.674,-0.070,0.826,5729504,3662216,9426227,18783440,75,32,43
MI,2006,MI2006,MI4,-0.070,0.645,-0.087,0.674,-0.070,0.826,5729504,3662216,9426227,18783440,75,32,43
MI,2008,MI2008,MI4,-0.070,0.645,-0.087,0.674,-0.070,0.826,5729504,3662216,9426227,18783440,75,32,43
MI,2010,MI2010,MI4,-0.070,0.645,-0.087,0.674,-0.070,0.826,5729504,3662216,9426227,18783440,75,32,43
MI,2012,MI2012,MI5,-0.140,0.935,-0.128,0.862,-0.070,0.848,5215629,2744769,8228870,15920795,56,22,34
MI,2014,MI2014,MI5,-0.140,0.935,-0.128,0.862,-0.070,0.848,5215629,2744769,8228870,15920795,56,22,34
MI,2016,MI2016,MI5,-0.140,0.935,-0.128,0.862,-0.070,0.848,5215629,2744769,8228870,15920795,56,22,34
MI,2018,MI2018,MI5,-0.140,0.935,-0.128,0.862,-0.070,0.848,5215629,2744769,8228870,15920795,56,22,34
MN,1972,MN1972,MN1,-0.062,0.623,0.018,0.174,0.021,0.304,2366736,1638593,4225556,8010657,40,20,20
MN,1974,MN1974,MN1,-0.062,0.623,0.018,0.174,0.021,0.304,2366736,1638593,4225556,8010657,40,20,20
MN,1976,MN1976,MN1,-0.062,0.623,0.018,0.174,0.021,0.304,2366736,1638593,4225556,8010657,40,20,20
MN,1978,MN1978,MN1,-0.062,0.623,0.018,0.174,0.021,0.304,2366736,1638593,4225556,8010657,40,20,20
MN,1980,MN1980,MN1,-0.062,0.623,0.018,0.174,0.021,0.304,2366736,1638593,4225556,8010657,40,20,20
MN,1982,MN1982,MN2,0.005,0.080,0.073,0.601,0.043,0.594,2257707,2154019,5039737,8823451,40,26,14
MN,1984,MN1984,MN2,0.005,0.080,0.073,0.601,0.043,0.594,2257707,2154019,5039737,8823451,40,26,14
MN,1986,MN1986,MN2,0.005,0.080,0.073,0.601,0.043,0.594,2257707,2154019,5039737,8823451,40,26,14
MN,1988,MN1988,MN2,0.005,0.080,0.073,0.601,0.043,0.594,2257707,2154019,5039737,8823451,40,26,14
MN,1990,MN1990,MN2,0.005,0.080,0.073,0.601,0.043,0.594,2257707,2154019,5039737,8823451,40,26,14
MN,1992,MN1992,MN3,0.133,0.891,-0.011,0.130,-0.002,0.058,392842,661601,1178072,2108886,8,6,2
MN,1994,MN1994,MN3.1,0.123,0.870,0.054,0.493,0.009,0.138,1589326,2404005,4388459,7986660,32,23,9
MN,1996,MN1996,MN3.1,0.123,0.870,0.054,0.493,0.009,0.138,1589326,2404005,4388459,7986660,32,23,9
MN,1998,MN1998,MN3.1,0.123,0.870,0.054,0.493,0.009,0.138,1589326,2404005,4388459,7986660,32,23,9
MN,2000,MN2000,MN3.1,0.123,0.870,0.054,0.493,0.009,0.138,1589326,2404005,4388459,7986660,32,23,9
MN,2002,MN2002,MN4,-0.034,0.384,0.020,0.196,0.020,0.283,3267046,2480334,6264662,11494760,40,22,18
MN,2004,MN2004,MN4,-0.034,0.384,0.020,0.196,0.020,0.283,3267046,2480334,6264662,11494760,40,22,18
MN,2006,MN2006,MN4,-0.034,0.384,0.020,0.196,0.020,0.283,3267046,2480334,6264662,11494760,40,22,18
MN,2008,MN2008,MN4,-0.034,0.384,0.020,0.196,0.020,0.283,3267046,2480334,6264662,11494760,40,22,18
MN,2010,MN2010,MN4,-0.034,0.384,0.020,0.196,0.020,0.283,3267046,2480334,6264662,11494760,40,22,18
MN,2012,MN2012,MN5,0.046,0.471,-0.077,0.630,-0.014,0.203,2319764,2673511,5402004,9986550,32,20,12
MN,2014,MN2014,MN5,0.046,0.471,-0.077,0.630,-0.014,0.203,2319764,2673511,5402004,9986550,32,20,12
MN,2016,MN2016,MN5,0.046,0.471,-0.077,0.630,-0.014,0.203,2319764,2673511,5402004,9986550,32,20,12
MN,2018,MN2018,MN5,0.046,0.471,-0.077,0.630,-0.014,0.203,2319764,2673511,5402004,9986550,32,20,12
MO,1972,MO1972,MO1,0.097,0.790,0.075,0.616,0.029,0.428,1802868,2458064,5059544,8521864,50,40,10
MO,1974,MO1974,MO1,0.097,0.790,0.075,0.616,0.029,0.428,1802868,2458064,5059544,8521864,50,40,10
MO,1976,MO1976,MO1,0.097,0.790,0.075,0.616,0.029,0.428,1802868,2458064,5059544,8521864,50,40,10
MO,1978,MO1978,MO1,0.097,0.790,0.075,0.616,0.029,0.428,1802868,2458064,5059544,8521864,50,40,10
MO,1980,MO1980,MO1,0.097,0.790,0.075,0.616,0.029,0.428,1802868,2458064,5059544,8521864,50,40,10
MO,1982,MO1982,MO2,0.022,0.261,0.021,0.225,0.020,0.290,2057950,2185968,4660174,8487836,45,28,17
MO,1984,MO1984,MO2,0.022,0.261,0.021,0.225,0.020,0.290,2057950,2185968,4660174,8487836,45,28,17
MO,1986,MO1986,MO2,0.022,0.261,0.021,0.225,0.020,0.290,2057950,2185968,4660174,8487836,45,28,17
MO,1988,MO1988,MO2,0.022,0.261,0.021,0.225,0.020,0.290,2057950,2185968,4660174,8487836,45,28,17
MO,1990,MO1990,MO2,0.022,0.261,0.021,0.225,0.020,0.290,2057950,2185968,4660174,8487836,45,28,17
MO,1992,MO1992,MO3,0.017,0.225,0.054,0.486,0.024,0.370,2463263,2432345,5203145,9791215,45,26,19
MO,1994,MO1994,MO3,0.017,0.225,0.054,0.486,0.024,0.370,2463263,2432345,5203145,9791215,45,26,19
MO,1996,MO1996,MO3,0.017,0.225,0.054,0.486,0.024,0.370,2463263,2432345,5203145,9791215,45,26,19
MO,1998,MO1998,MO3,0.017,0.225,0.054,0.486,0.024,0.370,2463263,2432345,5203145,9791215,45,26,19
MO,2000,MO2000,MO3,0.017,0.225,0.054,0.486,0.024,0.370,2463263,2432345,5203145,9791215,45,26,19
MO,2002,MO2002,MO4,-0.005,0.094,-0.052,0.471,-0.087,0.964,2918884,2591620,5141567,11021007,45,19,26
MO,2004,MO2004,MO4,-0.005,0.094,-0.052,0.471,-0.087,0.964,2918884,2591620,5141567,11021007,45,19,26
MO,2006,MO2006,MO4,-0.005,0.094,-0.052,0.471,-0.087,0.964,2918884,2591620,5141567,11021007,45,19,26
MO,2008,MO2008,MO4,-0.005,0.094,-0.052,0.471,-0.087,0.964,2918884,2591620,5141567,11021007,45,19,26
MO,2010,MO2010,MO4,-0.005,0.094,-0.052,0.471,-0.087,0.964,2918884,2591620,5141567,11021007,45,19,26
MO,2012,MO2012,MO5,-0.071,0.659,-0.202,0.964,-0.090,0.986,2644020,1823096,3699181,8934234,32,8,24
MO,2014,MO2014,MO5,-0.071,0.659,-0.202,0.964,-0.090,0.986,2644020,1823096,3699181,8934234,32,8,24
MO,2016,MO2016,MO5,-0.071,0.659,-0.202,0.964,-0.090,0.986,2644020,1823096,3699181,8934234,32,8,24
MO,2018,MO2018,MO5,-0.071,0.659,-0.202,0.964,-0.090,0.986,2644020,1823096,3699181,8934234,32,8,24
NC,1972,NC1972,NC1,0.103,0.812,0.034,0.326,0.020,0.275,1467979,1943827,3872794,6823612,55,41,14
NC,1974,NC1974,NC1,0.103,0.812,0.034,0.326,0.020,0.275,1467979,1943827,3872794,6823612,55,41,14
NC,1976,NC1976,NC1,0.103,0.812,0.034,0.326,0.020,0.275,1467979,1943827,3872794,6823612,55,41,14
NC,1978,NC1978,NC1,0.103,0.812,0.034,0.326,0.020,0.275,1467979,1943827,3872794,6823612,55,41,14
NC,1980,NC1980,NC1,0.103,0.812,0.034,0.326,0.020,0.275,1467979,1943827,3872794,6823612,55,41,14
NC,1982,NC1982,NC2,0.097,0.783,0.004,0.065,-0.004,0.072,1928740,2642480,4966212,9142440,55,38,17
NC,1984,NC1984,NC2,0.097,0.783,0.004,0.065,-0.004,0.072,1928740,2642480,4966212,9142440,55,38,17
NC,1986,NC1986,NC2,0.097,0.783,0.004,0.065,-0.004,0.072,1928740,2642480,4966212,9142440,55,38,17
NC,1988,NC1988,NC2,0.097,0.783,0.004,0.065,-0.004,0.072,1928740,2642480,4966212,9142440,55,38,17
NC,1990,NC1990,NC2,0.097,0.783,0.004,0.065,-0.004,0.072,1928740,2642480,4966212,9142440,55,38,17
NC,1992,NC1992,NC3,0.060,0.587,0.045,0.428,0.011,0.152,1546488,1758585,3136257,6610145,36,18,18
NC,1994,NC1994,NC3,0.060,0.587,0.045,0.428,0.011,0.152,1546488,1758585,3136257,6610145,36,18,18
NC,1996,NC1996,NC3,0.060,0.587,0.045,0.428,0.011,0.152,1546488,1758585,3136257,6610145,36,18,18
NC,1998,NC1998,NC3.1,-0.006,0.109,0.000,0.000,0.000,0.022,451164,472000,851863,1846327,12,5,7
NC,2000,NC2000,NC3.2,-0.042,0.464,-0.061,0.522,-0.035,0.500,706201,649961,1300313,2712324,12,5,7
NC,2002,NC2002,NC4,0.026,0.297,0.033,0.312,0.021,0.312,3450857,3771450,7265718,14444615,65,34,31
NC,2004,NC2004,NC4,0.026,0.297,0.033,0.312,0.021,0.312,3450857,3771450,7265718,14444615,65,34,31
NC,2006,NC2006,NC4,0.026,0.297,0.033,0.312,0.021,0.312,3450857,3771450,7265718,14444615,65,34,31
NC,2008,NC2008,NC4,0.026,0.297,0.033,0.312,0.021,0.312,3450857,3771450,7265718,14444615,65,34,31
NC,2010,NC2010,NC4,0.026,0.297,0.033,0.312,0.021,0.312,3450857,3771450,7265718,14444615,65,34,31
NC,2012,NC2012,NC5,-0.203,0.993,-0.248,1.000,-0.078,0.928,2576963,1034340,3546168,7222607,26,7,19
NC,2014,NC2014,NC5,-0.203,0.993,-0.248,1.000,-0.078,0.928,2576963,1034340,3546168,7222607,26,7,19
NC,2016,NC2016,NC5.1,-0.242,1.000,-0.217,0.993,-0.054,0.746,3029685,1117619,4018142,8294608,26,6,20
NC,2018,NC2018,NC5.1,-0.242,1.000,-0.217,0.993,-0.054,0.746,3029685,1117619,4018142,8294608,26,6,20
NJ,1972,NJ1972,NJ1,0.061,0.616,0.016,0.167,0.012,0.174,2834443,3248625,6576840,12166136,75,49,26
NJ,1974,NJ1974,NJ1,0.061,0.616,0.016,0.167,0.012,0.174,2834443,3248625,6576840,12166136,75,49,26
NJ,1976,NJ1976,NJ1,0.061,0.616,0.016,0.167,0.012,0.174,2834443,3248625,6576840,12166136,75,49,26
NJ,1978,NJ1978,NJ1,0.061,0.616,0.016,0.167,0.012,0.174,2834443,3248625,6576840,12166136,75,49,26
NJ,1980,NJ1980,NJ1,0.061,0.616,0.016,0.167,0.012,0.174,2834443,3248625,6576840,12166136,75,49,26
NJ,1982,NJ1982,NJ2,0.006,0.101,0.065,0.565,0.054,0.739,557077,503867,1206416,2121888,14,9,5
NJ,1984,NJ1984,NJ2.1,0.097,0.797,0.047,0.449,0.047,0.638,2086159,2451942,4427785,9076201,56,32,24
NJ,1986,NJ1986,NJ2.1,0.097,0.797,0.047,0.449,0.047,0.638,2086159,2451942,4427785,9076201,56,32,24
NJ,1988,NJ1988,NJ2.1,0.097,0.797,0.047,0.449,0.047,0.638,2086159,2451942,4427785,9076201,56,32,24
NJ,1990,NJ1990,NJ2.1,0.097,0.797,0.047,0.449,0.047,0.638,2086159,2451942,4427785,9076201,56,32,24
NJ,1992,NJ1992,NJ3,0.012,0.174,-0.034,0.341,-0.033,0.486,3334697,2793793,6021146,12256979,65,32,33
NJ,1994,NJ1994,NJ3,0.012,0.174,-0.034,0.341,-0.033,0.486,3334697,2793793,6021146,12256979,65,32,33
NJ,1996,NJ1996,NJ3,0.012,0.174,-0.034,0.341,-0.033,0.486,3334697,2793793,6021146,12256979,65,32,33
NJ,1998,NJ1998,NJ3,0.012,0.174,-0.034,0.341,-0.033,0.486,3334697,2793793,6021146,12256979,65,32,33
NJ,2000,NJ2000,NJ3,0.012,0.174,-0.034,0.341,-0.033,0.486,3334697,2793793,6021146,12256979,65,32,33
NJ,2002,NJ2002,NJ4,-0.002,0.029,0.031,0.304,0.052,0.710,3662113,2732642,6794153,12789510,65,36,29
NJ,2004,NJ2004,NJ4,-0.002,0.029,0.031,0.304,0.052,0.710,3662113,2732642,6794153,12789510,65,36,29
NJ,2006,NJ2006,NJ4,-0.002,0.029,0.031,0.304,0.052,0.710,3662113,2732642,6794153,12789510,65,36,29
NJ,2008,NJ2008,NJ4,-0.002,0.029,0.031,0.304,0.052,0.710,3662113,2732642,6794153,12789510,65,36,29
NJ,2010,NJ2010,NJ4,-0.002,0.029,0.031,0.304,0.052,0.710,3662113,2732642,6794153,12789510,65,36,29
NJ,2012,NJ2012,NJ5,0.015,0.203,-0.015,0.159,-0.020,0.268,3053981,2661314,6395686,11430589,48,30,18
NJ,2014,NJ2014,NJ5,0.015,0.203,-0.015,0.159,-0.020,0.268,3053981,2661314,6395686,11430589,48,30,18
NJ,2016,NJ2016,NJ5,0.015,0.203,-0.015,0.159,-0.020,0.268,3053981,2661314,6395686,11430589,48,30,18
NJ,2018,NJ2018,NJ5,0.015,0.203,-0.015,0.159,-0.020,0.268,3053981,2661314,6395686,11430589,48,30,18
NY,1972,NY1972,NY1,0.052,0.529,0.003,0.051,0.006,0.094,1571750,1384676,3021626,5973912,39,22,17
NY,1974,NY1974,NY1.1,0.051,0.514,0.006,0.080,-0.001,0.036,5053565,4259278,10395253,18853185,156,102,54
NY,1976,NY1976,NY1.1,0.051,0.514,0.006,0.080,-0.001,0.036,5053565,4259278,10395253,18853185,156,102,54
NY,1978,NY1978,NY1.1,0.051,0.514,0.006,0.080,-0.001,0.036,5053565,4259278,10395253,18853185,156,102,54
NY,1980,NY1980,NY1.1,0.051,0.514,0.006,0.080,-0.001,0.036,5053565,4259278,10395253,18853185,156,102,54
NY,1982,NY1982,NY2,0.022,0.254,0.020,0.188,0.019,0.246,6049568,4849295,11812922,22104784,170,101,69
NY,1984,NY1984,NY2,0.022,0.254,0.020,0.188,0.019,0.246,6049568,4849295,11812922,22104784,170,101,69
NY,1986,NY1986,NY2,0.022,0.254,0.020,0.188,0.019,0.246,6049568,4849295,11812922,22104784,170,101,69
NY,1988,NY1988,NY2,0.022,0.254,0.020,0.188,0.019,0.246,6049568,4849295,11812922,22104784,170,101,69
NY,1990,NY1990,NY2,0.022,0.254,0.020,0.188,0.019,0.246,6049568,4849295,11812922,22104784,170,101,69
NY,1992,NY1992,NY3,0.014,0.181,-0.038,0.362,-0.015,0.217,4075048,3013884,7662583,14474061,93,53,40
NY,1994,NY1994,NY3,0.014,0.181,-0.038,0.362,-0.015,0.217,4075048,3013884,7662583,14474061,93,53,40
NY,1996,NY1996,NY3,0.014,0.181,-0.038,0.362,-0.015,0.217,4075048,3013884,7662583,14474061,93,53,40
NY,1998,NY1998,NY3.1,-0.024,0.275,0.043,0.399,0.048,0.645,2574460,1818702,4986619,8901926,62,37,25
NY,2000,NY2000,NY3.1,-0.024,0.275,0.043,0.399,0.048,0.645,2574460,1818702,4986619,8901926,62,37,25
NY,2002,NY2002,NY4,0.032,0.362,0.031,0.297,0.024,0.362,5802409,5202249,13671733,22192394,145,109,36
NY,2004,NY2004,NY4,0.032,0.362,0.031,0.297,0.024,0.362,5802409,5202249,13671733,22192394,145,109,36
NY,2006,NY2006,NY4,0.032,0.362,0.031,0.297,0.024,0.362,5802409,5202249,13671733,22192394,145,109,36
NY,2008,NY2008,NY4,0.032,0.362,0.031,0.297,0.024,0.362,5802409,5202249,13671733,22192394,145,109,36
NY,2010,NY2010,NY4,0.032,0.362,0.031,0.297,0.024,0.362,5802409,5202249,13671733,22192394,145,109,36
NY,2012,NY2012,NY5,-0.037,0.406,-0.024,0.246,-0.027,0.399,6175422,4587630,13815786,21694656,108,78,30
NY,2014,NY2014,NY5,-0.037,0.406,-0.024,0.246,-0.027,0.399,6175422,4587630,13815786,21694656,108,78,30
NY,2016,NY2016,NY5,-0.037,0.406,-0.024,0.246,-0.027,0.399,6175422,4587630,13815786,21694656,108,78,30
NY,2018,NY2018,NY5,-0.037,0.406,-0.024,0.246,-0.027,0.399,6175422,4587630,13815786,21694656,108,78,30
OH,1972,OH1972,OH1,-0.040,0.449,-0.078,0.638,-0.050,0.659,4782287,3793232,8037406,17151039,115,46,69
OH,1974,OH1974,OH1,-0.040,0.449,-0.078,0.638,-0.050,0.659,4782287,3793232,8037406,17151039,115,46,69
OH,1976,OH1976,OH1,-0.040,0.449,-0.078,0.638,-0.050,0.659,4782287,3793232,8037406,17151039,115,46,69
OH,1978,OH1978,OH1,-0.040,0.449,-0.078,0.638,-0.050,0.659,4782287,3793232,8037406,17151039,115,46,69
OH,1980,OH1980,OH1,-0.040,0.449,-0.078,0.638,-0.050,0.659,4782287,3793232,8037406,17151039,115,46,69
OH,1982,OH1982,OH2,-0.003,0.051,0.000,0.000,0.001,0.043,1887901,1836650,3706695,7449102,42,21,21
OH,1984,OH1984,OH2,-0.003,0.051,0.000,0.000,0.001,0.043,1887901,1836650,3706695,7449102,42,21,21
OH,1986,OH1986,OH2.1,0.003,0.043,0.009,0.116,0.022,0.326,2722555,2686224,5528618,10817558,63,33,30
OH,1988,OH1988,OH2.1,0.003,0.043,0.009,0.116,0.022,0.326,2722555,2686224,5528618,10817558,63,33,30
OH,1990,OH1990,OH2.1,0.003,0.043,0.009,0.116,0.022,0.326,2722555,2686224,5528618,10817558,63,33,30
OH,1992,OH1992,OH3,-0.022,0.239,-0.038,0.370,-0.030,0.442,5252320,4614235,9341613,19733110,95,40,55
OH,1994,OH1994,OH3,-0.022,0.239,-0.038,0.370,-0.030,0.442,5252320,4614235,9341613,19733110,95,40,55
OH,1996,OH1996,OH3,-0.022,0.239,-0.038,0.370,-0.030,0.442,5252320,4614235,9341613,19733110,95,40,55
OH,1998,OH1998,OH3,-0.022,0.239,-0.038,0.370,-0.030,0.442,5252320,4614235,9341613,19733110,95,40,55
OH,2000,OH2000,OH3,-0.022,0.239,-0.038,0.370,-0.030,0.442,5252320,4614235,9341613,19733110,95,40,55
OH,2002,OH2002,OH4,-0.082,0.725,-0.102,0.739,-0.053,0.717,6343444,4271746,10276000,21230380,90,34,56
OH,2004,OH2004,OH4,-0.082,0.725,-0.102,0.739,-0.053,0.717,6343444,4271746,10276000,21230380,90,34,56
OH,2006,OH2006,OH4,-0.082,0.725,-0.102,0.739,-0.053,0.717,6343444,4271746,10276000,21230380,90,34,56
OH,2008,OH2008,OH4,-0.082,0.725,-0.102,0.739,-0.053,0.717,6343444,4271746,10276000,21230380,90,34,56
OH,2010,OH2010,OH4,-0.082,0.725,-0.102,0.739,-0.053,0.717,6343444,4271746,10276000,21230380,90,34,56
OH,2012,OH2012,OH5,-0.150,0.949,-0.214,0.986,-0.073,0.891,5982728,2851290,7994740,17668036,64,16,48
OH,2014,OH2014,OH5,-0.150,0.949,-0.214,0.986,-0.073,0.891,5982728,2851290,7994740,17668036,64,16,48
OH,2016,OH2016,OH5,-0.150,0.949,-0.214,0.986,-0.073,0.891,5982728,2851290,7994740,17668036,64,16,48
OH,2018,OH2018,OH5,-0.150,0.949,-0.214,0.986,-0.073,0.891,5982728,2851290,7994740,17668036,64,16,48
PA,1972,PA1972,PA1,0.015,0.210,0.027,0.268,0.024,0.355,4897035,5059623,10455769,20004166,125,70,55
PA,1974,PA1974,PA1,0.015,0.210,0.027,0.268,0.024,0.355,4897035,5059623,10455769,20004166,125,70,55
PA,1976,PA1976,PA1,0.015,0.210,0.027,0.268,0.024,0.355,4897035,5059623,10455769,20004166,125,70,55
PA,1978,PA1978,PA1,0.015,0.210,0.027,0.268,0.024,0.355,4897035,5059623,10455769,20004166,125,70,55
PA,1980,PA1980,PA1,0.015,0.210,0.027,0.268,0.024,0.355,4897035,5059623,10455769,20004166,125,70,55
PA,1982,PA1982,PA2,-0.016,0.217,0.008,0.109,0.018,0.232,4747153,4638024,9817966,18770354,115,61,54
PA,1984,PA1984,PA2,-0.016,0.217,0.008,0.109,0.018,0.232,4747153,4638024,9817966,18770354,115,61,54
PA,1986,PA1986,PA2,-0.016,0.217,0.008,0.109,0.018,0.232,4747153,4638024,9817966,18770354,115,61,54
PA,1988,PA1988,PA2,-0.016,0.217,0.008,0.109,0.018,0.232,4747153,4638024,9817966,18770354,115,61,54
PA,1990,PA1990,PA2,-0.016,0.217,0.008,0.109,0.018,0.232,4747153,4638024,9817966,18770354,115,61,54
PA,1992,PA1992,PA3,-0.005,0.072,-0.007,0.094,-0.006,0.101,5093974,4706467,10010866,19600882,105,54,51
PA,1994,PA1994,PA3,-0.005,0.072,-0.007,0.094,-0.006,0.101,5093974,4706467,10010866,19600882,105,54,51
PA,1996,PA1996,PA3,-0.005,0.072,-0.007,0.094,-0.006,0.101,5093974,4706467,10010866,19600882,105,54,51
PA,1998,PA1998,PA3,-0.005,0.072,-0.007,0.094,-0.006,0.101,5093974,4706467,10010866,19600882,105,54,51
PA,2000,PA2000,PA3,-0.005,0.072,-0.007,0.094,-0.006,0.101,5093974,4706467,10010866,19600882,105,54,51
PA,2002,PA2002,PA4,-0.055,0.572,-0.092,0.710,-0.049,0.652,6150222,4809416,11239184,21919277,95,44,51
PA,2004,PA2004,PA4,-0.055,0.572,-0.092,0.710,-0.049,0.652,6150222,4809416,11239184,21919277,95,44,51
PA,2006,PA2006,PA4,-0.055,0.572,-0.092,0.710,-0.049,0.652,6150222,4809416,11239184,21919277,95,44,51
PA,2008,PA2008,PA4,-0.055,0.572,-0.092,0.710,-0.049,0.652,6150222,4809416,11239184,21919277,95,44,51
PA,2010,PA2010,PA4,-0.055,0.572,-0.092,0.710,-0.049,0.652,6150222,4809416,11239184,21919277,95,44,51
PA,2012,PA2012,PA5,-0.193,0.978,-0.190,0.942,-0.073,0.877,5247385,2193338,7265913,14881446,54,15,39
PA,2014,PA2014,PA5,-0.193,0.978,-0.190,0.942,-0.073,0.877,5247385,2193338,7265913,14881446,54,15,39
PA,2016,PA2016,PA5,-0.193,0.978,-0.190,0.942,-0.073,0.877,5247385,2193338,7265913,14881446,54,15,39
PA,2018,PA2018,PA5.1,-0.048,0.486,-0.045,0.406,-0.032,0.471,1324060,1177703,2621351,5003528,18,9,9
SC,2012,SC2012,SC5,-0.157,0.957,-0.195,0.949,-0.038,0.543,2230161,1124413,2805055,6709149,28,5,23
SC,2014,SC2014,SC5,-0.157,0.957,-0.195,0.949,-0.038,0.543,2230161,1124413,2805055,6709149,28,5,23
SC,2016,SC2016,SC5,-0.157,0.957,-0.195,0.949,-0.038,0.543,2230161,1124413,2805055,6709149,28,5,23
SC,2018,SC2018,SC5,-0.157,0.957,-0.195,0.949,-0.038,0.543,2230161,1124413,2805055,6709149,28,5,23
TN,1972,TN1972,TN1,-0.004,0.065,-0.091,0.696,-0.043,0.609,575128,455074,1030424,2060404,16,8,8
TN,1974,TN1974,TN1,-0.004,0.065,-0.091,0.696,-0.043,0.609,575128,455074,1030424,2060404,16,8,8
TN,1976,TN1976,TN1.1,0.054,0.558,0.117,0.790,0.086,0.957,856914,924325,1915908,3562478,24,15,9
TN,1978,TN1978,TN1.1,0.054,0.558,0.117,0.790,0.086,0.957,856914,924325,1915908,3562478,24,15,9
TN,1980,TN1980,TN1.1,0.054,0.558,0.117,0.790,0.086,0.957,856914,924325,1915908,3562478,24,15,9
TN,1982,TN1982,TN2,0.053,0.551,0.116,0.783,0.070,0.833,1244475,1572067,3125614,5633084,45,30,15
TN,1984,TN1984,TN2,0.053,0.551,0.116,0.783,0.070,0.833,1244475,1572067,3125614,5633084,45,30,15
TN,1986,TN1986,TN2,0.053,0.551,0.116,0.783,0.070,0.833,1244475,1572067,3125614,5633084,45,30,15
TN,1988,TN1988,TN2,0.053,0.551,0.116,0.783,0.070,0.833,1244475,1572067,3125614,5633084,45,30,15
TN,1990,TN1990,TN2,0.053,0.551,0.116,0.783,0.070,0.833,1244475,1572067,3125614,5633084,45,30,15
TN,1992,TN1992,TN3,0.009,0.152,-0.007,0.087,-0.047,0.630,1817235,1909280,3661358,7453031,45,22,23
TN,1994,TN1994,TN3,0.009,0.152,-0.007,0.087,-0.047,0.630,1817235,1909280,3661358,7453031,45,22,23
TN,1996,TN1996,TN3,0.009,0.152,-0.007,0.087,-0.047,0.630,1817235,1909280,3661358,7453031,45,22,23
TN,1998,TN1998,TN3,0.009,0.152,-0.007,0.087,-0.047,0.630,1817235,1909280,3661358,7453031,45,22,23
TN,2000,TN2000,TN3,0.009,0.152,-0.007,0.087,-0.047,0.630,1817235,1909280,3661358,7453031,45,22,23
TN,2002,TN2002,TN4,0.060,0.594,0.023,0.239,0.052,0.703,2098898,2432518,4240430,9062832,45,22,23
TN,2004,TN2004,TN4,0.060,0.594,0.023,0.239,0.052,0.703,2098898,2432518,4240430,9062832,45,22,23
TN,2006,TN2006,TN4,0.060,0.594,0.023,0.239,0.052,0.703,2098898,2432518,4240430,9062832,45,22,23
TN,2008,TN2008,TN4,0.060,0.594,0.023,0.239,0.052,0.703,2098898,2432518,4240430,9062832,45,22,23
TN,2010,TN2010,TN4,0.060,0.594,0.023,0.239,0.052,0.703,2098898,2432518,4240430,9062832,45,22,23
