state,year,code,plan,eg_adj_avg,eg_avg_percentrank,bias_avg,bias_avg_percentrank,mmd_avg,mmd_avg_percentrank,wasted_dem_plan,wasted_rep_plan,votes_dem_plan,votes_twop_plan,seats_plan,seats_dem_plan,seats_r_plan
MO,2010,MO2010,MO4,-0.140,0.920,-0.114,0.915,-0.033,0.756,3141307,1704625,4630682,9691864,136,43,93
MO,2012,MO2012,MO5,-0.137,0.915,-0.089,0.808,-0.041,0.817,2118817,1308354,3093830,6854343,102,27,75
MO,2014,MO2014,MO5,-0.137,0.915,-0.089,0.808,-0.041,0.817,2118817,1308354,3093830,6854343,102,27,75
MO,2016,MO2016,MO5,-0.137,0.915,-0.089,0.808,-0.041,0.817,2118817,1308354,3093830,6854343,102,27,75
MO,2018,MO2018,MO5,-0.137,0.915,-0.089,0.808,-0.041,0.817,2118817,1308354,3093830,6854343,102,27,75
MS,1983,MS1983,MS2,0.162,0.981,-0.002,0.028,0.006,0.188,229044,436755,833759,1331598,104,95,9
MS,1987,MS1987,MS2,0.162,0.981,-0.002,0.028,0.006,0.188,229044,436755,833759,1331598,104,95,9
MS,1991,MS1991,MS3,-0.003,0.033,0.031,0.352,0.020,0.554,399457,398908,924127,1596729,104,68,36
MS,1995,MS1995,MS3,-0.003,0.033,0.031,0.352,0.020,0.554,399457,398908,924127,1596729,104,68,36
MS,1999,MS1999,MS3,-0.003,0.033,0.031,0.352,0.020,0.554,399457,398908,924127,1596729,104,68,36
MS,2003,MS2003,MS4,0.012,0.127,0.005,0.070,0.002,0.052,392556,413642,843566,1612397,104,58,46
MS,2007,MS2007,MS4,0.012,0.127,0.005,0.070,0.002,0.052,392556,413642,843566,1612397,104,58,46
MT,1972,MT1972,MT1,0.038,0.404,0.015,0.197,0.007,0.207,277971,297470,551580,1150881,200,100,100
MT,1974,MT1974,MT1,0.038,0.404,0.015,0.197,0.007,0.207,277971,297470,551580,1150881,200,100,100
MT,1976,MT1976,MT1,0.038,0.404,0.015,0.197,0.007,0.207,277971,297470,551580,1150881,200,100,100
MT,1978,MT1978,MT1,0.038,0.404,0.015,0.197,0.007,0.207,277971,297470,551580,1150881,200,100,100
MT,1980,MT1980,MT1,0.038,0.404,0.015,0.197,0.007,0.207,277971,297470,551580,1150881,200,100,100
MT,1982,MT1982,MT2,0.017,0.192,-0.009,0.103,-0.004,0.122,319248,319753,637600,1278001,200,102,98
MT,1984,MT1984,MT2,0.017,0.192,-0.009,0.103,-0.004,0.122,319248,319753,637600,1278001,200,102,98
MT,1986,MT1986,MT2,0.017,0.192,-0.009,0.103,-0.004,0.122,319248,319753,637600,1278001,200,102,98
MT,1988,MT1988,MT2,0.017,0.192,-0.009,0.103,-0.004,0.122,319248,319753,637600,1278001,200,102,98
MT,1990,MT1990,MT2,0.017,0.192,-0.009,0.103,-0.004,0.122,319248,319753,637600,1278001,200,102,98
MT,1992,MT1992,MT3,-0.063,0.606,-0.057,0.638,-0.028,0.648,406593,298921,646961,1411026,200,70,130
MT,1994,MT1994,MT3,-0.063,0.606,-0.057,0.638,-0.028,0.648,406593,298921,646961,1411026,200,70,130
MT,1996,MT1996,MT3,-0.063,0.606,-0.057,0.638,-0.028,0.648,406593,298921,646961,1411026,200,70,130
MT,1998,MT1998,MT3,-0.063,0.606,-0.057,0.638,-0.028,0.648,406593,298921,646961,1411026,200,70,130
MT,2000,MT2000,MT3,-0.063,0.606,-0.057,0.638,-0.028,0.648,406593,298921,646961,1411026,200,70,130
MT,2002,MT2002,MT5,0.026,0.277,-0.005,0.075,0.006,0.183,263144,267768,455253,1061825,150,56,94
MT,2014,MT2014,MT5,0.026,0.277,-0.005,0.075,0.006,0.183,263144,267768,455253,1061825,150,56,94
MT,2016,MT2016,MT5,0.026,0.277,-0.005,0.075,0.006,0.183,263144,267768,455253,1061825,150,56,94
MT,2018,MT2018,MT5,0.026,0.277,-0.005,0.075,0.006,0.183,263144,267768,455253,1061825,150,56,94
NC,1972,NC1972,NC1,0.065,0.620,0.050,0.577,0.012,0.338,1659729,2051176,4962504,7421809,200,179,21
NC,1974,NC1974,NC1,0.065,0.620,0.050,0.577,0.012,0.338,1659729,2051176,4962504,7421809,200,179,21
NC,1976,NC1976,NC1,0.065,0.620,0.050,0.577,0.012,0.338,1659729,2051176,4962504,7421809,200,179,21
NC,1978,NC1978,NC1,0.065,0.620,0.050,0.577,0.012,0.338,1659729,2051176,4962504,7421809,200,179,21
NC,1980,NC1980,NC1,0.065,0.620,0.050,0.577,0.012,0.338,1659729,2051176,4962504,7421809,200,179,21
NC,1982,NC1982,NC2,0.144,0.939,0.115,0.925,0.038,0.798,1509732,2570365,4522051,8160193,200,151,49
NC,1984,NC1984,NC2,0.144,0.939,0.115,0.925,0.038,0.798,1509732,2570365,4522051,8160193,200,151,49
NC,1986,NC1986,NC2,0.144,0.939,0.115,0.925,0.038,0.798,1509732,2570365,4522051,8160193,200,151,49
NC,1988,NC1988,NC2,0.144,0.939,0.115,0.925,0.038,0.798,1509732,2570365,4522051,8160193,200,151,49
NC,1990,NC1990,NC2,0.144,0.939,0.115,0.925,0.038,0.798,1509732,2570365,4522051,8160193,200,151,49
NC,1992,NC1992,NC3,0.075,0.676,0.067,0.704,0.024,0.596,1923833,2420144,4595427,8687954,200,126,74
NC,1994,NC1994,NC3,0.075,0.676,0.067,0.704,0.024,0.596,1923833,2420144,4595427,8687954,200,126,74
NC,1996,NC1996,NC3,0.075,0.676,0.067,0.704,0.024,0.596,1923833,2420144,4595427,8687954,200,126,74
NC,1998,NC1998,NC3,0.075,0.676,0.067,0.704,0.024,0.596,1923833,2420144,4595427,8687954,200,126,74
NC,2000,NC2000,NC3,0.075,0.676,0.067,0.704,0.024,0.596,1923833,2420144,4595427,8687954,200,126,74
NC,2002,NC2002,NC4,0.021,0.230,0.014,0.188,0.006,0.192,2957581,3156315,6291206,12227792,200,109,91
NC,2004,NC2004,NC4,0.021,0.230,0.014,0.188,0.006,0.192,2957581,3156315,6291206,12227792,200,109,91
NC,2006,NC2006,NC4,0.021,0.230,0.014,0.188,0.006,0.192,2957581,3156315,6291206,12227792,200,109,91
NC,2008,NC2008,NC4,0.021,0.230,0.014,0.188,0.006,0.192,2957581,3156315,6291206,12227792,200,109,91
NC,2010,NC2010,NC4,0.021,0.230,0.014,0.188,0.006,0.192,2957581,3156315,6291206,12227792,200,109,91
NC,2012,NC2012,NC5,-0.160,0.967,-0.144,0.986,-0.061,0.930,2492218,1297132,3659152,7578700,100,31,69
NC,2014,NC2014,NC5,-0.160,0.967,-0.144,0.986,-0.061,0.930,2492218,1297132,3659152,7578700,100,31,69
NC,2016,NC2016,NC5,-0.160,0.967,-0.144,0.986,-0.061,0.930,2492218,1297132,3659152,7578700,100,31,69
NC,2018,NC2018,NC5.1,-0.091,0.779,-0.096,0.864,-0.041,0.803,1062314,774374,1856299,3673377,50,21,29
ND,1982,ND1982,ND2,0.014,0.150,0.007,0.085,0.002,0.066,270069,281860,563344,1103858,204,109,95
ND,1984,ND1984,ND2,0.014,0.150,0.007,0.085,0.002,0.066,270069,281860,563344,1103858,204,109,95
ND,1986,ND1986,ND2,0.014,0.150,0.007,0.085,0.002,0.066,270069,281860,563344,1103858,204,109,95
ND,1988,ND1988,ND2,0.014,0.150,0.007,0.085,0.002,0.066,270069,281860,563344,1103858,204,109,95
ND,1990,ND1990,ND2,0.014,0.150,0.007,0.085,0.002,0.066,270069,281860,563344,1103858,204,109,95
ND,1992,ND1992,ND3,-0.062,0.587,-0.015,0.207,-0.008,0.239,278149,214037,464570,984371,196,75,121
ND,1994,ND1994,ND3,-0.062,0.587,-0.015,0.207,-0.008,0.239,278149,214037,464570,984371,196,75,121
ND,1996,ND1996,ND3,-0.062,0.587,-0.015,0.207,-0.008,0.239,278149,214037,464570,984371,196,75,121
ND,1998,ND1998,ND3,-0.062,0.587,-0.015,0.207,-0.008,0.239,278149,214037,464570,984371,196,75,121
ND,2000,ND2000,ND3,-0.062,0.587,-0.015,0.207,-0.008,0.239,278149,214037,464570,984371,196,75,121
ND,2002,ND2002,ND4,-0.053,0.554,-0.023,0.286,-0.007,0.197,303319,219211,480232,1045060,188,69,119
ND,2004,ND2004,ND4,-0.053,0.554,-0.023,0.286,-0.007,0.197,303319,219211,480232,1045060,188,69,119
ND,2006,ND2006,ND4,-0.053,0.554,-0.023,0.286,-0.007,0.197,303319,219211,480232,1045060,188,69,119
ND,2008,ND2008,ND4,-0.053,0.554,-0.023,0.286,-0.007,0.197,303319,219211,480232,1045060,188,69,119
ND,2010,ND2010,ND4,-0.053,0.554,-0.023,0.286,-0.007,0.197,303319,219211,480232,1045060,188,69,119
ND,2012,ND2012,ND5,-0.042,0.446,-0.043,0.502,-0.029,0.685,240929,198085,343885,878028,141,34,107
ND,2014,ND2014,ND5,-0.042,0.446,-0.043,0.502,-0.029,0.685,240929,198085,343885,878028,141,34,107
ND,2016,ND2016,ND5,-0.042,0.446,-0.043,0.502,-0.029,0.685,240929,198085,343885,878028,141,34,107
ND,2018,ND2018,ND5,-0.042,0.446,-0.043,0.502,-0.029,0.685,240929,198085,343885,878028,141,34,107
NH,1972,NH1972,NH1,-0.010,0.099,-0.034,0.408,-0.018,0.474,303298,260863,549492,1128322,96,45,51
NH,1974,NH1974,NH1,-0.010,0.099,-0.034,0.408,-0.018,0.474,303298,260863,549492,1128322,96,45,51
NH,1976,NH1976,NH1,-0.010,0.099,-0.034,0.408,-0.018,0.474,303298,260863,549492,1128322,96,45,51
NH,1978,NH1978,NH1,-0.010,0.099,-0.034,0.408,-0.018,0.474,303298,260863,549492,1128322,96,45,51
NH,1980,NH1980,NH1,-0.010,0.099,-0.034,0.408,-0.018,0.474,303298,260863,549492,1128322,96,45,51
NH,1982,NH1982,NH2,-0.028,0.286,-0.059,0.671,-0.028,0.671,355275,304797,571833,1320144,96,33,63
NH,1984,NH1984,NH2,-0.028,0.286,-0.059,0.671,-0.028,0.671,355275,304797,571833,1320144,96,33,63
NH,1986,NH1986,NH2,-0.028,0.286,-0.059,0.671,-0.028,0.671,355275,304797,571833,1320144,96,33,63
NH,1988,NH1988,NH2,-0.028,0.286,-0.059,0.671,-0.028,0.671,355275,304797,571833,1320144,96,33,63
NH,1990,NH1990,NH2,-0.028,0.286,-0.059,0.671,-0.028,0.671,355275,304797,571833,1320144,96,33,63
NH,1992,NH1992,NH3,-0.023,0.244,-0.002,0.033,0.007,0.202,454370,384195,782466,1677130,96,39,57
NH,1994,NH1994,NH3,-0.023,0.244,-0.002,0.033,0.007,0.202,454370,384195,782466,1677130,96,39,57
NH,1996,NH1996,NH3,-0.023,0.244,-0.002,0.033,0.007,0.202,454370,384195,782466,1677130,96,39,57
NH,1998,NH1998,NH3,-0.023,0.244,-0.002,0.033,0.007,0.202,454370,384195,782466,1677130,96,39,57
NH,2000,NH2000,NH3,-0.023,0.244,-0.002,0.033,0.007,0.202,454370,384195,782466,1677130,96,39,57
NH,2002,NH2002,NH4,-0.044,0.484,0.001,0.023,0.011,0.296,581831,476686,1038389,2117035,96,42,54
NH,2004,NH2004,NH4,-0.044,0.484,0.001,0.023,0.011,0.296,581831,476686,1038389,2117035,96,42,54
NH,2006,NH2006,NH4,-0.044,0.484,0.001,0.023,0.011,0.296,581831,476686,1038389,2117035,96,42,54
NH,2008,NH2008,NH4,-0.044,0.484,0.001,0.023,0.011,0.296,581831,476686,1038389,2117035,96,42,54
NH,2010,NH2010,NH4,-0.044,0.484,0.001,0.023,0.011,0.296,581831,476686,1038389,2117035,96,42,54
NH,2012,NH2012,NH5,-0.033,0.362,-0.052,0.587,-0.023,0.587,474183,384705,864838,1717776,72,34,38
NH,2014,NH2014,NH5,-0.033,0.362,-0.052,0.587,-0.023,0.587,474183,384705,864838,1717776,72,34,38
NH,2016,NH2016,NH5,-0.033,0.362,-0.052,0.587,-0.023,0.587,474183,384705,864838,1717776,72,34,38
NH,2018,NH2018,NH5,-0.033,0.362,-0.052,0.587,-0.023,0.587,474183,384705,864838,1717776,72,34,38
NJ,1973,NJ1973,NJ1,0.074,0.667,-0.010,0.127,0.002,0.056,881045,1060465,2204868,3883019,80,57,23
NJ,1977,NJ1977,NJ1,0.074,0.667,-0.010,0.127,0.002,0.056,881045,1060465,2204868,3883019,80,57,23
NJ,1981,NJ1981,NJ1.1,0.047,0.512,0.032,0.357,0.018,0.498,812901,866153,1746526,3358108,80,47,33
NJ,1985,NJ1985,NJ1.1,0.047,0.512,0.032,0.357,0.018,0.498,812901,866153,1746526,3358108,80,47,33
NJ,1989,NJ1989,NJ1.1,0.047,0.512,0.032,0.357,0.018,0.498,812901,866153,1746526,3358108,80,47,33
NJ,1993,NJ1993,NJ2,-0.039,0.423,-0.090,0.822,-0.051,0.883,1344841,906261,2112148,4502202,80,32,48
NJ,1997,NJ1997,NJ2,-0.039,0.423,-0.090,0.822,-0.051,0.883,1344841,906261,2112148,4502202,80,32,48
NJ,2001,NJ2001,NJ3,0.044,0.465,0.015,0.202,0.017,0.465,787947,694470,1510704,2964835,80,45,35
NJ,2005,NJ2005,NJ3,0.044,0.465,0.015,0.202,0.017,0.465,787947,694470,1510704,2964835,80,45,35
NJ,2009,NJ2009,NJ3,0.044,0.465,0.015,0.202,0.017,0.465,787947,694470,1510704,2964835,80,45,35
NJ,2013,NJ2013,NJ4,0.040,0.432,0.033,0.385,0.032,0.728,1052898,946344,2149194,3998484,80,49,31
NJ,2017,NJ2017,NJ4,0.040,0.432,0.033,0.385,0.032,0.728,1052898,946344,2149194,3998484,80,49,31
NM,1972,NM1972,NM1,0.109,0.864,0.032,0.380,0.004,0.127,309323,455066,827200,1528776,168,117,51
NM,1974,NM1974,NM1,0.109,0.864,0.032,0.380,0.004,0.127,309323,455066,827200,1528776,168,117,51
NM,1976,NM1976,NM1,0.109,0.864,0.032,0.380,0.004,0.127,309323,455066,827200,1528776,168,117,51
NM,1978,NM1978,NM1,0.109,0.864,0.032,0.380,0.004,0.127,309323,455066,827200,1528776,168,117,51
NM,1980,NM1980,NM1,0.109,0.864,0.032,0.380,0.004,0.127,309323,455066,827200,1528776,168,117,51
NM,1982,NM1982,NM2,0.003,0.028,-0.008,0.094,-0.002,0.047,244525,243141,509795,975333,82,45,37
NM,1984,NM1984,NM2,0.003,0.028,-0.008,0.094,-0.002,0.047,244525,243141,509795,975333,82,45,37
NM,1988,NM1988,NM2,0.003,0.028,-0.008,0.094,-0.002,0.047,244525,243141,509795,975333,82,45,37
NM,1990,NM1990,NM3,0.050,0.535,0.041,0.484,0.033,0.761,260381,287140,565711,1095041,84,49,35
NM,1996,NM1996,NM3,0.050,0.535,0.041,0.484,0.033,0.761,260381,287140,565711,1095041,84,49,35
NM,2000,NM2000,NM3,0.050,0.535,0.041,0.484,0.033,0.761,260381,287140,565711,1095041,84,49,35
NM,2002,NM2002,NM4,-0.016,0.164,0.018,0.230,0.009,0.258,426026,379100,905311,1610252,84,51,33
NM,2004,NM2004,NM4,-0.016,0.164,0.018,0.230,0.009,0.258,426026,379100,905311,1610252,84,51,33
NM,2008,NM2008,NM4,-0.016,0.164,0.018,0.230,0.009,0.258,426026,379100,905311,1610252,84,51,33
NM,2010,NM2010,NM5,0.039,0.427,-0.002,0.038,-0.012,0.333,201864,232506,469178,868739,42,26,16
NM,2016,NM2016,NM5,0.039,0.427,-0.002,0.038,-0.012,0.333,201864,232506,469178,868739,42,26,16
NV,2012,NV2012,NV5,0.023,0.254,-0.024,0.296,-0.020,0.540,654447,642924,1326289,2594742,63,34,29
NV,2014,NV2014,NV5,0.023,0.254,-0.024,0.296,-0.020,0.540,654447,642924,1326289,2594742,63,34,29
NV,2016,NV2016,NV5,0.023,0.254,-0.024,0.296,-0.020,0.540,654447,642924,1326289,2594742,63,34,29
NV,2018,NV2018,NV5,0.023,0.254,-0.024,0.296,-0.020,0.540,654447,642924,1326289,2594742,63,34,29
NY,1972,NY1972,NY1,-0.056,0.568,-0.097,0.869,-0.102,0.991,6547306,3428550,9749178,19951712,240,101,139
NY,1974,NY1974,NY1,-0.056,0.568,-0.097,0.869,-0.102,0.991,6547306,3428550,9749178,19951712,240,101,139
NY,1976,NY1976,NY1,-0.056,0.568,-0.097,0.869,-0.102,0.991,6547306,3428550,9749178,19951712,240,101,139
NY,1978,NY1978,NY1,-0.056,0.568,-0.097,0.869,-0.102,0.991,6547306,3428550,9749178,19951712,240,101,139
NY,1980,NY1980,NY1,-0.056,0.568,-0.097,0.869,-0.102,0.991,6547306,3428550,9749178,19951712,240,101,139
NY,1982,NY1982,NY2,-0.047,0.507,-0.078,0.756,-0.113,0.995,5845059,3955676,9547475,19601469,244,105,139
NY,1984,NY1984,NY2,-0.047,0.507,-0.078,0.756,-0.113,0.995,5845059,3955676,9547475,19601469,244,105,139
NY,1986,NY1986,NY2,-0.047,0.507,-0.078,0.756,-0.113,0.995,5845059,3955676,9547475,19601469,244,105,139
NY,1988,NY1988,NY2,-0.047,0.507,-0.078,0.756,-0.113,0.995,5845059,3955676,9547475,19601469,244,105,139
NY,1990,NY1990,NY2,-0.047,0.507,-0.078,0.756,-0.113,0.995,5845059,3955676,9547475,19601469,244,105,139
NY,1992,NY1992,NY3,-0.085,0.728,-0.090,0.831,-0.128,1.000,6663645,3491698,10238699,20310685,244,102,142
NY,1994,NY1994,NY3,-0.085,0.728,-0.090,0.831,-0.128,1.000,6663645,3491698,10238699,20310685,244,102,142
NY,1996,NY1996,NY3,-0.085,0.728,-0.090,0.831,-0.128,1.000,6663645,3491698,10238699,20310685,244,102,142
NY,1998,NY1998,NY3,-0.085,0.728,-0.090,0.831,-0.128,1.000,6663645,3491698,10238699,20310685,244,102,142
NY,2000,NY2000,NY3,-0.085,0.728,-0.090,0.831,-0.128,1.000,6663645,3491698,10238699,20310685,244,102,142
NY,2002,NY2002,NY4,-0.112,0.869,-0.088,0.798,-0.099,0.986,7399925,3711539,12063245,22222928,248,117,131
NY,2004,NY2004,NY4,-0.112,0.869,-0.088,0.798,-0.099,0.986,7399925,3711539,12063245,22222928,248,117,131
NY,2006,NY2006,NY4,-0.112,0.869,-0.088,0.798,-0.099,0.986,7399925,3711539,12063245,22222928,248,117,131
NY,2008,NY2008,NY4,-0.112,0.869,-0.088,0.798,-0.099,0.986,7399925,3711539,12063245,22222928,248,117,131
NY,2010,NY2010,NY4,-0.112,0.869,-0.088,0.798,-0.099,0.986,7399925,3711539,12063245,22222928,248,117,131
NY,2012,NY2012,NY5,-0.106,0.850,-0.066,0.695,-0.088,0.972,5703039,3151304,10260045,17708687,189,103,86
NY,2014,NY2014,NY5,-0.106,0.850,-0.066,0.695,-0.088,0.972,5703039,3151304,10260045,17708687,189,103,86
NY,2016,NY2016,NY5,-0.106,0.850,-0.066,0.695,-0.088,0.972,5703039,3151304,10260045,17708687,189,103,86
NY,2018,NY2018,NY5,-0.106,0.850,-0.066,0.695,-0.088,0.972,5703039,3151304,10260045,17708687,189,103,86
OH,1972,OH1972,OH1,0.045,0.488,-0.028,0.333,-0.005,0.169,3216032,3219994,6579894,12872053,132,75,57
OH,1974,OH1974,OH1,0.045,0.488,-0.028,0.333,-0.005,0.169,3216032,3219994,6579894,12872053,132,75,57
OH,1976,OH1976,OH1,0.045,0.488,-0.028,0.333,-0.005,0.169,3216032,3219994,6579894,12872053,132,75,57
OH,1978,OH1978,OH1,0.045,0.488,-0.028,0.333,-0.005,0.169,3216032,3219994,6579894,12872053,132,75,57
OH,1980,OH1980,OH1,0.045,0.488,-0.028,0.333,-0.005,0.169,3216032,3219994,6579894,12872053,132,75,57
OH,1982,OH1982,OH2,-0.054,0.559,-0.057,0.653,-0.027,0.634,4403556,2862596,7108921,14532305,132,56,76
OH,1984,OH1984,OH2,-0.054,0.559,-0.057,0.653,-0.027,0.634,4403556,2862596,7108921,14532305,132,56,76
OH,1986,OH1986,OH2,-0.054,0.559,-0.057,0.653,-0.027,0.634,4403556,2862596,7108921,14532305,132,56,76
OH,1988,OH1988,OH2,-0.054,0.559,-0.057,0.653,-0.027,0.634,4403556,2862596,7108921,14532305,132,56,76
OH,1990,OH1990,OH2,-0.054,0.559,-0.057,0.653,-0.027,0.634,4403556,2862596,7108921,14532305,132,56,76
OH,1992,OH1992,OH3,-0.044,0.474,-0.078,0.751,-0.050,0.864,4494397,3045949,6899171,15080692,132,49,83
OH,1994,OH1994,OH3,-0.044,0.474,-0.078,0.751,-0.050,0.864,4494397,3045949,6899171,15080692,132,49,83
OH,1996,OH1996,OH3,-0.044,0.474,-0.078,0.751,-0.050,0.864,4494397,3045949,6899171,15080692,132,49,83
OH,1998,OH1998,OH3,-0.044,0.474,-0.078,0.751,-0.050,0.864,4494397,3045949,6899171,15080692,132,49,83
OH,2000,OH2000,OH3,-0.044,0.474,-0.078,0.751,-0.050,0.864,4494397,3045949,6899171,15080692,132,49,83
OH,2002,OH2002,OH4,-0.097,0.822,-0.107,0.911,-0.071,0.958,5783972,2976324,8220603,17520593,132,45,87
OH,2004,OH2004,OH4,-0.097,0.822,-0.107,0.911,-0.071,0.958,5783972,2976324,8220603,17520593,132,45,87
OH,2006,OH2006,OH4,-0.097,0.822,-0.107,0.911,-0.071,0.958,5783972,2976324,8220603,17520593,132,45,87
OH,2008,OH2008,OH4,-0.097,0.822,-0.107,0.911,-0.071,0.958,5783972,2976324,8220603,17520593,132,45,87
OH,2010,OH2010,OH4,-0.097,0.822,-0.107,0.911,-0.071,0.958,5783972,2976324,8220603,17520593,132,45,87
OH,2012,OH2012,OH5,-0.074,0.662,-0.139,0.977,-0.054,0.901,4045484,2376367,5524149,12843701,99,28,71
OH,2014,OH2014,OH5,-0.074,0.662,-0.139,0.977,-0.054,0.901,4045484,2376367,5524149,12843701,99,28,71
OH,2016,OH2016,OH5,-0.074,0.662,-0.139,0.977,-0.054,0.901,4045484,2376367,5524149,12843701,99,28,71
OH,2018,OH2018,OH5,-0.074,0.662,-0.139,0.977,-0.054,0.901,4045484,2376367,5524149,12843701,99,28,71
OK,1972,OK1972,OK1,0.108,0.854,0.058,0.662,0.015,0.394,730957,1066681,2147786,3595276,192,154,38
OK,1974,OK1974,OK1,0.108,0.854,0.058,0.662,0.015,0.394,730957,1066681,2147786,3595276,192,154,38
OK,1976,OK1976,OK1,0.108,0.854,0.058,0.662,0.015,0.394,730957,1066681,2147786,3595276,192,154,38
OK,1978,OK1978,OK1,0.108,0.854,0.058,0.662,0.015,0.394,730957,1066681,2147786,3595276,192,154,38
OK,1980,OK1980,OK1,0.108,0.854,0.058,0.662,0.015,0.394,730957,1066681,2147786,3595276,192,154,38
OK,1982,OK1982,OK2,0.059,0.573,-0.011,0.141,-0.004,0.113,909017,1065110,2246931,3948254,188,131,57
OK,1984,OK1984,OK2,0.059,0.573,-0.011,0.141,-0.004,0.113,909017,1065110,2246931,3948254,188,131,57
OK,1986,OK1986,OK2,0.059,0.573,-0.011,0.141,-0.004,0.113,909017,1065110,2246931,3948254,188,131,57
OK,1988,OK1988,OK2,0.059,0.573,-0.011,0.141,-0.004,0.113,909017,1065110,2246931,3948254,188,131,57
OK,1990,OK1990,OK2,0.059,0.573,-0.011,0.141,-0.004,0.113,909017,1065110,2246931,3948254,188,131,57
OK,1992,OK1992,OK3,0.166,0.991,0.054,0.610,0.016,0.441,800830,1370864,2208402,4343387,192,131,61
OK,1994,OK1994,OK3,0.166,0.991,0.054,0.610,0.016,0.441,800830,1370864,2208402,4343387,192,131,61
OK,1996,OK1996,OK3,0.166,0.991,0.054,0.610,0.016,0.441,800830,1370864,2208402,4343387,192,131,61
OK,1998,OK1998,OK3,0.166,0.991,0.054,0.610,0.016,0.441,800830,1370864,2208402,4343387,192,131,61
OK,2000,OK2000,OK3,0.166,0.991,0.054,0.610,0.016,0.441,800830,1370864,2208402,4343387,192,131,61
OK,2002,OK2002,OK4,0.024,0.263,-0.042,0.493,-0.012,0.347,1208061,1193339,2233856,4802799,192,87,105
OK,2004,OK2004,OK4,0.024,0.263,-0.042,0.493,-0.012,0.347,1208061,1193339,2233856,4802799,192,87,105
OK,2006,OK2006,OK4,0.024,0.263,-0.042,0.493,-0.012,0.347,1208061,1193339,2233856,4802799,192,87,105
OK,2008,OK2008,OK4,0.024,0.263,-0.042,0.493,-0.012,0.347,1208061,1193339,2233856,4802799,192,87,105
OK,2010,OK2010,OK4,0.024,0.263,-0.042,0.493,-0.012,0.347,1208061,1193339,2233856,4802799,192,87,105
OK,2012,OK2012,OK5,-0.161,0.972,-0.104,0.897,-0.029,0.690,1178175,570038,1420351,3496425,144,22,122
OK,2014,OK2014,OK5,-0.161,0.972,-0.104,0.897,-0.029,0.690,1178175,570038,1420351,3496425,144,22,122
OK,2016,OK2016,OK5,-0.161,0.972,-0.104,0.897,-0.029,0.690,1178175,570038,1420351,3496425,144,22,122
OK,2018,OK2018,OK5,-0.161,0.972,-0.104,0.897,-0.029,0.690,1178175,570038,1420351,3496425,144,22,122
OR,1972,OR1972,OR1,0.172,0.995,0.071,0.728,0.020,0.549,593096,1134983,1899346,3456157,120,93,27
OR,1974,OR1974,OR1,0.172,0.995,0.071,0.728,0.020,0.549,593096,1134983,1899346,3456157,120,93,27
OR,1976,OR1976,OR1,0.172,0.995,0.071,0.728,0.020,0.549,593096,1134983,1899346,3456157,120,93,27
OR,1978,OR1978,OR1,0.172,0.995,0.071,0.728,0.020,0.549,593096,1134983,1899346,3456157,120,93,27
OR,1980,OR1980,OR1,0.172,0.995,0.071,0.728,0.020,0.549,593096,1134983,1899346,3456157,120,93,27
OR,1982,OR1982,OR2,0.016,0.183,-0.045,0.507,-0.009,0.263,1058548,1105858,2363632,4328811,120,73,47
OR,1984,OR1984,OR2,0.016,0.183,-0.045,0.507,-0.009,0.263,1058548,1105858,2363632,4328811,120,73,47
OR,1986,OR1986,OR2,0.016,0.183,-0.045,0.507,-0.009,0.263,1058548,1105858,2363632,4328811,120,73,47
OR,1988,OR1988,OR2,0.016,0.183,-0.045,0.507,-0.009,0.263,1058548,1105858,2363632,4328811,120,73,47
OR,1990,OR1990,OR2,0.016,0.183,-0.045,0.507,-0.009,0.263,1058548,1105858,2363632,4328811,120,73,47
OR,1992,OR1992,OR3,-0.076,0.681,-0.054,0.615,-0.022,0.573,1435565,997621,2390928,4866373,120,49,71
OR,1994,OR1994,OR3,-0.076,0.681,-0.054,0.615,-0.022,0.573,1435565,997621,2390928,4866373,120,49,71
OR,1996,OR1996,OR3,-0.076,0.681,-0.054,0.615,-0.022,0.573,1435565,997621,2390928,4866373,120,49,71
OR,1998,OR1998,OR3,-0.076,0.681,-0.054,0.615,-0.022,0.573,1435565,997621,2390928,4866373,120,49,71
OR,2000,OR2000,OR3,-0.076,0.681,-0.054,0.615,-0.022,0.573,1435565,997621,2390928,4866373,120,49,71
OR,2002,OR2002,OR4,0.084,0.718,0.038,0.455,0.016,0.418,1227693,1647723,2956952,5750833,116,71,45
OR,2004,OR2004,OR4,0.084,0.718,0.038,0.455,0.016,0.418,1227693,1647723,2956952,5750833,116,71,45
OR,2006,OR2006,OR4,0.084,0.718,0.038,0.455,0.016,0.418,1227693,1647723,2956952,5750833,116,71,45
OR,2008,OR2008,OR4,0.084,0.718,0.038,0.455,0.016,0.418,1227693,1647723,2956952,5750833,116,71,45
OR,2010,OR2010,OR4,0.084,0.718,0.038,0.455,0.016,0.418,1227693,1647723,2956952,5750833,116,71,45
OR,2012,OR2012,OR5,0.030,0.315,0.017,0.225,0.010,0.282,1183270,1237747,2542981,4842035,90,52,38
OR,2014,OR2014,OR5,0.030,0.315,0.017,0.225,0.010,0.282,1183270,1237747,2542981,4842035,90,52,38
OR,2016,OR2016,OR5,0.030,0.315,0.017,0.225,0.010,0.282,1183270,1237747,2542981,4842035,90,52,38
