state,year,code,plan,eg_adj_avg,eg_avg_percentrank,bias_avg,bias_avg_percentrank,mmd_avg,mmd_avg_percentrank,wasted_dem_plan,wasted_rep_plan,votes_dem_plan,votes_twop_plan,seats_plan,seats_dem_plan,seats_r_plan
OR,2018,OR2018,OR5,0.030,0.315,0.017,0.225,0.010,0.282,1183270,1237747,2542981,4842035,90,52,38
PA,1972,PA1972,PA1,0.009,0.085,-0.001,0.019,0.000,0.014,3917129,3777410,8011097,15389079,200,110,90
PA,1974,PA1974,PA1,0.009,0.085,-0.001,0.019,0.000,0.014,3917129,3777410,8011097,15389079,200,110,90
PA,1976,PA1976,PA1,0.009,0.085,-0.001,0.019,0.000,0.014,3917129,3777410,8011097,15389079,200,110,90
PA,1978,PA1978,PA1,0.009,0.085,-0.001,0.019,0.000,0.014,3917129,3777410,8011097,15389079,200,110,90
PA,1980,PA1980,PA1,0.009,0.085,-0.001,0.019,0.000,0.014,3917129,3777410,8011097,15389079,200,110,90
PA,1982,PA1982,PA2,-0.064,0.610,-0.032,0.376,-0.037,0.789,4568668,3255291,8136770,15647916,200,95,105
PA,1984,PA1984,PA2,-0.064,0.610,-0.032,0.376,-0.037,0.789,4568668,3255291,8136770,15647916,200,95,105
PA,1986,PA1986,PA2,-0.064,0.610,-0.032,0.376,-0.037,0.789,4568668,3255291,8136770,15647916,200,95,105
PA,1988,PA1988,PA2,-0.064,0.610,-0.032,0.376,-0.037,0.789,4568668,3255291,8136770,15647916,200,95,105
PA,1990,PA1990,PA2,-0.064,0.610,-0.032,0.376,-0.037,0.789,4568668,3255291,8136770,15647916,200,95,105
PA,1992,PA1992,PA3,-0.071,0.653,-0.090,0.817,-0.052,0.887,4488203,3134283,7455120,15244971,200,81,119
PA,1994,PA1994,PA3,-0.071,0.653,-0.090,0.817,-0.052,0.887,4488203,3134283,7455120,15244971,200,81,119
PA,1996,PA1996,PA3,-0.071,0.653,-0.090,0.817,-0.052,0.887,4488203,3134283,7455120,15244971,200,81,119
PA,1998,PA1998,PA3,-0.071,0.653,-0.090,0.817,-0.052,0.887,4488203,3134283,7455120,15244971,200,81,119
PA,2000,PA2000,PA3,-0.071,0.653,-0.090,0.817,-0.052,0.887,4488203,3134283,7455120,15244971,200,81,119
PA,2002,PA2002,PA4,-0.093,0.793,-0.090,0.840,-0.057,0.915,5730288,3791462,9548434,19043499,200,82,118
PA,2004,PA2004,PA4,-0.093,0.793,-0.090,0.840,-0.057,0.915,5730288,3791462,9548434,19043499,200,82,118
PA,2006,PA2006,PA4,-0.093,0.793,-0.090,0.840,-0.057,0.915,5730288,3791462,9548434,19043499,200,82,118
PA,2008,PA2008,PA4,-0.093,0.793,-0.090,0.840,-0.057,0.915,5730288,3791462,9548434,19043499,200,82,118
PA,2010,PA2010,PA4,-0.093,0.793,-0.090,0.840,-0.057,0.915,5730288,3791462,9548434,19043499,200,82,118
PA,2012,PA2012,PA5,-0.092,0.789,-0.091,0.845,-0.034,0.765,4315007,3177686,7311523,14985385,150,57,93
PA,2014,PA2014,PA5,-0.092,0.789,-0.091,0.845,-0.034,0.765,4315007,3177686,7311523,14985385,150,57,93
PA,2016,PA2016,PA5,-0.092,0.789,-0.091,0.845,-0.034,0.765,4315007,3177686,7311523,14985385,150,57,93
PA,2018,PA2018,PA5,-0.092,0.789,-0.091,0.845,-0.034,0.765,4315007,3177686,7311523,14985385,150,57,93
RI,1972,RI1972,RI1,0.082,0.704,0.075,0.737,0.020,0.545,292368,392019,899375,1368774,200,180,20
RI,1974,RI1974,RI1,0.082,0.704,0.075,0.737,0.020,0.545,292368,392019,899375,1368774,200,180,20
RI,1976,RI1976,RI1,0.082,0.704,0.075,0.737,0.020,0.545,292368,392019,899375,1368774,200,180,20
RI,1978,RI1978,RI1,0.082,0.704,0.075,0.737,0.020,0.545,292368,392019,899375,1368774,200,180,20
RI,1980,RI1980,RI1,0.082,0.704,0.075,0.737,0.020,0.545,292368,392019,899375,1368774,200,180,20
RI,1982,RI1982,RI2,0.078,0.685,0.087,0.789,0.030,0.704,316346,414197,898209,1461086,200,161,39
RI,1984,RI1984,RI2,0.078,0.685,0.087,0.789,0.030,0.704,316346,414197,898209,1461086,200,161,39
RI,1986,RI1986,RI2,0.078,0.685,0.087,0.789,0.030,0.704,316346,414197,898209,1461086,200,161,39
RI,1988,RI1988,RI2,0.078,0.685,0.087,0.789,0.030,0.704,316346,414197,898209,1461086,200,161,39
RI,1990,RI1990,RI2,0.078,0.685,0.087,0.789,0.030,0.704,316346,414197,898209,1461086,200,161,39
RI,1992,RI1992,RI3,0.036,0.390,0.103,0.892,0.036,0.784,331032,369381,911269,1400825,200,167,33
RI,1994,RI1994,RI3,0.036,0.390,0.103,0.892,0.036,0.784,331032,369381,911269,1400825,200,167,33
RI,1996,RI1996,RI3,0.036,0.390,0.103,0.892,0.036,0.784,331032,369381,911269,1400825,200,167,33
RI,1998,RI1998,RI3,0.036,0.390,0.103,0.892,0.036,0.784,331032,369381,911269,1400825,200,167,33
RI,2000,RI2000,RI3,0.036,0.390,0.103,0.892,0.036,0.784,331032,369381,911269,1400825,200,167,33
RI,2002,RI2002,RI4,0.072,0.657,0.005,0.066,0.010,0.286,177523,222710,518222,800466,76,66,10
RI,2004,RI2004,RI4,0.072,0.657,0.005,0.066,0.010,0.286,177523,222710,518222,800466,76,66,10
RI,2006,RI2006,RI4,0.072,0.657,0.005,0.066,0.010,0.286,177523,222710,518222,800466,76,66,10
RI,2008,RI2008,RI4.1,0.087,0.742,-0.047,0.535,-0.011,0.329,161842,209697,467529,743078,76,64,12
RI,2010,RI2010,RI4.1,0.087,0.742,-0.047,0.535,-0.011,0.329,161842,209697,467529,743078,76,64,12
RI,2012,RI2012,RI5,0.066,0.624,-0.048,0.545,-0.015,0.413,274612,352429,815044,1254081,114,99,15
RI,2014,RI2014,RI5,0.066,0.624,-0.048,0.545,-0.015,0.413,274612,352429,815044,1254081,114,99,15
RI,2016,RI2016,RI5,0.066,0.624,-0.048,0.545,-0.015,0.413,274612,352429,815044,1254081,114,99,15
RI,2018,RI2018,RI5,0.066,0.624,-0.048,0.545,-0.015,0.413,274612,352429,815044,1254081,114,99,15
SC,1984,SC1984,SC2,0.124,0.897,0.034,0.399,0.002,0.061,390765,609148,1147012,1999826,92,71,21
SC,1988,SC1988,SC2,0.124,0.897,0.034,0.399,0.002,0.061,390765,609148,1147012,1999826,92,71,21
SC,1992,SC1992,SC3,0.035,0.376,0.012,0.160,0.005,0.150,581099,616115,1195437,2394428,92,49,43
SC,1996,SC1996,SC3,0.035,0.376,0.012,0.160,0.005,0.150,581099,616115,1195437,2394428,92,49,43
SC,2000,SC2000,SC3,0.035,0.376,0.012,0.160,0.005,0.150,581099,616115,1195437,2394428,92,49,43
SC,2004,SC2004,SC4,-0.038,0.399,-0.065,0.685,-0.075,0.967,916295,737591,1591279,3307773,92,39,53
SC,2008,SC2008,SC4,-0.038,0.399,-0.065,0.685,-0.075,0.967,916295,737591,1591279,3307773,92,39,53
SC,2012,SC2012,SC5,0.016,0.178,-0.089,0.803,-0.071,0.962,445013,475040,805033,1840105,46,18,28
SC,2016,SC2016,SC5,0.016,0.178,-0.089,0.803,-0.071,0.962,445013,475040,805033,1840105,46,18,28
SD,1972,SD1972,SD1,-0.088,0.756,-0.019,0.235,-0.013,0.366,341358,237335,549978,1157385,140,51,89
SD,1974,SD1974,SD1,-0.088,0.756,-0.019,0.235,-0.013,0.366,341358,237335,549978,1157385,140,51,89
SD,1976,SD1976,SD1,-0.088,0.756,-0.019,0.235,-0.013,0.366,341358,237335,549978,1157385,140,51,89
SD,1978,SD1978,SD1,-0.088,0.756,-0.019,0.235,-0.013,0.366,341358,237335,549978,1157385,140,51,89
SD,1980,SD1980,SD1,-0.088,0.756,-0.019,0.235,-0.013,0.366,341358,237335,549978,1157385,140,51,89
SD,1982,SD1982,SD2,-0.082,0.709,-0.069,0.714,-0.019,0.531,350277,237503,564680,1175559,140,53,87
SD,1984,SD1984,SD2,-0.082,0.709,-0.069,0.714,-0.019,0.531,350277,237503,564680,1175559,140,53,87
SD,1986,SD1986,SD2,-0.082,0.709,-0.069,0.714,-0.019,0.531,350277,237503,564680,1175559,140,53,87
SD,1988,SD1988,SD2,-0.082,0.709,-0.069,0.714,-0.019,0.531,350277,237503,564680,1175559,140,53,87
SD,1990,SD1990,SD2,-0.082,0.709,-0.069,0.714,-0.019,0.531,350277,237503,564680,1175559,140,53,87
SD,1992,SD1992,SD3,-0.029,0.296,-0.058,0.667,-0.025,0.610,322485,266291,534917,1177552,140,53,87
SD,1994,SD1994,SD3,-0.029,0.296,-0.058,0.667,-0.025,0.610,322485,266291,534917,1177552,140,53,87
SD,1996,SD1996,SD3,-0.029,0.296,-0.058,0.667,-0.025,0.610,322485,266291,534917,1177552,140,53,87
SD,1998,SD1998,SD3,-0.029,0.296,-0.058,0.667,-0.025,0.610,322485,266291,534917,1177552,140,53,87
SD,2000,SD2000,SD3,-0.029,0.296,-0.058,0.667,-0.025,0.610,322485,266291,534917,1177552,140,53,87
SD,2002,SD2002,SD4,-0.052,0.540,-0.037,0.441,-0.012,0.357,374980,288270,579683,1326501,140,45,95
SD,2004,SD2004,SD4,-0.052,0.540,-0.037,0.441,-0.012,0.357,374980,288270,579683,1326501,140,45,95
SD,2006,SD2006,SD4,-0.052,0.540,-0.037,0.441,-0.012,0.357,374980,288270,579683,1326501,140,45,95
SD,2008,SD2008,SD4,-0.052,0.540,-0.037,0.441,-0.012,0.357,374980,288270,579683,1326501,140,45,95
SD,2010,SD2010,SD4,-0.052,0.540,-0.037,0.441,-0.012,0.357,374980,288270,579683,1326501,140,45,95
SD,2012,SD2012,SD5,-0.103,0.845,-0.026,0.310,-0.011,0.300,294190,189622,377333,967625,105,19,86
SD,2014,SD2014,SD5,-0.103,0.845,-0.026,0.310,-0.011,0.300,294190,189622,377333,967625,105,19,86
SD,2016,SD2016,SD5,-0.103,0.845,-0.026,0.310,-0.011,0.300,294190,189622,377333,967625,105,19,86
SD,2018,SD2018,SD5,-0.103,0.845,-0.026,0.310,-0.011,0.300,294190,189622,377333,967625,105,19,86
TN,1972,TN1972,TN1,0.047,0.502,0.055,0.624,0.031,0.723,717470,843557,1727586,3122053,96,63,33
TN,1974,TN1974,TN1,0.047,0.502,0.055,0.624,0.031,0.723,717470,843557,1727586,3122053,96,63,33
TN,1976,TN1976,TN1,0.047,0.502,0.055,0.624,0.031,0.723,717470,843557,1727586,3122053,96,63,33
TN,1978,TN1978,TN1,0.047,0.502,0.055,0.624,0.031,0.723,717470,843557,1727586,3122053,96,63,33
TN,1980,TN1980,TN1.1,0.147,0.948,0.077,0.746,0.027,0.629,229734,383073,599183,1225616,32,20,12
TN,1982,TN1982,TN2,0.086,0.737,0.041,0.479,0.032,0.732,913321,1335557,2454024,4497756,132,90,42
TN,1984,TN1984,TN2,0.086,0.737,0.041,0.479,0.032,0.732,913321,1335557,2454024,4497756,132,90,42
TN,1986,TN1986,TN2,0.086,0.737,0.041,0.479,0.032,0.732,913321,1335557,2454024,4497756,132,90,42
TN,1988,TN1988,TN2,0.086,0.737,0.041,0.479,0.032,0.732,913321,1335557,2454024,4497756,132,90,42
TN,1990,TN1990,TN2,0.086,0.737,0.041,0.479,0.032,0.732,913321,1335557,2454024,4497756,132,90,42
TN,1992,TN1992,TN3,0.021,0.225,-0.021,0.263,-0.003,0.108,1319854,1586528,2984509,5812764,132,72,60
TN,1994,TN1994,TN3,0.021,0.225,-0.021,0.263,-0.003,0.108,1319854,1586528,2984509,5812764,132,72,60
TN,1996,TN1996,TN3,0.021,0.225,-0.021,0.263,-0.003,0.108,1319854,1586528,2984509,5812764,132,72,60
TN,1998,TN1998,TN3,0.021,0.225,-0.021,0.263,-0.003,0.108,1319854,1586528,2984509,5812764,132,72,60
TN,2000,TN2000,TN3,0.021,0.225,-0.021,0.263,-0.003,0.108,1319854,1586528,2984509,5812764,132,72,60
TN,2002,TN2002,TN4,0.009,0.070,-0.048,0.554,-0.019,0.512,2004300,2010560,3771560,8029721,132,59,73
TN,2004,TN2004,TN4,0.009,0.070,-0.048,0.554,-0.019,0.512,2004300,2010560,3771560,8029721,132,59,73
TN,2006,TN2006,TN4,0.009,0.070,-0.048,0.554,-0.019,0.512,2004300,2010560,3771560,8029721,132,59,73
TN,2008,TN2008,TN4,0.009,0.070,-0.048,0.554,-0.019,0.512,2004300,2010560,3771560,8029721,132,59,73
TN,2010,TN2010,TN4,0.009,0.070,-0.048,0.554,-0.019,0.512,2004300,2010560,3771560,8029721,132,59,73
TN,2012,TN2012,TN5,-0.119,0.892,-0.192,1.000,-0.058,0.920,1919340,1045917,2295674,5930515,99,15,84
TN,2014,TN2014,TN5,-0.119,0.892,-0.192,1.000,-0.058,0.920,1919340,1045917,2295674,5930515,99,15,84
TN,2016,TN2016,TN5,-0.119,0.892,-0.192,1.000,-0.058,0.920,1919340,1045917,2295674,5930515,99,15,84
TN,2018,TN2018,TN5,-0.119,0.892,-0.192,1.000,-0.058,0.920,1919340,1045917,2295674,5930515,99,15,84
TX,1972,TX1972,TX1,0.141,0.930,0.106,0.906,0.028,0.657,2254555,3486706,7025443,11482522,124,108,16
TX,1974,TX1974,TX1,0.141,0.930,0.106,0.906,0.028,0.657,2254555,3486706,7025443,11482522,124,108,16
TX,1976,TX1976,TX1,0.141,0.930,0.106,0.906,0.028,0.657,2254555,3486706,7025443,11482522,124,108,16
TX,1978,TX1978,TX1,0.141,0.930,0.106,0.906,0.028,0.657,2254555,3486706,7025443,11482522,124,108,16
TX,1980,TX1980,TX1,0.141,0.930,0.106,0.906,0.028,0.657,2254555,3486706,7025443,11482522,124,108,16
TX,1982,TX1982,TX2,0.129,0.906,0.011,0.150,-0.003,0.103,2977991,4792616,8905540,15541214,124,96,28
TX,1984,TX1984,TX2,0.129,0.906,0.011,0.150,-0.003,0.103,2977991,4792616,8905540,15541214,124,96,28
TX,1986,TX1986,TX2,0.129,0.906,0.011,0.150,-0.003,0.103,2977991,4792616,8905540,15541214,124,96,28
TX,1988,TX1988,TX2,0.129,0.906,0.011,0.150,-0.003,0.103,2977991,4792616,8905540,15541214,124,96,28
TX,1990,TX1990,TX2,0.129,0.906,0.011,0.150,-0.003,0.103,2977991,4792616,8905540,15541214,124,96,28
TX,1992,TX1992,TX3,-0.016,0.169,-0.049,0.568,-0.028,0.676,2978020,2710705,5700842,11377450,93,47,46
TX,1996,TX1996,TX3,-0.016,0.169,-0.049,0.568,-0.028,0.676,2978020,2710705,5700842,11377450,93,47,46
TX,1998,TX1998,TX3,-0.016,0.169,-0.049,0.568,-0.028,0.676,2978020,2710705,5700842,11377450,93,47,46
TX,2000,TX2000,TX3,-0.016,0.169,-0.049,0.568,-0.028,0.676,2978020,2710705,5700842,11377450,93,47,46
TX,2002,TX2002,TX4,-0.018,0.211,-0.100,0.883,-0.064,0.934,6140170,5286320,10247138,22852980,124,47,77
TX,2004,TX2004,TX4,-0.018,0.211,-0.100,0.883,-0.064,0.934,6140170,5286320,10247138,22852980,124,47,77
TX,2006,TX2006,TX4,-0.018,0.211,-0.100,0.883,-0.064,0.934,6140170,5286320,10247138,22852980,124,47,77
TX,2008,TX2008,TX4,-0.018,0.211,-0.100,0.883,-0.064,0.934,6140170,5286320,10247138,22852980,124,47,77
TX,2010,TX2010,TX4,-0.018,0.211,-0.100,0.883,-0.064,0.934,6140170,5286320,10247138,22852980,124,47,77
TX,2012,TX2012,TX5,-0.037,0.394,-0.089,0.812,-0.059,0.925,5910191,4761477,9866770,21343335,93,35,58
TX,2014,TX2014,TX5,-0.037,0.394,-0.089,0.812,-0.059,0.925,5910191,4761477,9866770,21343335,93,35,58
TX,2016,TX2016,TX5,-0.037,0.394,-0.089,0.812,-0.059,0.925,5910191,4761477,9866770,21343335,93,35,58
TX,2018,TX2018,TX5,-0.037,0.394,-0.089,0.812,-0.059,0.925,5910191,4761477,9866770,21343335,93,35,58
UT,1972,UT1972,UT1,0.003,0.019,-0.002,0.042,-0.001,0.019,451393,434746,799110,1772278,116,47,69
UT,1974,UT1974,UT1,0.003,0.019,-0.002,0.042,-0.001,0.019,451393,434746,799110,1772278,116,47,69
UT,1976,UT1976,UT1,0.003,0.019,-0.002,0.042,-0.001,0.019,451393,434746,799110,1772278,116,47,69
UT,1978,UT1978,UT1,0.003,0.019,-0.002,0.042,-0.001,0.019,451393,434746,799110,1772278,116,47,69
UT,1980,UT1980,UT1,0.003,0.019,-0.002,0.042,-0.001,0.019,451393,434746,799110,1772278,116,47,69
UT,1982,UT1982,UT2,-0.116,0.883,-0.020,0.244,0.008,0.211,632620,380153,897985,2025547,116,32,84
UT,1984,UT1984,UT2,-0.116,0.883,-0.020,0.244,0.008,0.211,632620,380153,897985,2025547,116,32,84
UT,1986,UT1986,UT2,-0.116,0.883,-0.020,0.244,0.008,0.211,632620,380153,897985,2025547,116,32,84
UT,1988,UT1988,UT2,-0.116,0.883,-0.020,0.244,0.008,0.211,632620,380153,897985,2025547,116,32,84
UT,1990,UT1990,UT2,-0.116,0.883,-0.020,0.244,0.008,0.211,632620,380153,897985,2025547,116,32,84
UT,1992,UT1992,UT3,0.018,0.216,0.003,0.047,0.001,0.028,595629,563483,940242,2318225,116,38,78
UT,1994,UT1994,UT3,0.018,0.216,0.003,0.047,0.001,0.028,595629,563483,940242,2318225,116,38,78
UT,1996,UT1996,UT3,0.018,0.216,0.003,0.047,0.001,0.028,595629,563483,940242,2318225,116,38,78
UT,1998,UT1998,UT3,0.018,0.216,0.003,0.047,0.001,0.028,595629,563483,940242,2318225,116,38,78
UT,2000,UT2000,UT3,0.018,0.216,0.003,0.047,0.001,0.028,595629,563483,940242,2318225,116,38,78
UT,2002,UT2002,UT4,-0.032,0.343,-0.059,0.676,-0.033,0.751,758789,613160,1021468,2743897,108,23,85
UT,2004,UT2004,UT4,-0.032,0.343,-0.059,0.676,-0.033,0.751,758789,613160,1021468,2743897,108,23,85
UT,2006,UT2006,UT4,-0.032,0.343,-0.059,0.676,-0.033,0.751,758789,613160,1021468,2743897,108,23,85
UT,2008,UT2008,UT4,-0.032,0.343,-0.059,0.676,-0.033,0.751,758789,613160,1021468,2743897,108,23,85
UT,2010,UT2010,UT4,-0.032,0.343,-0.059,0.676,-0.033,0.751,758789,613160,1021468,2743897,108,23,85
UT,2012,UT2012,UT5,-0.014,0.141,-0.117,0.934,-0.054,0.897,717915,607243,918544,2650315,87,15,72
UT,2014,UT2014,UT5,-0.014,0.141,-0.117,0.934,-0.054,0.897,717915,607243,918544,2650315,87,15,72
UT,2016,UT2016,UT5,-0.014,0.141,-0.117,0.934,-0.054,0.897,717915,607243,918544,2650315,87,15,72
UT,2018,UT2018,UT5,-0.014,0.141,-0.117,0.934,-0.054,0.897,717915,607243,918544,2650315,87,15,72
VA,1971,VA1971,VA0,0.146,0.944,0.040,0.465,0.016,0.427,374992,683860,1246519,2117705,80,66,14
VA,1975,VA1975,VA0,0.146,0.944,0.040,0.465,0.016,0.427,374992,683860,1246519,2117705,80,66,14
VA,1979,VA1979,VA0,0.146,0.944,0.040,0.465,0.016,0.427,374992,683860,1246519,2117705,80,66,14
VA,1983,VA1983,VA2,0.094,0.798,0.088,0.793,0.031,0.718,545593,803595,1589121,2698377,80,62,18
VA,1987,VA1987,VA2,0.094,0.798,0.088,0.793,0.031,0.718,545593,803595,1589121,2698377,80,62,18
VA,1991,VA1991,VA2.1,-0.025,0.272,-0.020,0.258,-0.009,0.254,774239,712594,1485994,2973666,80,38,42
VA,1995,VA1995,VA2.1,-0.025,0.272,-0.020,0.258,-0.009,0.254,774239,712594,1485994,2973666,80,38,42
VA,1999,VA1999,VA2.1,-0.025,0.272,-0.020,0.258,-0.009,0.254,774239,712594,1485994,2973666,80,38,42
VA,2003,VA2003,VA4,-0.065,0.615,-0.045,0.516,-0.028,0.662,820628,635263,1500229,2911783,80,37,43
VA,2007,VA2007,VA4,-0.065,0.615,-0.045,0.516,-0.028,0.662,820628,635263,1500229,2911783,80,37,43
VA,2011,VA2011,VA4.1,0.023,0.239,0.007,0.080,0.000,0.009,387154,380496,731042,1535300,40,19,21
VA,2015,VA2015,VA4.1,0.023,0.239,0.007,0.080,0.000,0.009,387154,380496,731042,1535300,40,19,21
WA,1972,WA1972,WA1,0.030,0.324,-0.009,0.108,-0.003,0.070,1147467,1335367,2612286,4965669,196,115,81
WA,1974,WA1974,WA1,0.030,0.324,-0.009,0.108,-0.003,0.070,1147467,1335367,2612286,4965669,196,115,81
WA,1976,WA1976,WA1,0.030,0.324,-0.009,0.108,-0.003,0.070,1147467,1335367,2612286,4965669,196,115,81
WA,1978,WA1978,WA1,0.030,0.324,-0.009,0.108,-0.003,0.070,1147467,1335367,2612286,4965669,196,115,81
WA,1980,WA1980,WA1,0.030,0.324,-0.009,0.108,-0.003,0.070,1147467,1335367,2612286,4965669,196,115,81
WA,1982,WA1982,WA2,-0.036,0.385,-0.013,0.178,0.005,0.136,1705260,1407980,3256745,6226481,196,100,96
WA,1984,WA1984,WA2,-0.036,0.385,-0.013,0.178,0.005,0.136,1705260,1407980,3256745,6226481,196,100,96
WA,1986,WA1986,WA2,-0.036,0.385,-0.013,0.178,0.005,0.136,1705260,1407980,3256745,6226481,196,100,96
WA,1988,WA1988,WA2,-0.036,0.385,-0.013,0.178,0.005,0.136,1705260,1407980,3256745,6226481,196,100,96
WA,1990,WA1990,WA2,-0.036,0.385,-0.013,0.178,0.005,0.136,1705260,1407980,3256745,6226481,196,100,96
WA,1992,WA1992,WA3,-0.018,0.202,-0.057,0.648,-0.015,0.399,2026074,1915688,4054087,7883523,196,100,96
WA,1994,WA1994,WA3,-0.018,0.202,-0.057,0.648,-0.015,0.399,2026074,1915688,4054087,7883523,196,100,96
WA,1996,WA1996,WA3,-0.018,0.202,-0.057,0.648,-0.015,0.399,2026074,1915688,4054087,7883523,196,100,96
WA,1998,WA1998,WA3,-0.018,0.202,-0.057,0.648,-0.015,0.399,2026074,1915688,4054087,7883523,196,100,96
WA,2000,WA2000,WA3,-0.018,0.202,-0.057,0.648,-0.015,0.399,2026074,1915688,4054087,7883523,196,100,96
WA,2002,WA2002,WA4,0.030,0.305,-0.010,0.122,-0.003,0.094,2355122,2548731,5225853,9807706,196,117,79
WA,2004,WA2004,WA4,0.030,0.305,-0.010,0.122,-0.003,0.094,2355122,2548731,5225853,9807706,196,117,79
WA,2006,WA2006,WA4,0.030,0.305,-0.010,0.122,-0.003,0.094,2355122,2548731,5225853,9807706,196,117,79
WA,2008,WA2008,WA4,0.030,0.305,-0.010,0.122,-0.003,0.094,2355122,2548731,5225853,9807706,196,117,79
WA,2010,WA2010,WA4,0.030,0.305,-0.010,0.122,-0.003,0.094,2355122,2548731,5225853,9807706,196,117,79
WA,2012,WA2012,WA5,0.010,0.103,-0.028,0.329,-0.016,0.446,2027632,2053358,4192209,8161980,147,78,69
WA,2014,WA2014,WA5,0.010,0.103,-0.028,0.329,-0.016,0.446,2027632,2053358,4192209,8161980,147,78,69
WA,2016,WA2016,WA5,0.010,0.103,-0.028,0.329,-0.016,0.446,2027632,2053358,4192209,8161980,147,78,69
WA,2018,WA2018,WA5,0.010,0.103,-0.028,0.329,-0.016,0.446,2027632,2053358,4192209,8161980,147,78,69
WI,1972,WI1972,WI1,0.020,0.221,-0.030,0.343,-0.012,0.352,1645419,1632845,3625176,6556528,132,83,49
WI,1974,WI1974,WI1,0.020,0.221,-0.030,0.343,-0.012,0.352,1645419,1632845,3625176,6556528,132,83,49
WI,1976,WI1976,WI1,0.020,0.221,-0.030,0.343,-0.012,0.352,1645419,1632845,3625176,6556528,132,83,49
WI,1978,WI1978,WI1,0.020,0.221,-0.030,0.343,-0.012,0.352,1645419,1632845,3625176,6556528,132,83,49
WI,1980,WI1980,WI1,0.020,0.221,-0.030,0.343,-0.012,0.352,1645419,1632845,3625176,6556528,132,83,49
WI,1982,WI1982,WI2,0.067,0.643,0.035,0.418,0.023,0.592,1329114,1825449,3307673,6309127,132,82,50
WI,1984,WI1984,WI2,0.067,0.643,0.035,0.418,0.023,0.592,1329114,1825449,3307673,6309127,132,82,50
WI,1986,WI1986,WI2,0.067,0.643,0.035,0.418,0.023,0.592,1329114,1825449,3307673,6309127,132,82,50
WI,1988,WI1988,WI2,0.067,0.643,0.035,0.418,0.023,0.592,1329114,1825449,3307673,6309127,132,82,50
WI,1990,WI1990,WI2,0.067,0.643,0.035,0.418,0.023,0.592,1329114,1825449,3307673,6309127,132,82,50
WI,1992,WI1992,WI3,0.047,0.498,-0.012,0.164,-0.001,0.042,1763587,2225312,3863190,7977798,132,68,64
WI,1994,WI1994,WI3,0.047,0.498,-0.012,0.164,-0.001,0.042,1763587,2225312,3863190,7977798,132,68,64
WI,1996,WI1996,WI3,0.047,0.498,-0.012,0.164,-0.001,0.042,1763587,2225312,3863190,7977798,132,68,64
WI,1998,WI1998,WI3,0.047,0.498,-0.012,0.164,-0.001,0.042,1763587,2225312,3863190,7977798,132,68,64
WI,2000,WI2000,WI3,0.047,0.498,-0.012,0.164,-0.001,0.042,1763587,2225312,3863190,7977798,132,68,64
WI,2002,WI2002,WI4,-0.052,0.549,-0.048,0.549,-0.018,0.493,2740484,2167408,5092174,9815784,132,64,68
WI,2004,WI2004,WI4,-0.052,0.549,-0.048,0.549,-0.018,0.493,2740484,2167408,5092174,9815784,132,64,68
WI,2006,WI2006,WI4,-0.052,0.549,-0.048,0.549,-0.018,0.493,2740484,2167408,5092174,9815784,132,64,68
WI,2008,WI2008,WI4,-0.052,0.549,-0.048,0.549,-0.018,0.493,2740484,2167408,5092174,9815784,132,64,68
WI,2010,WI2010,WI4,-0.052,0.549,-0.048,0.549,-0.018,0.493,2740484,2167408,5092174,9815784,132,64,68
WI,2012,WI2012,WI5,-0.088,0.751,-0.126,0.953,-0.051,0.878,2335185,1616702,3922774,7903774,99,40,59
WI,2014,WI2014,WI5,-0.088,0.751,-0.126,0.953,-0.051,0.878,2335185,1616702,3922774,7903774,99,40,59
WI,2016,WI2016,WI5,-0.088,0.751,-0.126,0.953,-0.051,0.878,2335185,1616702,3922774,7903774,99,40,59
WI,2018,WI2018,WI5,-0.088,0.751,-0.126,0.953,-0.051,0.878,2335185,1616702,3922774,7903774,99,40,59
WY,1992,WY1992,WY3,-0.083,0.714,-0.036,0.437,-0.013,0.380,227752,153294,342550,762091,120,38,82
WY,1994,WY1994,WY3,-0.083,0.714,-0.036,0.437,-0.013,0.380,227752,153294,342550,762091,120,38,82
WY,1996,WY1996,WY3,-0.083,0.714,-0.036,0.437,-0.013,0.380,227752,153294,342550,762091,120,38,82
WY,1998,WY1998,WY3,-0.083,0.714,-0.036,0.437,-0.013,0.380,227752,153294,342550,762091,120,38,82
WY,2000,WY2000,WY3,-0.083,0.714,-0.036,0.437,-0.013,0.380,227752,153294,342550,762091,120,38,82
WY,2002,WY2002,WY4,-0.060,0.582,-0.033,0.394,-0.016,0.437,245744,182425,328988,856337,120,25,95
WY,2004,WY2004,WY4,-0.060,0.582,-0.033,0.394,-0.016,0.437,245744,182425,328988,856337,120,25,95
WY,2006,WY2006,WY4,-0.060,0.582,-0.033,0.394,-0.016,0.437,245744,182425,328988,856337,120,25,95
WY,2008,WY2008,WY4,-0.060,0.582,-0.033,0.394,-0.016,0.437,245744,182425,328988,856337,120,25,95
WY,2010,WY2010,WY4,-0.060,0.582,-0.033,0.394,-0.016,0.437,245744,182425,328988,856337,120,25,95
WY,2012,WY2012,WY5,-0.015,0.155,-0.073,0.732,-0.028,0.653,154184,144196,186625,596762,90,10,80
WY,2014,WY2014,WY5,-0.015,0.155,-0.073,0.732,-0.028,0.653,154184,144196,186625,596762,90,10,80
