shape_id,county_name,precinct_id,sen_red,sen_blue,con_districts,con_contested,con_red_votes,con_blue_votes,sldu_districts,sldu_contested,sldu_red_votes,sldu_blue_votes,sldl_districts,sldl_contested,sldl_red_votes,sldl_blue_votes,population,white_pop,black_pop,asian_pop,hispanic_pop,other_pop,median_age,median_income,education_pop,school_pop,diploma_pop,college_pop,graduate_pop,area_km2,con_imputed,sldu_imputed,sldl_imputed
2368,ALAMANCE,01,1071,295,2,Yes,1109,313,24,No,1073,349,64,No,1106,320,5259,4918,148,0,85,108,42,44870,3679,727,1518,1278,156,129,No,Yes,Yes
2366,ALAMANCE,02,1246,313,6,Yes,1285,314,24,No,1245,364,64,No,1268,332,5274,4479,273,216,203,102,41,49485,3525,601,1318,1361,245,77,No,Yes,Yes
2361,ALAMANCE,035,920,434,6,Yes,955,431,24,No,911,476,64,No,912,437,7191,5448,819,96,624,204,27,41560,3624,684,1173,1591,176,27,No,Yes,Yes
2374,ALAMANCE,03C,943,455,6,Yes,979,447,24,No,957,467,63064,"No,Yes",963,438,3236,2835,184,46,127,44,46,67658,2237,133,557,1167,381,5,No,Yes,Yes
2723,ALAMANCE,03N,862,586,6,Yes,881,582,24,No,872,591,64,No,877,552,4764,4182,361,116,85,20,37,67101,2792,92,691,1508,501,5,No,Yes,Yes
2372,ALAMANCE,03N2,201,267,6,Yes,213,262,24,No,213,266,64,No,217,254,498,463,14,5,13,3,56,75701,390,16,78,197,99,1,No,Yes,Yes
2363,ALAMANCE,03S,1388,906,6,Yes,1453,894,24,No,1398,947,64,No,1409,888,6365,4499,475,761,517,113,39,52033,4459,551,1104,2306,497,21,No,Yes,Yes
2373,ALAMANCE,03W,738,396,6,Yes,754,412,24,No,753,400,64,No,758,377,2708,2430,129,33,86,29,48,68038,1895,127,408,945,415,6,No,Yes,Yes
2357,ALAMANCE,04,1287,396,6,Yes,1339,402,24,No,1286,442,64,No,1304,407,6221,5387,392,27,347,68,39,51946,4158,636,1405,1914,203,94,No,Yes,Yes
2356,ALAMANCE,05,853,251,6,Yes,895,246,24,No,849,294,64,No,868,277,4161,3263,458,13,323,105,45,43210,3048,599,1262,1055,132,88,No,Yes,Yes
10,ALAMANCE,063,354,549,4,Yes,350,563,24,No,347,571,63064,"No,Yes",350,552,3975,1368,1289,42,1215,62,35,33269,2469,724,966,723,56,6,No,Yes,Yes
15,ALAMANCE,064,1169,686,6,Yes,1208,692,24,No,1171,737,63,Yes,1211,650,6533,4183,473,55,1722,99,38,50348,4377,624,1564,1948,240,17,No,Yes,No
9,ALAMANCE,06E,423,432,6,Yes,468,416,24,No,418,460,63,Yes,447,430,2527,1453,499,46,454,75,38,36251,1651,283,579,659,130,6,No,Yes,No
7,ALAMANCE,06N,231,466,4,Yes,237,469,24,No,224,494,63,Yes,264,444,4123,1773,1203,22,880,245,36,25092,2652,747,1146,702,56,4,No,Yes,No
2364,ALAMANCE,06S,695,418,6,Yes,747,434,24,No,688,458,63,Yes,739,403,4353,3037,807,17,347,144,39,34966,3073,549,1117,1228,179,13,No,Yes,No
137,ALAMANCE,06W,181,182,6,Yes,193,181,24,No,175,197,63064,"No,Yes",176,189,1777,795,541,9,368,65,31,24479,1039,289,421,322,7,2,No,Yes,Yes
2365,ALAMANCE,07,1029,312,6,Yes,1043,320,24,No,1027,359,64,No,1043,332,3942,3371,301,40,194,37,42,44530,2778,452,1041,1116,170,54,No,Yes,Yes
2367,ALAMANCE,08N,689,413,6,Yes,723,424,24,No,690,449,64,No,710,424,3847,3374,245,11,157,61,41,47659,2749,393,1059,1135,162,87,No,Yes,Yes
2369,ALAMANCE,08S,440,195,6,Yes,455,201,24,No,440,215,64,No,454,202,2877,2521,180,0,129,47,41,51014,2090,260,837,854,140,83,No,Yes,Yes
89,ALAMANCE,09N,505,345,6,Yes,523,350,24,No,508,365,63,Yes,529,334,1784,1369,167,12,182,53,43,51710,1276,200,435,567,75,14,No,Yes,No
87,ALAMANCE,09S,1028,675,6,Yes,1058,703,24,No,1028,710,63,Yes,1055,675,6724,4901,940,41,687,156,43,53404,4898,857,1783,1903,355,75,No,Yes,No
2371,ALAMANCE,103,784,342,6,Yes,809,347,24,No,779,371,63,Yes,782,345,4760,3239,626,11,660,225,39,48517,3241,485,1119,1476,161,31,No,Yes,No
2355,ALAMANCE,10N,963,605,6,Yes,1004,615,24,No,966,642,63,Yes,987,601,3645,2714,480,4,402,45,40,49768,2627,330,842,1277,179,20,No,Yes,No
14,ALAMANCE,10S,1261,1354,6,Yes,1345,1334,24,No,1254,1397,63,Yes,1313,1328,9518,6310,2215,118,561,314,36,48942,6203,459,2127,3023,595,22,No,Yes,No
13,ALAMANCE,11,533,778,4,Yes,532,784,24,No,531,800,63,Yes,552,752,4944,2998,1419,59,293,174,45,46801,3529,545,1437,1280,268,113,No,Yes,No
8,ALAMANCE,1210,358,309,6,Yes,389,310,24,No,353,329,63,Yes,386,295,1294,658,445,59,120,12,37,33460,835,111,281,409,34,3,No,Yes,No
2360,ALAMANCE,124,491,391,6,Yes,505,397,24,No,497,407,63,Yes,503,390,1902,1462,198,29,161,52,48,45733,1419,129,315,772,203,3,No,Yes,No
12,ALAMANCE,125,595,325,6,Yes,646,311,24,No,593,349,63,Yes,606,320,2104,1436,401,36,160,71,42,44983,1505,195,454,745,111,3,No,Yes,No
2359,ALAMANCE,126,670,416,6,Yes,679,409,24,No,686,421,63,Yes,658,444,2156,1896,122,29,63,45,53,64416,1721,94,329,987,312,3,No,Yes,No
2358,ALAMANCE,127,318,1137,4,Yes,326,1110,24,No,306,1145,64,No,304,1115,8435,2365,3866,3,1799,401,35,30927,5357,1471,2161,1563,162,14,No,Yes,Yes
16,ALAMANCE,128,181,408,4,Yes,188,415,24,No,177,423,64,No,180,407,3356,1629,958,29,626,114,35,28207,2118,428,747,845,97,3,No,Yes,Yes
2362,ALAMANCE,129,535,253,6,Yes,563,245,24,No,522,275,63,Yes,555,237,5161,3116,1291,195,474,84,39,38220,3453,541,1234,1509,170,17,No,Yes,No
138,ALAMANCE,12E,180,271,4,Yes,174,272,24,No,174,284,64,No,176,277,3184,1214,1081,30,781,79,36,25374,2164,753,880,483,47,3,No,Yes,Yes
11,ALAMANCE,12N,129,1163,4,Yes,152,1111,24,No,126,1181,64,No,130,1150,4683,1315,2071,25,1121,151,36,30853,3009,796,1217,934,63,7,No,Yes,Yes
88,ALAMANCE,12S,94,258,4,Yes,95,253,24,No,90,268,64,No,92,258,3077,1311,976,13,666,111,31,23904,1823,531,731,548,14,2,No,Yes,Yes
139,ALAMANCE,12W,457,481,6,Yes,476,484,24,No,453,509,63,Yes,462,492,2397,1327,548,15,424,83,39,32911,1663,227,519,767,150,3,No,Yes,No
2354,ALAMANCE,13,578,682,406,Yes,504,683,24,No,570,724,63,Yes,623,652,6454,3274,1668,24,1371,117,37,32591,4050,764,1751,1409,126,37,No,Yes,No
65,ALEXANDER,B1,998,318,5,Yes,1072,314,42,No,999,360,73,No,1023,332,3276,3073,108,1,60,35,43,55829,2443,248,1012,1018,165,26,No,Yes,Yes
66,ALEXANDER,B2,1149,380,5,Yes,1230,387,42,No,1151,429,73,No,1180,396,4003,3747,137,3,73,44,43,55457,2984,311,1242,1231,199,33,No,Yes,Yes
67,ALEXANDER,E,759,329,5,Yes,833,339,42,No,757,385,73,No,793,369,4123,3744,262,9,70,38,47,37932,3036,634,1519,757,127,117,No,Yes,Yes
68,ALEXANDER,G1,248,63,5,Yes,247,82,42,No,250,77,73,No,262,70,1420,1398,17,0,2,3,42,37822,972,203,450,293,25,65,No,Yes,Yes
69,ALEXANDER,G2,251,153,5,Yes,279,162,42,No,249,172,73,No,260,162,986,971,12,0,1,2,42,37777,673,141,312,204,17,45,No,Yes,Yes
70,ALEXANDER,L,399,108,5,Yes,429,117,42,No,399,133,73,No,414,122,1521,1486,8,0,26,0,45,38898,1110,228,540,291,50,67,No,Yes,Yes
71,ALEXANDER,M,474,193,5,Yes,533,190,42,No,477,233,73,No,506,224,3870,3210,190,0,407,63,41,33909,2551,527,1288,683,52,60,No,Yes,Yes
72,ALEXANDER,S1,593,216,5,Yes,642,269,42,No,593,257,73,No,620,240,2740,2361,114,0,229,37,41,34701,1820,377,903,501,39,60,No,Yes,Yes
73,ALEXANDER,S2,243,135,5,Yes,259,143,42,No,240,154,73,No,249,145,845,701,42,0,89,14,41,33917,557,115,281,149,11,13,No,Yes,Yes
74,ALEXANDER,SL,335,91,5,Yes,350,93,42,No,334,112,73,No,345,102,1208,1183,9,0,15,1,44,38630,865,179,415,237,35,54,No,Yes,Yes
75,ALEXANDER,T1,419,109,5,Yes,452,129,42,No,420,131,73,No,439,122,3030,2416,248,137,128,100,38,44697,2077,483,990,536,68,33,No,Yes,Yes
100,ALEXANDER,T2,399,261,5,Yes,451,244,42,No,394,294,73,No,409,283,2111,1762,196,13,113,26,43,36769,1496,328,718,400,50,25,No,Yes,Yes
101,ALEXANDER,T3,347,184,5,Yes,409,174,42,No,343,211,73,No,355,203,1672,1367,162,10,109,24,43,36204,1173,257,567,312,36,14,No,Yes,Yes
102,ALEXANDER,T4,425,270,5,Yes,481,249,42,No,419,305,73,No,434,294,2173,1772,227,16,129,30,43,36546,1539,340,739,409,50,16,No,Yes,Yes
103,ALEXANDER,T5,298,96,5,Yes,321,103,42,No,297,113,73,No,307,106,1510,1210,131,55,70,43,39,42858,1043,240,498,271,34,15,No,Yes,Yes
104,ALEXANDER,W,588,182,5,Yes,634,204,42,No,586,214,73,No,605,198,2620,2083,206,133,105,93,37,45819,1788,419,851,459,59,29,No,Yes,Yes
45,ALLEGHANY,01,416,173,5,Yes,459,175,45,Yes,422,172,94,No,432,187,1823,1658,8,0,152,6,47,42379,1351,289,597,380,86,105,No,No,Yes
48,ALLEGHANY,02,103,36,5,Yes,115,40,45,Yes,109,40,94,No,108,39,593,572,1,0,18,2,54,40483,473,70,181,199,23,62,No,No,Yes
2416,ALLEGHANY,03,844,625,5,Yes,978,644,45,Yes,819,656,94,No,871,669,4322,3445,195,20,577,85,44,30787,3016,626,1222,1002,166,126,No,No,Yes
47,ALLEGHANY,04,509,172,5,Yes,514,231,45,Yes,473,198,94,No,531,182,1781,1620,8,0,147,6,47,42198,1320,285,581,370,83,102,No,No,Yes
2417,ALLEGHANY,05,174,126,5,Yes,191,127,45,Yes,170,120,94,No,180,132,712,687,2,0,21,2,54,40495,569,84,217,239,28,74,No,No,Yes
91,ALLEGHANY,06,221,127,5,Yes,250,129,45,Yes,229,116,94,No,228,134,757,730,2,0,23,2,54,40503,604,90,231,254,30,79,No,No,Yes
50,ALLEGHANY,07,229,97,5,Yes,260,94,45,Yes,230,96,94,No,235,106,961,845,23,2,80,11,49,35636,716,129,283,267,37,62,No,No,Yes
84,ANSON,ANS,174,296,8,Yes,224,262,25,Yes,183,307,55,Yes,171,314,1778,878,842,27,7,24,43,31837,1299,204,700,366,30,172,No,No,No
83,ANSON,BURN,340,191,8,Yes,385,158,25,Yes,336,202,55,Yes,332,210,3191,1841,1127,86,73,64,38,43106,2288,397,1195,644,52,127,No,No,No
85,ANSON,GULL,139,303,8,Yes,171,280,25,Yes,140,312,55,Yes,144,304,1546,476,947,0,123,0,39,28554,994,321,418,241,14,134,No,No,No
78,ANSON,LILE,331,719,8,Yes,393,674,25,Yes,309,755,55,Yes,330,740,3112,1743,1291,1,16,61,46,35199,2325,430,1281,566,49,286,No,No,No
82,ANSON,MM,92,448,8,Yes,116,426,25,Yes,84,456,55,Yes,93,442,1294,398,792,0,103,0,39,28559,831,268,350,202,12,112,No,No,No
76,ANSON,PEAC,313,190,8,Yes,368,145,25,Yes,301,205,55,Yes,305,210,2296,1322,813,62,52,46,38,43076,1647,286,860,463,38,91,No,No,No
86,ANSON,POLK,159,185,8,Yes,190,162,25,Yes,149,194,55,Yes,148,205,1595,918,565,43,36,32,38,43069,1144,199,598,321,26,64,No,No,No
79,ANSON,W1,222,690,8,Yes,277,655,25,Yes,217,715,55,Yes,235,699,2995,823,2068,8,89,6,39,32593,2012,495,877,574,66,113,No,No,No
80,ANSON,W2,165,455,8,Yes,215,415,25,Yes,152,473,55,Yes,171,463,3987,1743,1986,45,158,55,39,29914,2722,499,1173,872,178,75,No,No,No
81,ANSON,W3,370,604,8,Yes,478,510,25,Yes,315,671,55,Yes,373,617,2281,974,1159,23,95,30,39,29223,1551,290,660,497,103,45,No,No,No
77,ANSON,WS,69,68,8,Yes,77,64,25,Yes,67,70,55,Yes,70,73,2073,759,1153,12,139,9,39,31722,1366,393,608,344,22,158,No,No,No
1017,ASHE,02,271,114,5,Yes,277,151,45,Yes,275,139,93,Yes,254,172,2057,1921,17,5,91,25,45,32126,1538,367,601,490,81,75,No,No,No
1015,ASHE,03,154,37,5,Yes,163,39,45,Yes,152,42,93,Yes,156,47,1934,1857,10,7,37,23,48,42553,1485,215,603,553,115,74,No,No,No
1009,ASHE,04,82,57,5,Yes,91,62,45,Yes,83,66,93,Yes,77,73,738,719,2,4,4,9,52,52621,578,35,240,249,54,30,No,No,No
1041,ASHE,06,111,60,5,Yes,138,63,45,Yes,119,68,93,Yes,113,82,841,789,4,4,33,11,46,34839,614,118,246,223,29,47,No,No,No
1040,ASHE,07,81,65,5,Yes,80,74,45,Yes,77,68,93,Yes,74,75,767,745,3,2,7,9,47,31564,581,150,243,163,25,47,No,No,No
1043,ASHE,08,29,31,5,Yes,36,36,45,Yes,34,36,93,Yes,29,41,651,632,3,2,6,8,47,31688,492,125,201,145,21,36,No,No,No
2245,ASHE,09,513,323,5,Yes,577,344,45,Yes,529,349,93,Yes,488,412,4015,3468,47,7,443,51,45,34121,2920,610,1054,1112,144,85,No,No,No
1016,ASHE,10,55,27,5,Yes,60,32,45,Yes,56,32,93,Yes,59,33,346,338,0,0,4,3,48,31071,266,74,120,61,11,30,No,No,No
1038,ASHE,11,368,226,5,Yes,398,238,45,Yes,368,235,93,Yes,354,272,3241,2891,24,12,270,44,46,36358,2319,377,890,937,115,150,No,No,No
1014,ASHE,12,173,70,5,Yes,184,74,45,Yes,188,69,93,Yes,181,73,785,767,1,0,10,7,48,31095,603,167,272,137,25,68,No,No,No
1011,ASHE,13,219,113,5,Yes,244,124,45,Yes,237,126,93,Yes,217,148,1388,1274,9,5,83,17,48,41150,1030,145,404,414,66,58,No,No,No
1012,ASHE,14,343,184,5,Yes,377,189,45,Yes,371,190,93,Yes,333,230,1676,1613,9,7,28,20,49,46108,1294,144,522,518,110,58,No,No,No
1013,ASHE,15,212,70,5,Yes,227,86,45,Yes,218,77,93,Yes,218,86,1554,1415,7,7,103,22,46,37660,1103,150,439,459,55,97,No,No,No
1010,ASHE,16,361,171,5,Yes,376,184,45,Yes,374,177,93,Yes,358,197,2294,2231,8,11,17,27,51,51681,1792,122,741,764,165,92,No,No,No
1039,ASHE,17,211,71,5,Yes,229,83,45,Yes,220,78,93,Yes,212,86,903,868,5,4,15,12,46,32153,678,165,271,213,30,44,No,No,No
1042,ASHE,18,36,16,5,Yes,38,20,45,Yes,42,15,93,Yes,40,16,499,488,1,0,6,4,48,31071,383,106,173,87,16,43,No,No,No
2244,ASHE,20,467,276,5,Yes,503,308,45,Yes,510,271,93,Yes,457,340,3391,3096,35,7,211,42,44,33994,2521,532,942,891,155,70,No,No,No
55,AVERY,01,247,75,11,Yes,273,63,45,Yes,256,69,85,Yes,274,59,1740,1384,161,9,116,71,39,40061,1331,291,580,402,58,42,No,No,No
57,AVERY,02,436,198,11,Yes,451,194,45,Yes,437,198,85,Yes,456,179,2122,1924,73,13,72,40,42,45779,1411,226,442,573,170,72,No,No,No
56,AVERY,03,161,25,11,Yes,167,22,45,Yes,161,25,85,Yes,163,26,1127,1031,48,9,23,16,39,49204,700,107,217,290,87,35,No,No,No
63,AVERY,04,25,8,11,Yes,25,8,45,Yes,25,8,85,Yes,27,6,1594,1444,15,1,62,73,55,37579,1264,153,294,653,164,113,No,No,No
58,AVERY,05,94,6,11,Yes,95,8,45,Yes,97,6,85,Yes,93,4,757,679,9,3,46,21,45,34870,572,131,213,179,50,24,No,No,No
92,AVERY,06,160,30,11,Yes,167,27,45,Yes,160,29,85,Yes,169,29,653,613,7,6,8,19,43,34107,454,128,180,125,20,24,No,No,No
98,AVERY,07,63,5,11,Yes,67,8,45,Yes,67,10,85,Yes,72,5,219,204,1,2,5,7,45,30766,159,47,65,41,6,8,No,No,No
93,AVERY,08,123,16,11,Yes,116,17,45,Yes,111,19,85,Yes,117,12,478,427,12,2,28,10,43,41084,343,64,117,124,38,14,No,No,No
59,AVERY,09,112,7,11,Yes,122,7,45,Yes,111,11,85,Yes,118,10,350,316,4,2,18,10,45,33961,262,64,100,79,20,11,No,No,No
62,AVERY,10,202,60,11,Yes,225,58,45,Yes,221,51,85,Yes,221,56,2346,1863,219,12,156,96,39,40093,1794,392,784,541,76,57,No,No,No
99,AVERY,11,127,49,11,Yes,135,44,45,Yes,129,46,85,Yes,135,43,597,541,6,0,23,27,55,37584,473,57,110,245,61,42,No,No,No
54,AVERY,12,90,11,11,Yes,90,12,45,Yes,82,12,85,Yes,94,11,614,571,2,5,16,20,45,31172,449,129,181,118,20,22,No,No,No
95,AVERY,13,122,53,11,Yes,129,50,45,Yes,130,48,85,Yes,139,39,322,289,4,0,18,12,51,37338,253,38,71,113,31,18,No,No,No
94,AVERY,14,204,51,11,Yes,221,42,45,Yes,213,41,85,Yes,225,42,771,677,12,1,62,19,46,36964,594,117,210,202,65,22,No,No,No
97,AVERY,15,164,41,11,Yes,182,33,45,Yes,176,36,85,Yes,178,35,677,589,16,1,53,19,45,37317,521,103,188,177,53,20,No,No,No
96,AVERY,16,305,143,11,Yes,326,131,45,Yes,318,141,85,Yes,327,123,561,482,25,1,28,24,48,38627,438,70,138,188,41,29,No,No,No
64,AVERY,17,163,28,11,Yes,172,25,45,Yes,160,28,85,Yes,171,23,1280,1075,84,8,63,50,40,36886,961,238,416,272,35,36,No,No,No
60,AVERY,18,85,20,11,Yes,93,19,45,Yes,89,19,85,Yes,90,18,518,432,36,3,26,20,40,37228,389,95,169,111,15,14,No,No,No
61,AVERY,19,98,11,11,Yes,99,9,45,Yes,94,10,85,Yes,97,8,942,893,0,9,8,32,44,29200,675,217,285,159,14,36,No,No,No
37,BEAUFORT,AUROR,168,202,3,Yes,191,188,1,Yes,177,202,3,Yes,157,219,2136,1393,705,0,21,16,50,44903,1706,290,814,558,45,301,No,No,No
120,BEAUFORT,BEADM,432,78,3,Yes,498,47,1,Yes,436,106,6,Yes,388,148,3152,2240,739,0,105,69,40,45095,2146,331,810,879,125,47,No,No,No
112,BEAUFORT,BELHV,214,210,3,Yes,283,162,1,Yes,205,241,6,Yes,198,239,1654,871,555,0,223,5,41,34133,1116,300,439,333,44,137,No,No,No
110,BEAUFORT,BLCK,138,161,3,Yes,178,138,1,Yes,136,175,3,Yes,134,176,1597,1260,280,0,34,22,58,53539,1312,114,440,631,126,134,No,No,No
116,BEAUFORT,CHOCO,427,236,3,Yes,532,186,1,Yes,436,270,3,Yes,418,286,5780,3762,1571,3,384,59,39,38717,3892,638,1931,1218,104,213,No,No,No
121,BEAUFORT,EDWAR,184,163,3,Yes,207,150,1,Yes,180,170,3,Yes,161,193,1373,1037,294,0,25,17,56,51401,1120,120,415,497,89,135,No,No,No
113,BEAUFORT,GILEA,217,109,3,Yes,264,80,1,Yes,218,119,6,Yes,192,142,790,623,138,0,17,11,58,53582,649,56,217,313,63,66,No,No,No
2418,BEAUFORT,HB,230,45,3,Yes,281,32,1,Yes,229,77,6,Yes,188,115,1887,1372,372,3,129,12,44,39170,1305,235,526,475,69,127,No,No,No
38,BEAUFORT,NCRK,342,126,3,Yes,402,92,1,Yes,338,153,6,Yes,297,192,2011,1842,136,0,17,16,52,41056,1497,191,642,590,75,145,No,No,No
111,BEAUFORT,OLDF,185,153,3,Yes,233,134,1,Yes,191,169,6,Yes,156,204,1910,1368,359,0,163,20,39,48590,1238,161,508,516,52,107,No,No,No
118,BEAUFORT,PANTE,290,164,3,Yes,326,117,1,Yes,274,183,6,Yes,250,181,2445,1288,820,0,329,8,41,34133,1650,443,650,492,65,202,No,No,No
2419,BEAUFORT,PINET,277,53,3,Yes,336,28,1,Yes,277,77,6,Yes,243,114,3303,2280,699,1,293,30,40,45125,2175,344,882,852,96,198,No,No,No
115,BEAUFORT,PSJW3,56,258,1,Yes,58,252,1,Yes,63,246,3,Yes,63,236,2456,1118,935,0,372,31,46,29533,1579,304,577,541,158,8,No,No,No
36,BEAUFORT,RVRD,376,180,3,Yes,450,131,1,Yes,344,234,6,Yes,308,267,3250,2180,625,1,442,0,50,53682,2592,446,695,1251,200,13,No,No,No
122,BEAUFORT,SURBA,499,209,3,Yes,652,109,1,Yes,500,252,6,Yes,437,311,1740,1602,111,4,8,16,48,43302,1248,131,520,520,77,100,No,No,No
114,BEAUFORT,TCRK,460,199,3,Yes,580,134,1,Yes,467,227,6,Yes,392,304,2081,1489,392,0,178,23,39,48536,1348,176,554,562,57,116,No,No,No
109,BEAUFORT,WASH1,112,204,1,Yes,109,222,1,Yes,113,214,3006,Yes,88,217,1111,512,544,0,52,2,44,29702,799,164,315,243,77,3,No,No,No
117,BEAUFORT,WASH2,109,227,1,Yes,120,228,1,Yes,125,220,3,Yes,111,234,3115,1420,1542,0,149,4,44,29380,2242,463,885,677,217,8,No,No,No
119,BEAUFORT,WASH4,229,192,3,Yes,287,149,1,Yes,228,209,3006,Yes,116,189,2229,1047,831,0,322,29,45,30408,1439,274,527,498,140,9,No,No,No
124,BEAUFORT,WASHP,257,140,3,Yes,315,100,1,Yes,242,169,6,Yes,185,222,1635,1105,323,1,202,4,49,52613,1281,218,358,608,96,8,No,No,No
123,BEAUFORT,WDPD,328,115,3,Yes,391,77,1,Yes,299,159,6,Yes,262,196,1699,1446,203,4,24,22,44,44572,1178,133,469,499,78,65,No,No,No
39,BERTIE,C1,185,131,1,Yes,176,139,3,No,179,140,5,Yes,168,143,1359,686,645,0,6,22,45,31644,991,219,481,266,25,112,No,Yes,No
90,BERTIE,C2,102,258,1,Yes,90,271,3,No,99,266,5,Yes,82,277,1191,589,579,0,5,18,45,31913,863,188,419,234,22,98,No,Yes,No
53,BERTIE,IW,14,127,1,Yes,11,129,3,No,13,126,5,Yes,13,127,662,149,502,1,4,6,46,26612,469,124,244,97,5,98,No,Yes,No
44,BERTIE,M1,133,119,1,Yes,118,133,3,No,126,121,5,Yes,107,148,1439,563,861,0,5,9,43,34659,984,179,482,294,28,121,No,Yes,No
43,BERTIE,M2,92,209,1,Yes,88,224,3,No,90,215,5,Yes,85,228,592,219,368,0,2,3,43,35217,400,70,196,122,12,50,No,Yes,No
40,BERTIE,MH,99,136,1,Yes,101,138,3,No,86,125,5,Yes,97,133,3110,910,2013,33,112,42,45,28466,2292,662,911,645,73,209,No,Yes,No
52,BERTIE,RX,82,310,1,Yes,80,314,3,No,78,316,5,Yes,70,317,1082,265,799,2,6,10,45,27776,762,192,393,167,10,151,No,Yes,No
46,BERTIE,SN,33,164,1,Yes,30,167,3,No,30,155,5,Yes,32,164,1987,716,1254,0,7,10,43,34620,1346,244,664,401,38,176,No,Yes,No
42,BERTIE,W1,250,523,1,Yes,228,545,3,No,237,516,5,Yes,231,523,4508,1323,2917,48,160,60,45,28510,3320,956,1325,934,105,307,No,Yes,No
41,BERTIE,W2,214,32,1,Yes,195,53,3,No,208,39,5,Yes,193,48,727,272,423,5,17,11,45,29679,534,140,230,148,16,53,No,Yes,No
51,BERTIE,WD,29,204,1,Yes,21,212,3,No,26,196,5,Yes,22,208,1782,404,1347,3,11,17,46,26703,1263,332,655,261,14,263,No,Yes,No
49,BERTIE,WH,190,151,1,Yes,167,168,3,No,183,159,5,Yes,163,151,2101,1058,999,0,9,35,45,31609,1531,339,742,412,39,173,No,Yes,No
106,BLADEN,P10,109,113,7,Yes,124,107,8,Yes,116,118,22,Yes,75,156,1653,1008,508,1,86,49,44,31344,1152,215,511,374,51,73,No,No,No
131,BLADEN,P15,384,194,7,Yes,421,167,8,Yes,382,208,22,Yes,182,423,3229,1765,750,0,583,131,38,26075,2136,436,803,832,64,111,No,No,No
105,BLADEN,P201,187,79,7,Yes,206,75,8,Yes,196,91,22046,Yes,168,101,2498,1714,607,0,128,50,45,32305,1729,297,755,605,73,79,No,No,No
107,BLADEN,P202,225,155,7,Yes,260,154,8,Yes,233,187,46,Yes,192,228,2768,1898,676,0,141,53,45,32259,1916,329,836,670,81,87,No,No,No
125,BLADEN,P25,155,163,7,Yes,201,148,8,Yes,178,177,22,Yes,115,243,1013,387,504,2,56,63,43,28562,719,166,334,182,36,82,No,No,No
126,BLADEN,P30,36,183,7,Yes,43,182,8,Yes,42,185,22,Yes,29,196,2383,912,1182,6,132,151,43,28694,1691,392,784,429,86,192,No,No,No
132,BLADEN,P35,65,92,7,Yes,75,89,8,Yes,71,90,22,Yes,53,115,705,346,272,0,73,13,44,37613,504,115,208,153,29,85,No,No,No
108,BLADEN,P40,248,128,7,Yes,279,107,8,Yes,262,124,22,Yes,158,242,1726,1218,386,0,63,59,42,35738,1216,262,444,450,60,246,No,No,No
129,BLADEN,P45,108,56,7,Yes,116,54,8,Yes,107,65,22,Yes,76,100,805,568,180,0,30,28,42,35723,567,122,207,210,28,115,No,No,No
133,BLADEN,P501,203,340,7,Yes,226,316,8,Yes,213,338,22,Yes,128,431,3798,1688,1921,0,117,72,43,25682,2590,539,893,1062,97,86,No,No,No
134,BLADEN,P502,115,170,7,Yes,135,157,8,Yes,127,164,22,Yes,79,206,2937,1217,1578,0,81,61,43,25112,2005,428,683,819,75,72,No,No,No
136,BLADEN,P55,98,118,7,Yes,112,107,8,Yes,108,114,22,Yes,86,137,1407,992,315,0,51,48,42,35732,991,213,362,367,49,201,No,No,No
128,BLADEN,P60,203,274,7,Yes,215,270,8,Yes,199,293,22,Yes,132,363,3355,1858,721,0,635,140,38,26157,2215,451,839,860,66,118,No,No,No
135,BLADEN,P65,136,59,7,Yes,149,49,8,Yes,145,52,22,Yes,127,71,1391,981,311,0,51,48,42,35729,980,211,358,363,48,198,No,No,No
130,BLADEN,P70,64,76,7,Yes,80,65,8,Yes,64,78,22,Yes,44,103,957,554,306,0,73,24,43,36859,680,151,268,225,37,124,No,No,No
127,BLADEN,P75,89,225,7,Yes,104,219,8,Yes,100,226,22,Yes,70,255,2312,882,1151,6,129,145,43,28583,1640,380,762,415,83,187,No,No,No
2330,BLADEN,P80,178,117,7,Yes,204,105,8,Yes,191,119,22,Yes,149,162,1727,844,670,0,182,32,44,37642,1235,281,511,373,70,208,No,No,No
20,BRUNSWICK,01,264,340,7,Yes,279,342,8,Yes,312,328,18,No,265,344,2716,1683,699,16,207,111,39,42604,1805,281,720,739,65,108,No,No,Yes
28,BRUNSWICK,02,711,889,7,Yes,792,812,8,Yes,800,841,18,No,712,889,7015,4455,1404,50,736,369,38,45071,4631,717,1581,1993,340,85,No,No,Yes
31,BRUNSWICK,03,176,370,7,Yes,188,353,8,Yes,200,352,18,No,175,350,3489,1962,761,0,488,277,33,43856,2203,500,606,956,141,14,No,No,Yes
2251,BRUNSWICK,04A,1622,1439,7,Yes,1718,1328,8,Yes,1748,1375,17018,"No,Yes",1646,1395,7608,5715,1097,207,324,266,38,61473,5384,434,1495,2988,467,123,No,No,Yes
2701,BRUNSWICK,04B1,922,718,7,Yes,995,633,8,Yes,1009,680,18,No,938,714,1893,1488,201,24,140,40,52,57018,1538,173,374,758,233,11,No,No,Yes
2702,BRUNSWICK,04C1,595,524,7,Yes,637,478,8,Yes,613,520,18,No,603,520,1521,1081,219,13,146,62,45,52624,1141,165,288,544,144,7,No,No,Yes
