shape_id,county_name,precinct_id,sen_red,sen_blue,con_districts,con_contested,con_red_votes,con_blue_votes,sldu_districts,sldu_contested,sldu_red_votes,sldu_blue_votes,sldl_districts,sldl_contested,sldl_red_votes,sldl_blue_votes,population,white_pop,black_pop,asian_pop,hispanic_pop,other_pop,median_age,median_income,education_pop,school_pop,diploma_pop,college_pop,graduate_pop,area_km2,con_imputed,sldu_imputed,sldl_imputed
1277,CARTERET,HAIS,258,107,3,Yes,322,63,2,Yes,254,116,13,Yes,278,98,1609,1588,0,4,8,10,51,50013,1237,200,549,457,32,24,No,No,No
1276,CARTERET,IBSP,75,38,3,Yes,94,28,2,Yes,80,39,13,Yes,87,33,901,871,6,0,18,6,60,48411,717,33,223,371,90,3,No,No,No
2668,CARTERET,MASM,161,78,3,Yes,201,52,2,Yes,164,81,13,Yes,171,78,991,979,1,0,0,10,51,41316,791,131,350,261,49,24,No,No,No
1231,CARTERET,MCRK,147,26,3,Yes,166,26,2,Yes,155,39,13,Yes,152,42,531,466,0,1,21,42,44,42930,385,38,176,163,8,31,No,No,No
1221,CARTERET,MERR,105,64,3,Yes,133,48,2,Yes,107,65,13,Yes,110,64,591,537,46,2,1,5,46,51166,440,51,181,189,20,115,No,No,No
1233,CARTERET,MHD1,468,264,3,Yes,565,195,2,Yes,484,250,13,Yes,486,253,3462,2660,212,47,477,66,42,39810,2535,355,804,1192,184,9,No,No,No
1230,CARTERET,MHD2,432,272,3,Yes,541,201,2,Yes,451,279,13,Yes,463,277,3473,2588,454,123,213,94,45,42926,2661,292,1039,1159,170,5,No,No,No
2434,CARTERET,MHD3,645,321,3,Yes,779,217,2,Yes,654,339,13,Yes,669,325,4113,3463,435,18,137,60,44,54454,2970,247,949,1296,479,12,No,No,No
1275,CARTERET,MHD4,574,202,3,Yes,668,140,2,Yes,595,202,13,Yes,592,214,3331,3060,84,149,13,24,57,66880,2678,133,685,1381,479,8,No,No,No
1319,CARTERET,NPT1,515,207,3,Yes,617,163,2,Yes,545,223,13,Yes,539,232,5056,4274,299,185,122,176,43,39505,3657,379,1591,1480,208,59,No,No,No
1318,CARTERET,NPT2,484,115,3,Yes,562,77,2,Yes,520,109,13,Yes,519,117,4136,3194,203,43,485,210,39,46833,2784,329,1319,1062,74,65,No,No,No
1223,CARTERET,NRIV,64,125,3,Yes,84,110,2,Yes,68,127,13,Yes,66,128,2292,1828,365,0,47,52,46,63824,1770,281,458,915,115,53,No,No,No
2667,CARTERET,OTBE,408,124,3,Yes,491,78,2,Yes,435,125,13,Yes,427,131,2078,2043,12,0,0,22,51,41626,1656,270,728,555,103,49,No,No,No
1272,CARTERET,PELE,192,57,3,Yes,220,38,2,Yes,201,50,13,Yes,207,48,1232,1118,33,4,48,29,43,49606,916,85,329,435,68,28,No,No,No
1224,CARTERET,PKNL,380,188,3,Yes,441,136,2,Yes,374,193,13,Yes,403,170,1255,1170,4,2,57,22,61,65009,1024,18,210,612,185,5,No,No,No
1222,CARTERET,STEL,281,77,3,Yes,326,58,2,Yes,295,84,13,Yes,308,71,2291,2071,58,10,103,50,43,49205,1671,165,599,785,123,94,No,No,No
2669,CARTERET,WIHA,323,125,3,Yes,382,99,2,Yes,340,127,13,Yes,344,128,2360,1970,202,2,70,116,45,54097,1770,234,616,840,80,93,No,No,No
2435,CARTERET,WILD,471,172,3,Yes,561,126,2,Yes,512,164,13,Yes,505,176,6009,5012,452,90,315,141,42,41584,4323,674,1715,1614,319,31,No,No,No
626,CASWELL,ANDE,274,110,6,Yes,281,100,22,Yes,244,120,65,Yes,278,99,1015,736,248,5,21,5,46,39267,733,143,357,216,17,66,No,No,No
624,CASWELL,HIGH,201,235,6,Yes,207,225,22,Yes,175,255,65,Yes,203,228,1429,1024,356,8,30,10,45,38356,1024,185,512,301,26,94,No,No,No
623,CASWELL,LEAS,147,167,6,Yes,153,161,22,Yes,125,187,65,Yes,157,152,1454,943,448,8,33,22,45,37942,1052,204,495,314,38,88,No,No,No
619,CASWELL,LOCU,335,568,6,Yes,359,567,22,Yes,332,588,65,Yes,366,560,2655,1587,950,12,46,59,44,37002,1932,474,811,572,74,129,No,No,No
622,CASWELL,MILT,359,657,6,Yes,400,620,22,Yes,349,673,65,Yes,401,610,3304,1606,1509,10,76,104,47,38785,2472,541,978,782,172,170,No,No,No
618,CASWELL,PELH,721,481,6,Yes,760,469,22,Yes,721,493,65,Yes,784,435,4960,3490,1040,3,320,107,44,35264,3568,938,1411,1091,128,162,No,No,No
625,CASWELL,PROS,299,136,6,Yes,306,134,22,Yes,263,169,65,Yes,314,123,1262,931,293,7,25,6,46,38855,903,159,459,265,21,85,No,No,No
620,CASWELL,PROVI,221,172,6,Yes,236,158,22,Yes,207,183,65,Yes,239,151,1126,604,417,7,57,40,42,33172,814,209,324,244,37,41,No,No,No
621,CASWELL,STON,527,347,6,Yes,552,348,22,Yes,495,395,65,Yes,557,333,2271,1516,683,10,53,9,46,42066,1720,515,651,516,38,112,No,No,No
2674,CASWELL,YANC,401,568,6,Yes,428,553,22,Yes,354,619,65,Yes,431,533,3691,1751,1630,35,135,140,42,33192,2681,667,1093,794,127,154,No,No,No
178,CATAWBA,01,1086,240,10,Yes,1173,233,42,No,1088,299,89,No,1135,275,5827,5306,174,45,217,86,43,47497,4104,643,1976,1337,147,70,No,Yes,Yes
166,CATAWBA,02,742,233,10,Yes,784,231,42,No,742,272,89,No,764,252,3654,3099,111,150,250,44,44,43438,2546,588,1006,831,121,84,No,Yes,Yes
162,CATAWBA,03,609,252,10,Yes,680,234,42,No,608,283,89,No,626,268,4156,3458,227,242,188,40,43,46907,2844,610,1060,1046,129,77,No,Yes,Yes
179,CATAWBA,04,132,131,5,Yes,145,122,42,No,131,137,89,No,134,131,1584,1139,156,105,166,17,38,45795,1141,194,377,435,135,8,No,Yes,Yes
185,CATAWBA,05,717,423,10,Yes,770,423,42,No,717,467,89,No,747,446,4997,4423,299,82,145,49,42,47748,3482,627,1524,1189,141,61,No,Yes,Yes
843,CATAWBA,06,721,312,10,Yes,781,283,42,No,717,347,89,No,732,328,3912,3127,342,165,237,41,41,48190,2749,407,1063,1046,232,28,No,Yes,Yes
879,CATAWBA,07,645,425,10,Yes,692,415,42,No,644,464,96,Yes,677,405,4580,3205,338,487,436,113,41,44552,3233,528,1272,1262,171,21,No,Yes,No
171,CATAWBA,08,799,335,10,Yes,882,296,42,No,792,379,96,Yes,884,263,2256,1614,239,138,225,39,40,41983,1571,232,606,588,145,12,No,Yes,No
180,CATAWBA,09,734,185,10,Yes,797,169,42,No,734,228,89,No,764,209,4081,3519,102,20,308,132,38,45123,2706,502,1297,821,86,38,No,Yes,Yes
184,CATAWBA,10,45,147,10,Yes,60,139,42,No,43,155,89,No,46,150,535,336,83,32,70,15,38,30940,356,73,145,118,21,2,No,Yes,Yes
182,CATAWBA,11,236,224,5,Yes,267,200,42,No,232,241,96,Yes,266,200,1450,984,211,29,206,21,33,35226,884,174,310,324,76,2,No,Yes,No
177,CATAWBA,12,116,530,5,Yes,128,512,42,No,112,537,89,No,108,532,2227,698,1240,27,221,41,43,32686,1575,454,692,385,43,5,No,Yes,Yes
172,CATAWBA,13,142,284,510,Yes,168,271,42,No,139,295,96,Yes,160,276,2579,1634,572,6,276,91,41,36397,1858,402,675,624,158,4,No,Yes,No
175,CATAWBA,14,488,354,10,Yes,545,316,42,No,492,370,96,Yes,540,321,1721,1392,117,10,150,52,42,53292,1240,135,286,612,207,3,No,Yes,No
882,CATAWBA,15,5,326,5,Yes,15,299,42,No,5,328,96,Yes,12,307,761,209,472,6,61,13,43,32652,545,156,237,137,14,1,No,Yes,No
165,CATAWBA,16,428,383,5,Yes,469,376,42,No,424,420,96,Yes,478,369,3869,2566,464,150,625,64,35,32541,2456,527,982,839,108,5,No,Yes,No
873,CATAWBA,17,306,224,10,Yes,352,222,42,No,304,243,96,Yes,339,225,2961,2218,274,0,341,127,40,38038,2132,401,713,787,231,5,No,Yes,No
878,CATAWBA,19,268,178,10,Yes,295,177,42,No,266,189,96,Yes,287,176,1707,1066,241,50,263,86,36,49043,1181,212,428,472,69,14,No,Yes,No
840,CATAWBA,20,851,361,10,Yes,906,356,42,No,848,407,89,No,867,381,2937,2312,196,111,177,141,40,46226,1944,396,833,648,67,32,No,Yes,Yes
841,CATAWBA,21,499,166,10,Yes,548,155,42,No,499,181,89,No,518,171,2949,2760,80,2,27,79,45,67567,2109,210,879,831,189,49,No,Yes,Yes
842,CATAWBA,22,804,385,10,Yes,873,376,42,No,797,441,89,No,816,419,5452,3478,697,354,736,187,36,33165,3549,763,1480,1079,227,27,No,Yes,Yes
164,CATAWBA,23,1172,530,10,Yes,1257,533,42,No,1173,577,96,Yes,1263,503,4782,3826,357,220,339,40,39,50807,3368,553,1130,1317,368,26,No,Yes,No
163,CATAWBA,24,1235,459,10,Yes,1304,448,42,No,1233,500,96,Yes,1297,428,6760,5720,474,57,377,132,39,56843,4624,757,1641,1864,362,49,No,Yes,No
167,CATAWBA,25,359,271,10,Yes,426,244,42,No,353,298,89,No,361,289,2598,1794,412,104,241,46,41,35473,1775,324,701,663,87,9,No,Yes,Yes
877,CATAWBA,26,558,368,10,Yes,624,336,42,No,560,392,96,Yes,621,334,1744,1336,152,2,174,80,42,46937,1239,155,325,565,195,3,No,Yes,No
160,CATAWBA,27,973,321,10,Yes,1066,308,42,No,973,367,89,No,998,342,6395,5563,207,310,252,63,42,44486,4416,923,1491,1790,213,64,No,Yes,Yes
173,CATAWBA,28,795,340,10,Yes,869,319,42,No,797,391,96,Yes,853,323,6347,3900,101,458,1791,97,37,39726,4032,1021,1527,1335,149,13,No,Yes,No
875,CATAWBA,29,698,276,10,Yes,797,237,42,No,696,311,96,Yes,761,262,4721,3655,140,159,645,122,39,46193,2999,417,1026,1291,266,13,No,Yes,No
183,CATAWBA,30,767,525,10,Yes,853,491,42,No,764,573,96,Yes,826,505,4460,3244,296,180,636,104,39,41990,2998,470,1091,1223,214,7,No,Yes,No
176,CATAWBA,31,1216,436,10,Yes,1327,414,42,No,1218,486,89,No,1254,455,5861,5484,183,29,102,62,44,57797,4233,532,1709,1691,302,78,No,Yes,Yes
881,CATAWBA,32,618,469,10,Yes,682,463,42,No,612,516,89,No,630,497,4046,2819,557,140,371,159,41,36647,2733,538,1156,928,111,22,No,Yes,Yes
874,CATAWBA,33,1623,652,10,Yes,1773,617,42,No,1621,752,96,Yes,1740,610,10360,7928,483,744,993,213,39,41521,7013,1303,2898,2483,328,49,No,Yes,No
170,CATAWBA,34,1406,613,10,Yes,1566,567,42,No,1404,671,89,No,1424,629,6256,5017,440,413,298,88,39,51829,4155,730,1414,1752,259,66,No,Yes,Yes
876,CATAWBA,35,467,250,10,Yes,505,239,42,No,457,274,89,No,469,268,5622,3277,1208,281,768,89,41,39157,3936,932,1561,1148,295,28,No,Yes,Yes
181,CATAWBA,36,726,408,10,Yes,803,382,42,No,738,413,96,Yes,819,360,2799,2518,82,40,146,12,43,68009,2026,127,354,1151,393,5,No,Yes,No
880,CATAWBA,37,532,403,5,Yes,617,376,42,No,525,447,96,Yes,605,387,4189,2867,496,153,603,70,36,33222,2714,543,1080,967,125,5,No,Yes,No
168,CATAWBA,38,886,495,5,Yes,985,429,42,No,890,518,96,Yes,991,429,3547,2776,253,163,186,169,40,56771,2269,109,524,1231,405,8,No,Yes,No
161,CATAWBA,39,897,347,10,Yes,963,327,42,No,912,351,96,Yes,967,316,2857,2740,41,31,18,27,43,77413,1930,49,422,1062,397,6,No,Yes,No
169,CATAWBA,40,355,288,10,Yes,399,265,42,No,351,311,89,No,359,301,2723,2007,401,87,194,34,42,40235,1875,316,715,753,91,11,No,Yes,Yes
174,CATAWBA,41,1042,308,10,Yes,1096,279,42,No,1046,338,89,No,1062,312,3854,3664,87,48,44,12,46,62115,2865,317,949,1304,295,26,No,Yes,Yes
1086,CHATHAM,15,190,323,4,Yes,192,342,23,Yes,200,328,54,Yes,209,319,2080,1540,251,30,124,136,46,65577,1485,123,417,663,282,39,No,No,No
2288,CHATHAM,18,354,174,2,Yes,384,177,23,Yes,347,189,54,Yes,397,168,3572,2510,749,10,240,63,46,48294,2641,427,907,1034,273,191,No,No,No
2607,CHATHAM,20,404,242,4,Yes,401,268,23,Yes,384,277,54,Yes,394,262,2892,2441,319,9,71,52,47,56117,2128,222,778,870,257,166,No,No,No
1094,CHATHAM,21,269,244,2,Yes,279,264,23,Yes,259,264,54,Yes,273,256,1722,1427,156,0,133,7,46,57110,1272,168,426,559,119,94,No,No,No
1093,CHATHAM,24,265,29,2,Yes,280,31,23,Yes,251,40,54,Yes,275,26,1295,1133,155,0,0,6,47,45526,954,178,457,307,12,69,No,No,No
2370,CHATHAM,3,383,160,2,Yes,410,165,23,Yes,389,164,54,Yes,417,145,2600,2051,261,0,272,17,45,54992,1900,275,638,815,173,134,No,No,No
1132,CHATHAM,30,245,163,2,Yes,255,168,23,Yes,241,168,54,Yes,257,161,2409,1959,252,1,182,15,46,55804,1776,241,604,764,166,131,No,No,No
1090,CHATHAM,42,341,205,2,Yes,365,205,23,Yes,352,199,54,Yes,365,190,2636,1984,359,28,139,126,47,58700,1925,217,618,814,275,100,No,No,No
1089,CHATHAM,45,196,160,2,Yes,217,157,23,Yes,201,166,54,Yes,210,162,1407,978,301,4,99,26,46,48435,1040,167,351,411,112,75,No,No,No
1087,CHATHAM,6,289,75,2,Yes,302,74,23,Yes,259,88,54,Yes,290,81,1351,1182,162,0,0,7,47,45521,995,185,477,320,13,72,No,No,No
2671,CHATHAM,75,650,579,2,Yes,663,591,23,Yes,680,552,54,Yes,668,559,5237,4403,246,297,205,86,56,68451,4245,264,721,1938,1321,53,No,No,No
2186,CHATHAM,78,451,531,4,Yes,437,558,23,Yes,448,527,54,Yes,445,529,4585,4472,89,1,5,18,64,82478,3934,112,542,2022,1258,46,No,No,No
1092,CHATHAM,85,268,244,2,Yes,284,252,23,Yes,266,252,54,Yes,280,256,4940,2334,977,59,1430,141,39,36470,3255,863,1339,880,173,93,No,No,No
1088,CHATHAM,9,316,115,2,Yes,340,112,23,Yes,306,133,54,Yes,337,112,1694,1400,244,1,31,19,47,45729,1242,221,563,414,44,90,No,No,No
1131,CHATHAM,ESC114,411,411,2,Yes,412,441,23,Yes,401,431,54,Yes,426,418,8863,3326,1848,85,3341,263,37,33330,5728,1715,2147,1563,303,104,No,No,No
1091,CHATHAM,MCH110,351,672,4,Yes,356,716,23,Yes,372,690,54,Yes,377,676,6799,5517,400,143,500,239,43,72480,4894,248,1104,2096,1446,82,No,No,No
2187,CHATHAM,NWM117,380,466,4,Yes,364,489,23,Yes,364,470,54,Yes,362,470,6296,4667,201,182,1169,77,51,77314,4771,379,816,1849,1727,45,No,No,No
1085,CHATHAM,PIT113,578,767,4,Yes,567,804,23,Yes,589,756,54,Yes,574,765,7195,4915,1137,99,585,458,46,59386,5232,665,1513,2269,786,183,No,No,No
614,CHEROKEE,ANNW,439,230,11,Yes,463,220,50,Yes,400,281,120,No,450,247,2394,2101,50,24,105,114,44,28955,1695,408,606,588,93,79,No,No,Yes
613,CHEROKEE,ANSW,455,224,11,Yes,482,239,50,Yes,438,291,120,No,465,238,1557,1371,31,15,64,76,44,29325,1103,260,397,385,61,53,No,No,Yes
2189,CHEROKEE,BELL,363,138,11,Yes,367,139,50,Yes,339,169,120,No,369,146,1034,983,15,1,15,20,51,37313,808,90,283,360,75,24,No,No,Yes
2190,CHEROKEE,BRAS,279,133,11,Yes,283,129,50,Yes,271,144,120,No,289,142,1634,1554,25,1,24,30,51,37221,1275,140,443,572,119,36,No,No,Yes
2382,CHEROKEE,CSON,271,96,11,Yes,268,105,50,Yes,250,126,120,No,279,103,812,778,1,2,19,12,54,39394,634,126,265,207,37,37,No,No,Yes
2193,CHEROKEE,GCRK,177,34,11,Yes,174,40,50,Yes,162,51,120,No,179,39,289,265,0,2,2,19,50,34118,222,40,111,63,9,46,No,No,Yes
611,CHEROKEE,HANG,300,69,11,Yes,316,62,50,Yes,286,92,120,No,304,80,702,644,1,6,4,47,50,34111,539,96,270,152,22,111,No,No,Yes
2188,CHEROKEE,HIWA,582,213,11,Yes,593,214,50,Yes,553,255,120,No,617,238,3734,3559,4,5,77,89,55,39560,2952,562,1227,971,192,175,No,No,Yes
534,CHEROKEE,HOTH,403,139,11,Yes,413,136,50,Yes,390,163,120,No,417,153,1711,1648,4,5,44,11,53,39242,1323,272,555,428,67,75,No,No,Yes
616,CHEROKEE,MARB,453,168,11,Yes,466,169,50,Yes,407,224,120,No,463,181,1638,1497,11,7,13,109,43,34580,1180,193,471,436,79,73,No,No,Yes
615,CHEROKEE,MURN,567,334,11,Yes,621,300,50,Yes,534,389,120,No,580,360,2444,2184,80,3,95,82,47,34697,1840,242,786,654,157,63,No,No,Yes
2191,CHEROKEE,MURS,668,315,11,Yes,686,316,50,Yes,631,383,120,No,687,337,2817,2587,72,2,81,74,49,35798,2154,260,842,859,193,63,No,No,Yes
612,CHEROKEE,PCHT,641,315,11,Yes,675,316,50,Yes,586,397,120,No,660,343,2813,2462,111,3,134,104,46,33899,2093,284,943,689,177,65,No,No,Yes
2383,CHEROKEE,RGER,461,194,11,Yes,461,208,50,Yes,431,254,120,No,472,205,1057,1002,0,1,19,35,55,39730,846,155,350,280,61,51,No,No,Yes
617,CHEROKEE,TOPT,159,57,11,Yes,161,57,50,Yes,143,79,120,No,165,63,1243,1081,31,14,65,53,44,27903,879,223,309,300,47,38,No,No,Yes
2192,CHEROKEE,UNKA,156,54,11,Yes,159,56,50,Yes,154,64,120,No,169,63,1203,1103,2,10,8,81,50,34118,924,164,462,260,37,191,No,No,Yes
712,CHOWAN,1,120,283,103,Yes,112,304,3,No,119,287,1,Yes,143,270,1771,1026,656,3,48,38,43,36956,1261,222,480,448,111,45,No,Yes,No
709,CHOWAN,2,311,289,1,Yes,282,324,3,No,295,290,1,Yes,330,284,5553,2967,2373,5,99,109,42,31767,3854,738,1403,1352,360,69,No,Yes,No
711,CHOWAN,3,397,91,3,Yes,435,73,3,No,390,108,1,Yes,411,93,1646,1099,411,7,91,38,46,44242,1196,220,471,446,60,73,No,Yes,No
708,CHOWAN,4,152,139,1,Yes,118,174,3,No,152,142,1,Yes,157,137,1678,1121,418,7,93,39,46,44250,1220,224,480,455,61,74,No,Yes,No
707,CHOWAN,5,204,88,3,Yes,226,69,3,No,198,96,1,Yes,210,81,1921,1283,479,9,106,45,46,44253,1396,256,550,520,70,85,No,Yes,No
710,CHOWAN,6,261,161,103,Yes,287,135,3,No,254,171,1,Yes,274,146,2064,1312,650,0,47,55,47,47360,1575,173,666,544,192,100,No,Yes,No
798,CLAY,BRAS,289,144,11,Yes,299,143,50,Yes,279,163,120,No,300,155,1697,1592,15,0,79,11,49,33283,1245,170,454,520,102,38,No,No,Yes
805,CLAY,HAY1,405,207,11,Yes,437,188,50,Yes,395,244,120,No,409,218,823,787,5,1,27,3,50,36148,611,74,224,260,53,38,No,No,Yes
800,CLAY,HAY2,447,242,11,Yes,471,222,50,Yes,400,316,120,No,454,256,1450,1362,13,0,66,9,49,33452,1065,144,388,445,87,34,No,No,Yes
806,CLAY,HAYC,141,68,11,Yes,143,76,50,Yes,130,89,120,No,144,71,333,313,3,0,15,2,48,33281,245,33,89,102,20,7,No,No,Yes
801,CLAY,HIAW,506,187,11,Yes,524,176,50,Yes,489,220,120,No,508,196,467,461,0,1,4,0,53,41300,355,34,131,156,34,42,No,No,Yes
802,CLAY,SHCR,497,153,11,Yes,519,158,50,Yes,475,201,120,No,513,166,1919,1896,1,5,16,0,53,41315,1457,138,536,642,141,174,No,No,Yes
804,CLAY,SWEE,237,95,11,Yes,241,101,50,Yes,210,134,120,No,246,102,1198,1137,9,1,46,6,50,35044,886,112,324,374,75,45,No,No,Yes
803,CLAY,TUSQ,254,119,11,Yes,255,118,50,Yes,236,136,120,No,267,127,1716,1696,1,5,14,0,53,41305,1303,123,480,574,126,155,No,No,Yes
799,CLAY,WARN,235,105,11,Yes,238,105,50,Yes,215,130,120,No,241,112,1045,980,9,0,48,7,49,33281,766,105,279,320,63,23,No,No,Yes
795,CLEVELAND,BETHWR,511,196,10,Yes,555,175,46,Yes,525,192,111,No,520,211,2558,2292,146,35,4,82,44,41507,1773,362,657,635,118,29,No,No,Yes
719,CLEVELAND,BR,1254,621,10,Yes,1414,559,46,Yes,1320,604,111,No,1265,630,5083,4484,371,44,129,55,34,51488,3058,447,1003,1330,278,96,No,No,Yes
702,CLEVELAND,CASAR,468,86,10,Yes,527,86,46,Yes,491,119,111,No,485,100,2238,2127,27,1,56,27,44,39139,1602,366,639,497,99,94,No,No,Yes
724,CLEVELAND,FALSTN,530,139,10,Yes,591,128,46,Yes,549,153,111,No,531,164,2252,1690,480,2,33,46,46,37035,1648,294,757,522,76,45,No,No,Yes
722,CLEVELAND,GROVER,744,368,10,Yes,802,346,46,Yes,775,367,111,No,750,394,4097,3070,684,183,68,92,41,43058,2797,510,1205,1027,56,55,No,No,Yes
725,CLEVELAND,KINGST,134,341,10,Yes,160,316,46,Yes,134,334,111,No,139,341,1270,1037,207,2,12,12,40,43479,843,169,307,302,66,21,No,No,Yes
2632,CLEVELAND,KM N,995,786,10,Yes,1108,730,46,Yes,1036,784,111,No,1011,836,6252,4897,923,27,222,183,43,38464,4254,744,1873,1434,203,33,No,No,Yes
2631,CLEVELAND,KM S,907,655,10,Yes,1023,611,46,Yes,970,650,111,No,929,715,7803,5782,1361,101,294,264,43,38019,5344,959,2524,1686,174,44,No,No,Yes
721,CLEVELAND,LATT,842,284,10,Yes,910,266,46,Yes,860,292,111,No,839,305,4480,3646,752,5,37,41,39,43340,2948,588,1079,1050,231,72,No,No,Yes
703,CLEVELAND,LAWNDL,334,472,10,Yes,396,439,46,Yes,345,479,111,No,337,494,2183,1687,433,1,18,46,46,37378,1604,291,725,513,74,47,No,No,Yes
793,CLEVELAND,MRB-YO,409,155,10,Yes,456,145,46,Yes,426,167,111,No,408,158,4448,3879,374,35,104,56,32,48647,2578,357,854,1082,286,54,No,No,Yes
720,CLEVELAND,MULLS,559,182,10,Yes,614,201,46,Yes,565,226,111,No,578,198,2321,2205,27,1,58,28,44,39159,1660,380,663,514,103,97,No,No,Yes
790,CLEVELAND,OAKGRV,925,331,10,Yes,1022,301,46,Yes,981,336,111,No,934,363,5233,4364,600,9,192,68,39,38117,3367,620,1323,1201,223,49,No,No,Yes
718,CLEVELAND,POLKVL,645,260,10,Yes,746,223,46,Yes,664,279,111,No,655,285,3395,2973,308,3,21,90,45,39663,2532,543,966,915,107,126,No,No,Yes
791,CLEVELAND,RIPPY,862,516,10,Yes,932,492,46,Yes,897,517,111,No,854,556,5466,3809,1500,0,87,70,38,37198,3581,624,1661,1164,132,56,No,No,Yes
789,CLEVELAND,S 4A,846,1179,10,Yes,1018,1094,46,Yes,909,1172,110,No,820,1238,6842,3720,2573,49,437,63,43,33607,4805,877,2141,1516,271,65,No,No,Yes
704,CLEVELAND,S 5,582,641,10,Yes,655,608,46,Yes,611,622,110,No,580,662,4925,3371,1278,17,240,20,44,40875,3398,596,1323,1179,299,30,No,No,Yes
792,CLEVELAND,S C,1326,1600,10,Yes,1576,1462,46,Yes,1459,1546,110111,No,1267,1656,8409,4436,3336,200,324,113,38,30389,5592,942,2018,2146,486,21,No,No,Yes
723,CLEVELAND,S S,1135,1243,10,Yes,1322,1137,46,Yes,1189,1221,111,No,1118,1304,8694,5407,2554,145,548,39,41,36574,6016,943,2578,2051,443,36,No,No,Yes
794,CLEVELAND,SHANGI,733,413,10,Yes,824,374,46,Yes,769,399,111,No,719,431,4552,3314,1165,26,25,22,40,44703,3083,472,1113,1296,203,65,No,No,Yes
701,CLEVELAND,WACO,793,509,10,Yes,861,478,46,Yes,819,515,110,No,795,539,4677,3359,962,37,88,231,46,42190,3493,541,1407,1367,179,67,No,No,Yes
2256,COLUMBUS,P01A,219,192,7,Yes,253,189,13,Yes,217,243,46,Yes,182,290,3157,1640,1004,0,192,320,44,36157,2117,354,942,700,121,177,No,No,No
2257,COLUMBUS,P02B,64,211,7,Yes,65,217,13,Yes,62,216,46,Yes,55,238,2676,1466,633,11,149,417,38,43088,1776,414,776,540,46,287,No,No,No
339,COLUMBUS,P03,119,49,7,Yes,119,51,13,Yes,98,69,46,Yes,117,66,740,602,100,0,32,7,35,47822,483,104,239,129,10,87,No,No,No
338,COLUMBUS,P04,71,43,7,Yes,76,41,13,Yes,58,59,46,Yes,71,49,324,260,46,0,14,3,35,47114,212,46,104,57,5,37,No,No,No
336,COLUMBUS,P05,78,50,7,Yes,94,35,13,Yes,65,67,46,Yes,64,74,461,375,62,0,20,4,35,47787,301,65,149,80,6,54,No,No,No
331,COLUMBUS,P06,165,98,7,Yes,187,95,13,Yes,160,121,46,Yes,121,178,1144,712,360,0,43,29,46,33585,802,184,316,283,19,54,No,No,No
344,COLUMBUS,P07,271,323,7,Yes,304,290,13,Yes,248,362,46,Yes,202,435,4774,2443,2081,15,92,142,43,30017,3176,743,1113,1242,78,110,No,No,No
332,COLUMBUS,P08,97,29,7,Yes,110,19,13,Yes,82,53,46,Yes,102,40,1310,888,327,0,62,33,48,34913,949,207,400,316,26,75,No,No,No
341,COLUMBUS,P09,140,199,7,Yes,170,186,13,Yes,135,222,46,Yes,112,256,1276,871,312,0,62,31,48,35182,924,200,391,310,24,76,No,No,No
337,COLUMBUS,P10,202,55,7,Yes,213,45,13,Yes,181,76,46,Yes,171,104,1031,838,139,0,44,10,35,47853,672,145,333,180,15,121,No,No,No
334,COLUMBUS,P11,198,68,7,Yes,216,63,13,Yes,176,109,46,Yes,187,105,2207,1601,483,0,76,46,38,36551,1467,249,550,615,53,59,No,No,No
386,COLUMBUS,P12,61,26,7,Yes,66,25,13,Yes,63,30,46,Yes,61,35,636,518,85,0,27,6,35,47891,415,90,206,111,9,75,No,No,No
335,COLUMBUS,P13,145,61,7,Yes,159,53,13,Yes,129,81,46,Yes,125,92,565,460,77,0,23,5,35,47122,369,80,181,101,8,64,No,No,No
347,COLUMBUS,P14,379,392,7,Yes,413,371,13,Yes,392,397,46,Yes,353,446,4442,1910,1771,21,467,272,42,37671,2897,785,1111,956,45,206,No,No,No
340,COLUMBUS,P15,289,261,7,Yes,311,240,13,Yes,247,310,46,Yes,261,330,3111,2066,962,0,24,60,45,34707,2321,294,967,973,87,197,No,No,No
2641,COLUMBUS,P16B,308,196,7,Yes,350,192,13,Yes,285,259,46,Yes,271,288,2324,1498,376,0,55,394,45,46014,1618,248,598,671,102,113,No,No,No
330,COLUMBUS,P17,91,230,7,Yes,114,216,13,Yes,86,248,46,Yes,81,259,1830,887,664,0,144,134,44,33852,1219,210,559,381,70,102,No,No,No
345,COLUMBUS,P18,82,81,7,Yes,95,74,13,Yes,63,107,46,Yes,73,103,891,589,272,0,13,17,45,35347,663,85,273,278,26,54,No,No,No
333,COLUMBUS,P19,285,232,7,Yes,303,222,13,Yes,253,268,46,Yes,278,259,694,332,268,11,52,30,42,32109,488,86,182,191,30,8,No,No,No
342,COLUMBUS,P20A,45,110,7,Yes,52,103,13,Yes,42,114,46,Yes,48,115,651,301,280,14,23,33,41,25303,455,80,184,170,22,6,No,No,No
329,COLUMBUS,P21,181,107,7,Yes,207,94,13,Yes,164,144,46,Yes,170,143,2791,1723,639,0,385,45,44,47502,1953,331,597,872,153,50,No,No,No
343,COLUMBUS,P22A,268,181,7,Yes,312,163,13,Yes,262,224,46,Yes,278,217,4148,2821,1068,13,138,108,39,33720,2785,463,1020,1193,109,61,No,No,No
346,COLUMBUS,P23,217,194,7,Yes,232,187,13,Yes,186,235,46,Yes,203,233,4686,2226,1912,67,287,194,42,30933,3255,618,1205,1262,171,60,No,No,No
